	corr	dotprod	run	runtype	ses	sub	trial
0	0.40003097976008917	434030.58038164995	1.0	vicarious	1.0	36.0	0.0
1	-0.3224847750069276	-938623.3267248658	1.0	vicarious	1.0	36.0	1.0
2	-0.7916823791163844	-4879867.219418202	1.0	vicarious	1.0	36.0	2.0
3	0.26766190575017795	254767.9546932796	1.0	vicarious	1.0	36.0	3.0
4	0.33474159555575217	254687.4601621458	1.0	vicarious	1.0	36.0	4.0
5	0.27233442117834306	262931.28476805356	1.0	vicarious	1.0	36.0	5.0
6	0.09522826322294937	76343.04583277932	1.0	vicarious	1.0	36.0	6.0
7	-0.13304023306834029	-182924.7660426996	1.0	vicarious	1.0	36.0	7.0
8	0.12659537673274815	116709.22410139906	1.0	vicarious	1.0	36.0	8.0
9	0.1634810724750879	165157.2372236425	1.0	vicarious	1.0	36.0	9.0
10	0.03980102896437202	34419.585809061646	1.0	vicarious	1.0	36.0	10.0
11	0.09318672959266325	92338.5999237113	1.0	vicarious	1.0	36.0	11.0
12	0.21449457749574874	397918.4916892257	5.0	vicarious	1.0	36.0	0.0
13	-0.2428008138768003	-595954.1359120822	5.0	vicarious	1.0	36.0	1.0
14	0.1972048609333036	305515.0280310397	5.0	vicarious	1.0	36.0	2.0
15	0.05396820413654764	109214.3776132442	5.0	vicarious	1.0	36.0	3.0
16	0.2533418108206454	332046.7014535221	5.0	vicarious	1.0	36.0	4.0
17	-0.17743063920491803	-250497.68230426058	5.0	vicarious	1.0	36.0	5.0
18	0.33225205071933755	411054.99476054526	5.0	vicarious	1.0	36.0	6.0
19	-0.034080342244957026	-55980.27842201483	5.0	vicarious	1.0	36.0	7.0
20	-0.012544714627638412	-12650.7058596139	5.0	vicarious	1.0	36.0	8.0
21	0.14217365114612684	165845.98120716756	5.0	vicarious	1.0	36.0	9.0
22	0.10040461911269564	107098.20311160524	5.0	vicarious	1.0	36.0	10.0
23	-0.2558768895654525	-432663.41263352276	5.0	vicarious	1.0	36.0	11.0
