	corr	dotprod	run	runtype	ses	sub	trial
0	0.22055580519380963	587444.528652118	3.0	pain	1.0	90.0	0.0
1	0.05271865152965451	44517.74569591155	3.0	pain	1.0	90.0	1.0
2	-0.0825776909920348	-84392.13353126885	3.0	pain	1.0	90.0	2.0
3	-0.3812710826019977	-496231.3048351699	3.0	pain	1.0	90.0	3.0
4	-0.18362727079332655	-127505.74334490928	3.0	pain	1.0	90.0	4.0
5	-0.22441247227588412	-158845.26735376223	3.0	pain	1.0	90.0	5.0
6	-0.010018492312842558	-13296.923192219296	3.0	pain	1.0	90.0	6.0
7	-0.3560558592350622	-391845.4841750986	3.0	pain	1.0	90.0	7.0
8	-0.5019297548046407	-590232.5218369956	3.0	pain	1.0	90.0	8.0
9	-0.23781423446528469	-188992.9855602521	3.0	pain	1.0	90.0	9.0
10	-0.36823737393515926	-363537.3081531221	3.0	pain	1.0	90.0	10.0
11	-0.2618100614666276	-220911.7636780672	3.0	pain	1.0	90.0	11.0
12	0.26930678631180144	462687.9195932886	6.0	pain	1.0	90.0	0.0
13	0.019961005933841185	26083.49634911639	6.0	pain	1.0	90.0	1.0
14	-0.07129005969883667	-101765.31885987471	6.0	pain	1.0	90.0	2.0
15	0.024647186117976776	19121.596758824955	6.0	pain	1.0	90.0	3.0
16	-0.31971241491298913	-464565.83203750424	6.0	pain	1.0	90.0	4.0
17	-0.5158200503215875	-899166.459798058	6.0	pain	1.0	90.0	5.0
18	-0.3034807517121917	-272303.81545025174	6.0	pain	1.0	90.0	6.0
19	-0.24894819425490103	-206563.24213452224	6.0	pain	1.0	90.0	7.0
20	-0.15090687162120217	-161937.06014034862	6.0	pain	1.0	90.0	8.0
21	0.019166099179306288	14428.499161189002	6.0	pain	1.0	90.0	9.0
22	0.10873263295638709	103064.69893245026	6.0	pain	1.0	90.0	10.0
23	-0.0716419531378204	-59917.005086338155	6.0	pain	1.0	90.0	11.0
