	corr	dotprod	run	runtype	ses	sub	trial
0	0.04578790435392036	28183.186476750943	2.0	vicarious	1.0	50.0	0.0
1	0.10453686857529244	82511.04958724864	2.0	vicarious	1.0	50.0	1.0
2	0.23062444179154712	152653.59155517613	2.0	vicarious	1.0	50.0	2.0
3	0.09277740093884508	73573.3142524519	2.0	vicarious	1.0	50.0	3.0
4	-0.3048907216631552	-235656.28174853892	2.0	vicarious	1.0	50.0	4.0
5	-0.039080557761273685	-24852.104618864934	2.0	vicarious	1.0	50.0	5.0
6	0.1771497173428788	162995.49203669888	2.0	vicarious	1.0	50.0	6.0
7	-0.08059463666210162	-56789.31228396936	2.0	vicarious	1.0	50.0	7.0
8	-0.21417012057569537	-163421.2538991999	2.0	vicarious	1.0	50.0	8.0
9	0.03440413842168617	20512.549361293946	2.0	vicarious	1.0	50.0	9.0
10	0.08979026146946215	47273.974412880554	2.0	vicarious	1.0	50.0	10.0
11	-0.07913482029769191	-51832.026325848965	2.0	vicarious	1.0	50.0	11.0
12	0.060141444173380236	80381.17571360766	4.0	vicarious	1.0	50.0	0.0
13	0.350082387368215	371373.9002899834	4.0	vicarious	1.0	50.0	1.0
14	0.0205176501535368	21742.112109384718	4.0	vicarious	1.0	50.0	2.0
15	0.27844417072113514	276856.4157347958	4.0	vicarious	1.0	50.0	3.0
16	0.08166541323026265	55258.36106887922	4.0	vicarious	1.0	50.0	4.0
17	0.1289379118627917	86315.50854877649	4.0	vicarious	1.0	50.0	5.0
18	0.3558941332740396	273075.4404933928	4.0	vicarious	1.0	50.0	6.0
19	0.4594658434279255	562026.5661056613	4.0	vicarious	1.0	50.0	7.0
20	0.31826416557892423	677036.5867417264	4.0	vicarious	1.0	50.0	8.0
21	-0.3450358179561836	-903792.1838987002	4.0	vicarious	1.0	50.0	9.0
22	-0.2788423880624381	-297126.3605864875	4.0	vicarious	1.0	50.0	10.0
23	-0.126148043940147	-128690.82751087921	4.0	vicarious	1.0	50.0	11.0
