	corr	dotprod	run	runtype	ses	sub	trial
0	-0.09103102338353994	-75414.92721162956	1.0	vicarious	1.0	116.0	0.0
1	-0.0020348257103482807	-2395.35589726696	1.0	vicarious	1.0	116.0	1.0
2	0.03187080977875404	17353.678414518043	1.0	vicarious	1.0	116.0	2.0
3	0.2082346074798513	129767.71502490215	1.0	vicarious	1.0	116.0	3.0
4	0.1971092169435614	104608.84097043832	1.0	vicarious	1.0	116.0	4.0
5	0.13243226272033115	85859.16123535499	1.0	vicarious	1.0	116.0	5.0
6	0.13399797354971832	87482.06825470975	1.0	vicarious	1.0	116.0	6.0
7	-0.5085058319503345	-1921233.5902298284	1.0	vicarious	1.0	116.0	7.0
8	0.6010135075474707	799094.935796638	1.0	vicarious	1.0	116.0	8.0
9	0.18839366052290296	125672.95944452252	1.0	vicarious	1.0	116.0	9.0
10	0.27941635205337323	294741.8240900464	1.0	vicarious	1.0	116.0	10.0
11	0.19662639038480764	116965.73356708315	1.0	vicarious	1.0	116.0	11.0
12	0.07822927743793412	76885.65188955289	5.0	vicarious	1.0	116.0	0.0
13	0.20007081553494907	168199.02801974522	5.0	vicarious	1.0	116.0	1.0
14	0.11010030854299183	123277.54481976946	5.0	vicarious	1.0	116.0	2.0
15	0.017178168939976233	16217.395856114943	5.0	vicarious	1.0	116.0	3.0
16	0.16251800312604414	122097.55982035828	5.0	vicarious	1.0	116.0	4.0
17	0.03762816431975237	45247.056067948084	5.0	vicarious	1.0	116.0	5.0
18	-0.18968255945798546	-537124.6974976296	5.0	vicarious	1.0	116.0	6.0
19	0.2670851553974692	313423.3530165957	5.0	vicarious	1.0	116.0	7.0
20	0.1177177129457027	84854.33639732265	5.0	vicarious	1.0	116.0	8.0
21	-0.13424526268250886	-124723.68145737839	5.0	vicarious	1.0	116.0	9.0
22	0.11032713786821252	111081.74592672318	5.0	vicarious	1.0	116.0	10.0
23	-0.25127593576765866	-343335.7332246952	5.0	vicarious	1.0	116.0	11.0
