	corr	dotprod	run	runtype	ses	sub	trial
0	-0.0767128454757198	-137583.30296707375	2.0	cognitive	1.0	97.0	0.0
1	0.37165916058955395	681081.5498712753	2.0	cognitive	1.0	97.0	1.0
2	0.1822818426776279	391259.2460927132	2.0	cognitive	1.0	97.0	2.0
3	-0.048731247680361044	-97958.5136041646	2.0	cognitive	1.0	97.0	3.0
4	0.3801355101382889	521857.06227675686	2.0	cognitive	1.0	97.0	4.0
5	0.2669484164248058	570767.1544490013	2.0	cognitive	1.0	97.0	5.0
6	0.251475871264266	272427.51631014026	2.0	cognitive	1.0	97.0	6.0
7	0.36735165621643123	424300.46840055904	2.0	cognitive	1.0	97.0	7.0
8	0.11516458867642825	184685.66624939794	2.0	cognitive	1.0	97.0	8.0
9	0.39868368814894584	684390.5053229928	2.0	cognitive	1.0	97.0	9.0
10	-0.0578164303693457	-143032.61639575433	2.0	cognitive	1.0	97.0	10.0
11	0.15002903589456187	273522.8103081744	2.0	cognitive	1.0	97.0	11.0
12	-0.009882541909117953	-23740.96654942524	5.0	cognitive	1.0	97.0	0.0
13	-0.11124034719225016	-163266.60003773688	5.0	cognitive	1.0	97.0	1.0
14	0.08154057432904675	91325.75175740394	5.0	cognitive	1.0	97.0	2.0
15	0.2770079169109168	340968.3007783818	5.0	cognitive	1.0	97.0	3.0
16	0.11429346617678589	102810.03776113714	5.0	cognitive	1.0	97.0	4.0
17	0.18336248959165818	163590.09880308047	5.0	cognitive	1.0	97.0	5.0
18	-0.1859891650693761	-160371.81911112694	5.0	cognitive	1.0	97.0	6.0
19	0.3711618713403136	345491.8056937656	5.0	cognitive	1.0	97.0	7.0
20	-0.21300932864440977	-217511.6680282795	5.0	cognitive	1.0	97.0	8.0
21	0.3564819644757731	347143.4971753464	5.0	cognitive	1.0	97.0	9.0
22	-0.28453388628402376	-216519.55714290764	5.0	cognitive	1.0	97.0	10.0
23	0.0869320576111421	87285.32157634509	5.0	cognitive	1.0	97.0	11.0
