,src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename
0,60,4,vicarious,3,5,1,low_cue,high_stim,3,1634237125.44197,1634237125.4439,1634237128.21647,1634237128.21817,0.593252182006836,1634237128.8167,1634237128.83179,low_cue,l005.png,1634237129.81092,1634237129.81247,1.69880294799805,1634237131.53438,1634237131.53519,1634237133.08509,1.55071115493774,3.67660188678891,FIX,1634237135.55254,1634237135.55485,6.35718107223511,high_stim,1634237143.91399,1634237143.9114,,0,,0,0,1634237150.92494,1634237150.93235,7.08478403091431,1634237158.02759,1634237158.03042,1634237160.54673,2.51914072036743,25.9478853220016,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,047-jl047,jl047t1aiaff_H.mp4,0,
1,60,4,vicarious,3,5,1,high_cue,med_stim,5,1634237125.44197,1634237125.4439,1634237162.04575,1634237162.04766,4.96397018432617,1634237167.03095,1634237167.03288,high_cue,h018.png,1634237168.01084,1634237168.01227,2.09888410568237,1634237170.1321,1634237170.133,1634237171.933,1.80089974403381,49.2244032170839,FIX,1634237174.15027,1634237174.15265,4.45945644378662,med_stim,1634237180.61395,1634237180.61147,,0,,0,0,1634237187.62196,1634237187.63201,7.08776354789734,1634237194.72461,1634237194.73076,1634237198.51337,3.78875803947449,6.23448009554123,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,042-ll042,ll042t1afunaff_M.mp4,0,
2,60,4,vicarious,3,5,1,low_cue,low_stim,1,1634237125.44197,1634237125.4439,1634237199.07623,1634237199.08111,4.7334942817688,1634237203.828,1634237203.83247,low_cue,l047.png,1634237204.81085,1634237204.81233,2.09887599945068,1634237206.92916,1634237206.93098,1634237209.16355,2.23438715934753,3.4473868518652,FIX,1634237210.94732,1634237210.94917,0.462400436401367,low_stim,1634237213.41387,1634237213.41147,,0,,0,0,1634237220.41752,1634237220.43192,2.79220151901245,1634237223.23524,1634237223.23623,1634237226.20324,2.96800255775452,19.2357271422572,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,047-jl047,jl047t1aaunaff_L.mp4,0,
3,60,4,vicarious,3,5,1,low_cue,low_stim,1,1634237125.44197,1634237125.4439,1634237227.2534,1634237227.26527,4.05631971359253,1634237231.32159,1634237231.33197,low_cue,l002.png,1634237232.31085,1634237232.31227,0.498870849609375,1634237232.82215,1634237232.83116,1634237235.54676,2.72461295127869,4.82076607809266,FIX,1634237236.84031,1634237236.84242,0.769412040710449,low_stim,1634237239.61422,1634237239.61149,,0,,0,0,1634237246.6273,1634237246.63162,6.7824285030365,1634237253.42983,1634237253.43058,1634237256.13107,2.7012357711792,28.5187277886708,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,097-gf097,gf097t2aiunaff_L.mp4,0,
4,60,4,vicarious,3,5,1,high_cue,low_stim,4,1634237125.44197,1634237125.4439,1634237257.448,1634237257.4668,5.06172394752502,1634237262.53323,1634237262.53691,high_cue,h039.png,1634237263.51159,1634237263.51405,2.09813809394836,1634237265.63438,1634237265.63559,1634237266.86849,1.23410248756409,35.6716087764457,FIX,1634237269.65255,1634237269.66629,3.65717315673828,low_stim,1634237275.3181,1634237275.3124,,0,,0,0,1634237282.32394,1634237282.33278,2.98578095436096,1634237285.32506,1634237285.33079,1634237286.53005,1.20498657226562,18.2142986447466,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,042-ll042,ll042t1aaunaff_L.mp4,0,
5,60,4,vicarious,3,5,1,high_cue,med_stim,5,1634237125.44197,1634237125.4439,1634237289.3599,1634237289.36167,5.04982566833496,1634237294.42846,1634237294.43181,high_cue,h013.png,1634237295.41069,1634237295.41196,0.999038934707642,1634237296.4292,1634237296.43075,1634237297.96341,1.53420853614807,32.2756443145776,FIX,1634237300.44737,1634237300.44897,0.462357044219971,med_stim,1634237302.91328,1634237302.91119,,0,,0,0,1634237309.91757,1634237309.93165,2.79215884208679,1634237312.73528,1634237312.73606,1634237315.53649,2.80121183395386,4.39870535499553,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,064-ak064,ak064t1aiaff_M.mp4,0,
6,60,4,vicarious,3,5,1,high_cue,low_stim,4,1634237125.44197,1634237125.4439,1634237316.77012,1634237316.77176,3.0396032333374,1634237319.82126,1634237319.83209,high_cue,h022.png,1634237320.81069,1634237320.8119,0.999032974243164,1634237321.822,1634237321.83101,1634237323.9634,2.14139413833618,82.8464356816056,FIX,1634237325.84017,1634237325.84233,6.96955347061157,low_stim,1634237334.81296,1634237334.81112,,0,,0,0,1634237341.82947,1634237341.83284,5.88025665283203,1634237347.73167,1634237347.73228,1634237349.54913,1.81746625900269,13.7562076747543,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,124-dn124,dn124t1aaunaff_L.mp4,0,
7,60,4,vicarious,3,5,1,low_cue,high_stim,3,1634237125.44197,1634237125.4439,1634237351.7665,1634237351.77098,8.44321894645691,1634237360.21966,1634237360.23177,low_cue,l040.png,1634237361.21069,1634237361.2119,1.49902892112732,1634237362.72059,1634237362.73109,1634237364.3968,1.67620539665222,1.15967520848357,FIX,1634237366.73875,1634237366.74067,7.97096800804138,high_stim,1634237376.71311,1634237376.71112,,0,,0,0,1634237383.72842,1634237383.73169,4.38129925727844,1634237388.13007,1634237388.13095,1634237390.69791,2.56784510612488,29.6591092359951,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,106-nm106,nm106t1afaff_H.mp4,0,
8,60,4,vicarious,3,5,1,low_cue,med_stim,2,1634237125.44197,1634237125.4439,1634237392.14823,1634237392.14914,5.0614914894104,1634237397.21679,1634237397.23183,low_cue,l031.png,1634237398.21071,1634237398.21193,2.09901285171509,1634237400.33462,1634237400.33575,1634237402.4689,2.1342830657959,3.4473868518652,FIX,1634237404.35278,1634237404.35437,5.65694117546082,med_stim,1634237412.01338,1634237412.01111,,0,,0,0,1634237419.02492,1634237419.0313,0.784801959991455,1634237419.82522,1634237419.83064,,,,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,047-jl047,jl047t1aiunaff_M.mp4,0,
9,60,4,vicarious,3,5,1,low_cue,med_stim,2,1634237125.44197,1634237125.4439,1634237423.86006,1634237423.86483,1.44966578483582,1634237425.32727,1634237425.33166,low_cue,l037.png,1634237426.31055,1634237426.31197,0.899177074432373,1634237427.22798,1634237427.23083,1634237428.5802,1.35221576690674,3.23100990036821,FIX,1634237431.24615,1634237431.24816,7.663578748703,med_stim,1634237440.91355,1634237440.91124,,0,,0,0,1634237447.91903,1634237447.93183,3.59069466590881,1634237451.53704,1634237451.53852,1634237454.03817,2.50112819671631,37.7285544494189,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,097-gf097,gf097t1aiaff_M.mp4,0,
10,60,4,vicarious,3,5,1,high_cue,high_stim,6,1634237125.44197,1634237125.4439,1634237455.55521,1634237455.56447,7.75451302528381,1634237463.32477,1634237463.3318,high_cue,h048.png,1634237464.31071,1634237464.312,1.69901299476624,1634237466.02578,1634237466.03111,1634237468.53006,2.50428104400635,20.2484573620879,FIX,1634237470.04395,1634237470.04825,1.36577701568604,high_stim,1634237473.41297,1634237473.41121,,0,,0,0,1634237480.41448,1634237480.43214,0.495243310928345,1634237480.93134,1634237480.93197,1634237483.34919,2.41784715652466,43.0474909506004,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,107-hs107,hs107t1afaff_H.mp4,0,
11,60,4,vicarious,3,5,1,high_cue,high_stim,6,1634237125.44197,1634237125.4439,1634237484.94951,1634237484.96518,3.0602171421051,1634237488.01732,1634237488.03203,high_cue,h038.png,1634237489.01073,1634237489.012,1.19899392127991,1634237490.21814,1634237490.23129,1634237491.55214,1.33400678634644,41.9190641134269,FIX,1634237494.2363,1634237494.23808,7.67342209815979,high_stim,1634237503.91309,1634237503.9111,,0,,0,0,1634237510.92586,1634237510.93127,9.08386397361755,1634237520.02925,1634237520.03073,,,,FIX,1634237524.06409,1634237524.06614,398.62211894989,,0,043-jh043,jh043t2aeaff_H.mp4,0,
