onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
10.990920066833496	14.30883002281189	30.544960021972656	45.303719997406006	low_cue	med_stim	2.02163410186768	27.1811110854772	2.5845308303833	58.6030877514096	-1	0	-2	27.1811110854772	58.6030877514096	30.56675	34.06575	39.066	42.0495	30.56675	35.06675	39.56675	34.06575	5.000250000000001
51.489359855651855	53.69018006324768	60.419270038604736	75.1981999874115	low_cue	high_stim	1.72356724739075	47.7571566326561	1.86752867698669	54.4623222080256	-1	1	1	47.7571566326561	54.4623222080256	60.45775	64.122	69.12375	72.2915	60.45775	64.95775	69.45775	64.122	5.001750000000001
83.0011100769043	85.80215001106262	90.52184987068176	100.39092993736267	high_cue	low_stim	1.26727938652039	68.8801438465753	2.62286972999573	46.4688007143858	1	-1	1	68.8801438465753	46.4688007143858	90.55425	93.7535	98.75375	101.6165	90.55425	95.05425	99.55425	93.7535	5.000249999999994
117.19720005989075	119.29798007011414	130.8167600631714	145.59112000465393	high_cue	med_stim	1.98424935340881	72.2202475408066	1.52264285087585	54.0065394724413	1	0	-2	72.2202475408066	54.0065394724413	130.86125	134.34125	139.3405	142.3735	130.86125	135.36125	139.86125	134.34125	4.999249999999989
150.49293994903564	152.6937699317932	168.9200599193573	179.60380005836487	high_cue	high_stim	3.92004609107971	36.1796204479789	3.60152792930603	57.3341054698427	1	1	1	36.1796204479789	57.3341054698427	168.95775	172.642	177.64225	180.8415	168.95775	173.45775	177.95775	172.642	5.000249999999994
185.08917999267578	187.08993005752563	193.6358299255371	204.2963399887085	low_cue	high_stim	2.29051876068115	48.1705784197165	3.21812558174133	49.8713910315241	-1	1	1	48.1705784197165	49.8713910315241	193.679	197.29825	202.2985	205.53125	193.679	198.179	202.679	197.29825	5.000249999999994
213.19966006278992	216.5008900165558	223.01523995399475	238.09227991104126	low_cue	low_stim	4.0		2.40487027168274	17.7004277886672	-1	-1	1	0.0	17.7004277886672	223.06125	226.28575	231.28475	234.173	223.06125	227.56125	232.06125	226.28575	4.998999999999995
244.2945899963379	247.2957100868225	252.01442003250122	263.0015699863434	high_cue	high_stim	1.3847861289978	50.4638428132366	3.90177345275879	55.1018764389705	1	1	1	50.4638428132366	55.1018764389705	252.05175	255.76575	260.7675	264.034	252.05175	256.55174999999997	261.05174999999997	255.76575	5.001749999999987
270.3876600265503	272.405070066452	279.72299003601074	298.5981800556183	high_cue	low_stim	2.11758804321289	52.8089924602957	2.01755905151367	31.9081069356532	1	-1	1	52.8089924602957	31.9081069356532	279.75875	283.01225	288.01225	290.91025	279.75875	284.25875	288.75875	283.01225	5.0
304.1002299785614	306.30104994773865	311.63610005378723	329.7931399345398	low_cue	med_stim	1.91765284538269	25.0168934781	1.58734726905823	51.6624771065963	-1	0	-2	25.0168934781	51.6624771065963	311.66925	315.13375	320.134	323.1825	311.66925	316.16925	320.66925	315.13375	5.000249999999994
338.09624004364014	340.2970600128174	350.21833992004395	363.8891899585724	low_cue	low_stim	1.78430080413818	28.3163549432722	2.85793995857239	44.6744593013407	-1	-1	1	28.3163549432722	44.6744593013407	350.25125	353.46675	358.4655	361.3635	350.25125	354.75125	359.25125	353.46675	4.99875000000003
376.0937399864197	378.8947899341583	385.42013001441956	395.00078988075256	high_cue	med_stim	1.78572964668274	69.5248428859903	3.26802206039429	47.4332010547372	1	0	-2	69.5248428859903	47.4332010547372	385.45575	388.902	393.90225	396.9355	385.45575	389.95575	394.45575	388.902	5.000249999999994
