mean_PainL_Subj_N1,mean_PainL_Subj_N2,mean_PainL_Subj_N3,mean_PainH_Subj_N1,mean_PainH_Subj_N2,mean_PainH_Subj_N3
48.2105797824066,48.8313709202016,49.5780691645371,48.4240675972787,49.2064578387339,49.7763082232277
48.2691024936157,48.9194823136961,49.6321829974714,48.3507741943735,49.0204636442687,49.6754466759222
48.19349509225,48.7677437360561,49.5660483417931,48.4204338630794,49.1873489814076,49.7959234169375
48.2918849404784,48.8434005363992,49.6285914446816,48.3573214436502,49.0772577185673,49.6945078578111
48.2750509981464,48.9701250270288,49.6701215551838,48.2730370767146,48.9584232715099,49.7182448916492
48.1316012191373,48.7451424775111,49.6065649083695,48.3971196542731,49.2819361417775,49.8881016669949
48.2467986258527,48.8437487328375,49.5898672346932,48.427018365043,49.2273618655022,49.8158875980654
48.0951257263498,48.7104630670607,49.6034831106158,48.3967656530716,49.2976036894352,49.9240477678601
48.2376150774959,48.8341877065257,49.6155297592161,48.384281405429,49.1556957864479,49.7916346352853
48.1835707580047,48.8012335069018,49.6547965183763,48.3471175126836,49.2480861517055,49.8232921606141
48.2571112288249,48.8873674870262,49.6674319753194,48.3265865901882,49.1549735279202,49.7682244180834
48.1513813221442,48.756412152262,49.6553255067357,48.3449651505147,49.2274569225994,49.8435666598798
48.2001605679101,48.8087989093656,49.6318917334207,48.3611501760929,49.1701896759593,49.7401723530823
48.2494424430413,48.8734888244319,49.5961549931522,48.4134990391419,49.041929351391,49.7363459402449
48.2070522847215,48.7943990025057,49.6581913654387,48.3454929540853,49.1882497916251,49.8148940625224
48.2907806313547,48.8791438642248,49.6607485248694,48.3637408213767,49.1454661642084,49.7479507738102
48.1764915950057,48.9230792770538,49.668649386422,48.3568364100156,49.218705407736,49.7832414388072
48.1767071032383,48.8516959780845,49.6409156810738,48.3694605488483,49.2307227935539,49.823055210646
48,48.6570104626735,49.5716699660851,48.4283300339149,49.3429895373265,50
48.2047403500383,48.8785756309915,49.6122609881194,48.3971196304719,49.1673737987208,49.7666991714539
48.2476624751841,48.905459462814,49.6722718602019,48.3294303821273,49.1144599994891,49.7911915699147
48.2435253632894,48.9533756545219,49.6796682282595,48.3133477931899,49.0750808973411,49.6983503287941
48.1393490933191,48.7508733531634,49.6118217239689,48.3852669020591,49.1864390468456,49.8171441680182
48.1905730867724,48.7396992220341,49.5535015991271,48.424193577395,49.2061937702638,49.7728005888367
48.2236897083936,48.850203918272,49.6435600709778,48.3536183425374,49.0949161511664,49.8453555293412
48.3491688908237,48.9959921317752,49.6367511123574,48.3798709911594,49.04975780497,49.6615264763937
48.2926381922447,48.8599550336539,49.6201949528796,48.3758489609196,49.0772824243777,49.6564949172264
48.2505799623701,48.8104997216166,49.631700804253,48.3512237263476,49.0022777090848,49.7877377902984
48.2082804092296,48.7803879884909,49.5881516383293,48.4135565731104,49.1790711016795,49.8119700415572
48.1450004970047,48.7329941050605,49.6296987299758,48.3692786086048,49.2757887531672,49.9088139635664
48.2628825114033,48.8662621471889,49.6111518384682,48.4039273636572,49.1636992437419,49.7621007919862
48.2798682095516,48.9295613786759,49.6643779976473,48.3179331319306,48.9829106884821,49.737034451358
48.1662933750394,48.794206761946,49.5881760002945,48.416676741584,49.2166257494865,49.8239997045426
48.2947342198514,48.8612734009136,49.6288517941458,48.3637762324615,49.0315858989271,49.6790155383315
48.2769270302452,48.9540858071383,49.6910489238049,48.3014130925243,49.0262048212136,49.7157324317857
48.2837068515655,48.8629554057497,49.6392119984432,48.3333246389328,49.0936066517718,49.6742566510942
48.3494897279935,49.0740477483992,49.7087873094265,48.2899908475311,48.948194682471,49.6743714174755
48.2638834949423,48.8781117800139,49.6251818816254,48.3835600957671,49.1591355262276,49.7481963599391
48.2697841336704,48.8806787566563,49.6890627489307,48.3345442367861,49.0720276211838,49.7074924556738
48.2893056794309,48.9049273236228,49.6760665273427,48.4060537959969,49.1728876031576,49.7533973215098
48.3419930672902,49.0975505569864,49.7158963164387,48.2815523854275,48.8820210112092,49.6570500978472
48.1677561582818,48.7966643325574,49.640335674792,48.3680899372081,49.2174779088616,49.7830497318923
48.2027280142651,48.8014080702705,49.5907444526133,48.402902668011,49.2318188452654,49.7816165756948
48.2941317364249,48.9329744278079,49.6617823101398,48.3356244979156,49.0189257902438,49.6783203350039
48.0388196189864,48.7000906357899,49.6609316425206,48.3390283432339,49.3015597659528,49.9667103032731
48.302647305695,48.9366334201101,49.6816978587913,48.3376698653296,49.17512310523,49.7390292261786
48.1966748695533,48.8126004362354,49.5821984929527,48.3967740205091,49.0783405102839,49.7099908340411
48.3021480769761,48.96944343386,49.6441244945706,48.3545824059035,49.004992212034,49.6530476804064
48.09144640394,48.6940711224819,49.5769721389186,48.4276933204509,49.3074527152873,49.9321213091483
48.2312529382474,48.9495678859534,49.7004473585419,48.3659883752308,49.1713967903027,49.7700849964736
48.2801970377326,48.9331092196736,49.6277807851151,48.3717695814054,49.0890758591986,49.6770315579259
48.311434004681,48.856036791895,49.612982888389,48.3968405175508,49.1395263549791,49.7566085382857
48.1085156818115,48.729666012075,49.6298514527169,48.3690821915019,49.2480175663693,49.8494620626656
48.0971710677919,48.6846568129572,49.5412998744638,48.4459831383261,49.2355321814011,49.9011178686688
48.2483902860285,48.8880926338821,49.6224409152931,48.3571094398738,49.0450648091692,49.713746093032
48.0968873582827,48.6942821744267,49.5734326830471,48.4267443081003,49.3095178963876,49.9221810182261
