param_fmriSession,param_counterbalanceVer,param_counterbalanceBlockNum,param_triggerOnset,param_videoSubject,param_videoFilename,param_cue_type,param_administer_type,param_cond_type,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_filename,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration,param_runNum
1,4,2,6676.78964058454,115-jy115,jy115t2aaaff_H.mp4,low,high,5,6679.56052052267,4.01030319265556,6683.60309187594,low,l022.png,6684.66971400364,NaN,NaN,6688.68757162871,0.515358923978965,jy115t2aaaff_H.mp4,jy115t2aaaff_H.mp4,6689.5528788666,6696.0439758431,3.49988604216287,6696.06901173172,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,043-jh043,jh043t2aeunaff_M.mp4,low,med,3,6700.24180394715,3.01056135306317,6703.26858943962,low,l043.png,6704.3019026638,NaN,NaN,6708.31952940274,0.615548115591082,jh043t2aeunaff_M.mp4,jh043t2aeunaff_M.mp4,6708.96363826866,6715.45913882441,3.76649526183792,6715.48456249372,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,080-bn080,bn080t1aeaff_M.mp4,high,med,4,6719.81121507138,3.00652368108604,6722.83410088347,high,h031.png,6723.86743571104,NaN,NaN,6727.88504381706,2.01553607170536,bn080t1aeaff_M.mp4,bn080t1aeaff_M.mp4,6729.92926917921,6736.42470384465,3.46647749305703,6736.45002543798,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,095-tv095,tv095t1afaff_H.mp4,low,high,5,6740.50703811161,4.0095179097425,6744.53285820297,low,l032.png,6745.56622165501,NaN,NaN,6749.58342199721,1.11590997222902,tv095t1afaff_H.mp4,tv095t1afaff_H.mp4,6750.72793052569,6757.22400897188,3.51654710995354,6757.24877400811,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,080-bn080,bn080t1afunaff_L.mp4,low,low,1,6761.31841304801,1.51393094047035,6762.84845984093,low,l018.png,6763.88173579929,NaN,NaN,6767.90110107034,0.114080165827545,bn080t1afunaff_L.mp4,bn080t1afunaff_L.mp4,6768.04532092363,6774.54032973241,NaN,6774.56444261656,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,101-mg101,mg101t2aeaff_H.mp4,low,high,5,6778.61069680626,0.603557158766307,6779.23082618891,low,l005.png,6780.24744053939,NaN,NaN,6784.26439082245,0.516194434752833,mg101t2aeaff_H.mp4,mg101t2aeaff_H.mp4,6784.81350556989,6791.3043840822,3.09999827172942,6791.33013315244,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,095-tv095,tv095t2afaff_M.mp4,high,med,4,6795.37333019364,1.10666615538685,6796.4964975518,high,h044.png,6797.51309164911,NaN,NaN,6801.530117544,0.216158843181802,tv095t2afaff_M.mp4,tv095t2afaff_M.mp4,6801.77961013458,6808.27007656238,2.30012551564596,6808.29580834992,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,103-jk103,jk103t1aaunaff_L.mp4,high,low,2,6812.33921872451,4.00649073593013,6816.36200057033,high,h032.png,6817.39530596329,NaN,NaN,6821.41227055859,0.116171103100896,jk103t1aaunaff_L.mp4,jk103t1aaunaff_L.mp4,6821.55628896035,6828.05245760066,2.4999295189682,6828.07800008857,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,124-dn124,dn124t1aiaff_H.mp4,high,high,6,6832.12050555153,0.807384521825043,6832.94437993435,high,h003.png,6833.97774932733,NaN,NaN,6837.99465046269,0.616203238130765,dn124t1aiaff_H.mp4,dn124t1aiaff_H.mp4,6838.63934370008,6845.1346249815,2.98323307564078,6845.16034056651,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,108-th108,th108t1aeaff_H.mp4,low,high,5,6849.20393700022,0.806828774840142,6850.02674093549,low,l021.png,6851.06010519767,NaN,NaN,6855.07701227396,0.616169212805289,th108t1aeaff_H.mp4,th108t1aeaff_H.mp4,6855.72039553631,6862.21731867472,3.84981194256579,6862.24272506133,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,092-ch092,ch092t2aeaff_L.mp4,high,low,2,6866.63571352188,3.00688013687886,6869.65894741845,high,h054.png,6870.692314111,NaN,NaN,6874.70922577802,0.11617515373473,ch092t2aeaff_L.mp4,ch092t2aeaff_L.mp4,6874.85377211241,6881.34983921683,2.34994669365642,6881.37498069198,7352.53144102115,675.741800436605,1
1,4,2,6676.78964058454,103-jk103,jk103t1aaaff_H.mp4,high,high,6,6885.41724419706,2.80763188054243,6888.24120661366,high,h037.png,6889.27459788006,6891.02442937369,1.74982825311781,6893.30856838712,0.315751241384532,jk103t1aaaff_H.mp4,jk103t1aaaff_H.mp4,6893.65302404132,6900.14836041137,2.11658615806573,6900.17386617353,7352.53144102115,675.741800436605,1
