rating,rt
10.718679904937744,4.0
32.59361004829407,4.0
47.38253998756409,4.0
75.4931800365448,4.0
89.49848008155823,4.0
118.39275002479553,4.0
130.98084998130798,1.88477921485901
148.5875198841095,2.2191565036773704
158.59131002426147,3.60165405273438
184.30104994773865,2.63451647758484
192.28741002082825,2.80119705200195
208.19343996047974,2.88685774803162
216.37987995147705,4.0
232.68605995178223,3.0348916053772004
241.3893599510193,2.56802892684937
261.69705986976624,1.7039086818695102
271.1840000152588,1.91763496398926
294.8929898738861,2.01816082000732
308.08133006095886,2.00568771362305
328.5891098976135,2.55120444297791
341.87749004364014,2.13432836532593
364.90289998054504,2.11993098258972
372.78922986984253,3.87312650680542
394.9976601600647,2.01757335662842
