,src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename
0,50,4,vicarious,3,4,1,low_cue,low_stim,1,1629740348.03932,1629740348.04172,1629740350.81771,1629740350.83271,7.79548501968384,1629740358.62062,1629740358.63226,low_cue,l009.png,1629740359.61459,1629740359.61613,0.698610067367554,1629740360.3546,1629740360.35643,1629740361.9641,1.60949492454529,26.8810173463664,FIX,1629740364.37277,1629740364.37556,4.74043011665344,low_stim,1629740371.11785,1629740371.11509,,0,,0,0,1629740378.1279,1629740378.13274,0.985299348831177,1629740379.14494,1629740379.14839,1629740380.9473,1.80235290527344,24.6148730721051,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,047-jl047,jl047t1aaunaff_L.mp4,0,
1,50,4,vicarious,3,4,1,low_cue,med_stim,2,1629740348.03932,1629740348.04172,1629740383.17978,1629740383.18302,0.533415794372559,1629740383.72999,1629740383.73271,low_cue,l046.png,1629740384.71443,1629740384.71598,1.29877281188965,1629740386.03085,1629740386.03215,1629740388.34886,2.31801342964172,21.9783843042672,FIX,1629740390.04901,1629740390.05171,1.76418709754944,med_stim,1629740393.81735,1629740393.81511,,0,,0,0,1629740400.83637,1629740400.8398,3.47683000564575,1629740404.33767,1629740404.3482,1629740406.92248,2.58480644226074,10.0910572388889,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,080-bn080,bn080t1aeaff_M.mp4,0,
2,50,4,vicarious,3,4,1,low_cue,low_stim,1,1629740348.03932,1629740348.04172,1629740408.37251,1629740408.37498,0.940687417984009,1629740409.32287,1629740409.33266,low_cue,l033.png,1629740410.31453,1629740410.31613,1.89866304397583,1629740412.22395,1629740412.23133,1629740414.28061,2.05665850639343,9.65989307844234,FIX,1629740416.24211,1629740416.2491,3.97108697891235,low_stim,1629740422.21825,1629740422.21517,,0,,0,0,1629740429.23029,1629740429.23267,5.08290815353394,1629740434.33219,1629740434.34813,1629740436.15002,1.81783103942871,8.13010235415598,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,043-jh043,jh043t2aaunaff_L.mp4,0,
3,50,4,vicarious,3,4,1,low_cue,high_stim,3,1629740348.03932,1629740348.04172,1629740438.36703,1629740438.36925,0.946168661117554,1629740439.33406,1629740439.33652,low_cue,l027.png,1629740440.31454,1629740440.31609,1.39865899085999,1629740441.73495,1629740441.73627,1629740444.25316,2.5182089805603,3.9692634567195,FIX,1629740445.75312,1629740445.75568,2.06008172035217,high_stim,1629740449.81767,1629740449.81509,,0,,0,0,1629740456.82391,1629740456.83244,3.48928594589233,1629740460.34189,1629740460.34823,1629740462.7972,2.45531344413757,13.3067577810692,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,066-mg066,mg066t1aaaff_H.mp4,0,
4,50,4,vicarious,3,4,1,high_cue,med_stim,5,1629740348.03932,1629740348.04172,1629740464.37673,1629740464.38372,3.63646769523621,1629740468.02809,1629740468.03323,high_cue,h051.png,1629740469.01519,1629740469.01763,1.89801001548767,1629740470.92917,1629740470.93131,1629740472.66404,1.73487043380737,56.1187348093854,FIX,1629740474.94734,1629740474.95001,4.86585998535156,med_stim,1629740481.82162,1629740481.81623,,0,,0,0,1629740488.81918,1629740488.83366,1.9940197467804,1629740490.8366,1629740490.84813,1629740492.39729,1.56069302558899,10.4914770123316,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,109-ib109,ib109t1afaff_M.mp4,0,
5,50,4,vicarious,3,4,1,high_cue,high_stim,6,1629740348.03932,1629740348.04172,1629740494.87143,1629740494.87336,7.04176425933838,1629740501.92406,1629740501.93211,high_cue,h045.png,1629740502.91418,1629740502.91554,0.899020195007324,1629740503.82477,1629740503.83157,1629740505.69729,1.87251234054565,79.3662255078879,FIX,1629740507.84294,1629740507.84896,7.97025990486145,high_stim,1629740517.81703,1629740517.815,,0,,0,0,1629740524.83261,1629740524.83492,7.38059067726135,1629740532.23537,1629740532.24794,1629740534.88674,2.65136623382568,43.6980473274211,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,043-jh043,jh043t2aeaff_H.mp4,0,
6,50,4,vicarious,3,4,1,high_cue,med_stim,5,1629740348.03932,1629740348.04172,1629740536.27021,1629740536.27252,5.94299221038818,1629740542.22243,1629740542.23206,high_cue,h041.png,1629740543.2142,1629740543.21556,1.79900217056274,1629740545.02347,1629740545.03133,1629740547.19727,2.17379641532898,28.8724241740402,FIX,1629740549.04164,1629740549.04898,3.1715624332428,med_stim,1629740554.21707,1629740554.21492,,0,,0,0,1629740561.22951,1629740561.23217,0.983683586120605,1629740562.24656,1629740562.2482,1629740563.79758,1.55102252960205,10.9908661966055,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,121-vw121,vw121t1aiaff_M.mp4,0,
7,50,4,vicarious,3,4,1,high_cue,low_stim,4,1629740348.03932,1629740348.04172,1629740566.2814,1629740566.28327,0.931799650192261,1629740567.23175,1629740567.23349,high_cue,h014.png,1629740568.21421,1629740568.2157,1.89898896217346,1629740570.13283,1629740570.13412,1629740571.81727,1.68443536758423,26.9765039210697,FIX,1629740574.151,1629740574.15391,6.36219787597656,low_stim,1629740582.51727,1629740582.51501,,0,,0,0,1629740589.5234,1629740589.53244,1.18979978561401,1629740590.74052,1629740590.7481,1629740592.91418,2.17365860939026,22.1427056998454,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,096-bg096,bg096t2afunaff_L.mp4,0,
8,50,4,vicarious,3,4,1,high_cue,low_stim,4,1629740348.03932,1629740348.04172,1629740594.77536,1629740594.7774,4.63784027099609,1629740599.42709,1629740599.43217,high_cue,h043.png,1629740600.41414,1629740600.41599,1.39906120300293,1629740601.82799,1629740601.83158,1629740603.61399,1.78599858283997,39.5272883287495,FIX,1629740605.84615,1629740605.84895,6.86704564094543,low_stim,1629740614.71708,1629740614.71477,,0,,0,0,1629740621.71874,1629740621.73236,7.09445834159851,1629740628.83806,1629740628.84806,1629740630.8974,2.05934119224548,20.4200156092776,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,080-bn080,bn080t1afunaff_L.mp4,0,
9,50,4,vicarious,3,4,1,high_cue,high_stim,6,1629740348.03932,1629740348.04172,1629740632.8729,1629740632.8751,0.940299987792969,1629740633.82325,1629740633.8324,high_cue,h013.png,1629740634.81417,1629740634.81556,2.19903206825256,1629740637.02445,1629740637.03164,1629740638.79719,1.77274107933044,49.2484545293613,FIX,1629740641.04261,1629740641.04901,2.97058629989624,high_stim,1629740646.01676,1629740646.01483,,0,,0,0,1629740653.03042,1629740653.03248,6.28278231620789,1629740659.33277,1629740659.34813,1629740661.06722,1.73445630073547,25.2256456981242,FIX,1629740746.88208,1629740746.88449,398.842765808105,,0,080-bn080,bn080t1afaff_H.mp4,0,
