onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
10.096359968185425	12.41388988494873	20.190799951553345	31.504349946975708	high_cue	med_stim	2.40427207946777	58.0436923940591	0.850573539733887	1.38591785081219	1	0	-2	13.383278339283102	-31.361387017222548
36.30613994598389	39.20721983909607	47.49062991142273	55.81340980529785	high_cue	low_stim	1.46736454963684	58.2870639987857	2.1379017829895	6.95295746817392	1	-1	1	13.6266499440097	-25.79434739986082
68.40143990516663	71.30251979827881	80.49033999443054	96.41189002990723	low_cue	med_stim	1.33411002159119	35.2954706787948	2.90620589256287	8.06514118072924	-1	0	-2	-9.364943375981198	-24.682163687305497
103.0977098941803	105.99879002571106	115.19038987159729	127.00662994384766	high_cue	high_stim	1.15252614021301	68.2841704044686	2.90134525299072	71.4922484468651	1	1	1	23.6237563496926	38.744943578830366
139.59465980529785	141.71210980415344	159.79456996917725	169.70588994026184	high_cue	high_stim	1.52255821228027	71.7186587970274	3.16800379753113	62.3056084068584	1	1	1	27.058244742251404	29.558303538823658
175.69144988059998	178.50916981697083	187.6901400089264	196.01569986343384	low_cue	high_stim	3.12547254562378	13.9802905760327	1.35235333442688	45.0	-1	1	1	-30.680123478743297	12.252695131965261
203.10167002677917	205.40252995491028	217.58950996398926	230.01170992851257	high_cue	med_stim	1.56739091873169	77.0226046621826	3.83974361419678	97.9649852910449	1	0	-2	32.3621906074066	65.21768042301017
235.79719996452332	237.79794001579285	245.2897698879242	257.0051100254059	high_cue	low_stim	2.05341124534607	69.0627147257254	1.45064973831177	8.29241291009267	1	-1	1	24.4023006709494	-24.454891957942067
262.80726981163025	265.0080900192261	272.789479970932	289.81733989715576	low_cue	high_stim	2.90128803253174	13.2944073006743	3.68492436408997	45.0	-1	1	1	-31.366006754101697	12.252695131965261
294.60245990753174	297.5035398006439	308.8897099494934	318.81148982048035	low_cue	low_stim	2.21775412559509	37.2499635770807	2.45652651786804	10.9908661966055	-1	-1	1	-7.410450477695299	-21.756438671429237
333.00010991096497	335.6010799407959	353.689829826355	362.01092982292175	low_cue	low_stim	1.73414897918701	8.78116273438546	1.90720224380493	2.77021579720019	-1	-1	1	-35.87925132039054	-29.97708907083455
372.2980999946594	374.2988498210907	381.38972997665405	394.80649995803833	low_cue	med_stim	1.46920442581177	24.9047688080952	4.0		-1	0	-2	-19.7556452466808	0.0
