rating,rt
16.009569883346558,1.73581981658936
37.71765995025635,2.2176833152771
46.80437994003296,2.5344443321228
69.31277990341187,1.60088968276978
80.8003900051117,1.78500914573669
97.4065899848938,2.43438005447388
112.39550995826721,2.28539371490479
136.1210298538208,1.75272083282471
152.4104299545288,2.8513221740722696
173.80173993110657,1.26733207702637
181.80472993850708,1.9510095119476296
200.1115598678589,2.22154474258423
208.3979799747467,1.30074882507324
232.6070098876953,1.9844048023223897
239.19279980659485,1.25546550750732
257.89976978302,2.78454542160034
268.8038399219513,2.37724423408508
288.010999917984,2.45104146003723
299.4986197948456,1.7384195327758798
327.00887989997864,3.21810698509216
335.5954098701477,2.63444924354553
358.5039598941803,2.46984720230103
367.1905298233032,2.75806427001953
394.50070977211,2.4177639484405486
