"task","subj","rand_intercept","rand_cue","rand_ses","rand_int_cue_ses","fix_intercept","fix_cue","fix_stimulus_linear","fix_ses","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_ses","fix_int_ses_stimlin","fix_int_cue_stimquad","fix_int_ses_stimquad","fix_int_ses_cue_stimlin","fix_int_ses_cue_stimquad"
"vicarious","5",-36.4878649009074,11.6144232833675,17.2099895807172,-7.95503413125252,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","16",-15.9675711981078,6.62610892269667,0.819349679491951,-1.48702441532388,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","14",-11.0096873101887,8.24436687536362,6.24124534858694,-4.14010977756849,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","6",-9.96571512868056,4.03595174254434,3.12757840022422,-1.84935981288534,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","30",-8.34951214972072,2.10377047299516,2.461449881223,-1.12537635711694,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","29",-7.81775448688273,2.01881777170315,-2.12412660815923,0.540131333814457,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","20",-6.29598082309797,7.28532655286767,0.818541252645679,-2.10611495126798,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","8",-3.27641968718203,1.39017174023861,-1.37310314237984,0.245662751941984,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","2",-2.70922360473706,-3.01983597285975,2.7981145525289,-0.0293664968012598,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
"vicarious","21",-1.81532504607673,1.71487967968634,-1.14090833454962,0.00323878106520516,-1.29356430899005,-10.0776128284282,20.8573647166276,2.02280180743331,-6.4240212931465,-9.04982769402396,1.07422762481935,2.72926801655369,7.2495823222328,0.0507555829007852,1.22572049962774,-2.02941806903747
