sub,ses,run,runtype,ROI,ROIindex,condition,tr1,tr2,tr3,tr4,tr5,tr6,tr7,tr8,tr9,tr10,tr11,tr12,tr13,tr14,tr15,tr16,tr17,tr18,tr19,tr20,tr21,tr22,tr23,tr24,tr25,tr26,tr27,tr28,tr29,tr30,tr31,tr32,tr33,tr34,tr35,tr36,tr37,tr38,tr39,tr40,tr41,tr42
sub-0100,ses-04,run-04,vicarious,rINS,216,rating,14.9517297744751,5.92844009399414,9.58094310760498,9.53057193756104,8.67941665649414,5.61659049987793,4.66988849639893,3.73647809028625,7.76779794692993,13.9561824798584,6.91593074798584,14.0941495895386,9.44536876678467,15.8271465301514,18.4706211090088,18.0340938568115,16.319953918457,24.615894317627,16.0938205718994,12.5632381439209,12.6448640823364,10.7522230148315,19.2793045043945,14.0146255493164,10.3309640884399,9.7584810256958,8.11089611053467,9.5916919708252,9.74949932098389,2.68843984603882,0.605849206447601,-3.72293734550476,-2.64726138114929,-6.25410032272339,4.85284900665283,-7.04217195510864,-6.12952709197998,-8.09547710418701,-5.29322195053101,-10.3194494247437,-12.7598295211792,-11.6235218048096
sub-0100,ses-04,run-04,vicarious,rINS,216,cue,4.94274997711182,25.6047248840332,14.7296113967896,14.7127170562744,10.6107196807861,5.41463422775269,-1.23946154117584,-2.00410938262939,4.30503511428833,5.09183120727539,-0.590745449066162,-2.15113210678101,-4.98912763595581,-1.23253297805786,-0.776841402053833,5.19942855834961,-5.70343017578125,-2.75824451446533,9.2329273223877,6.9970498085022,1.94391751289368,4.56397008895874,0.084264725446701,4.21283864974976,9.83285331726074,6.16482543945312,14.7334671020508,8.73128414154053,-4.47930240631104,5.19096994400024,0.603820443153381,7.85469770431519,-6.86123847961426,-7.96095752716064,-6.57968950271606,3.64295434951782,9.58758068084717,5.91251754760742,4.1883373260498,1.12880718708038,13.967059135437,-6.60157632827759
sub-0100,ses-04,run-04,vicarious,rINS,218,cueH_stimH,-8.75598335266113,6.66904306411743,8.51940727233887,-24.2636547088623,-24.9614143371582,-7.28946399688721,-1.36585259437561,-49.8034324645996,4.3778600692749,-6.02398681640625,33.9414176940918,-5.23772430419922,33.3701705932617,-5.29366111755371,-2.3582227230072,-4.83584976196289,-30.1691284179688,-15.9066944122314,-35.5686950683594,27.3906631469727,8.11777019500732,12.8348722457886,-23.7510757446289,-42.4014701843262,-36.2629508972168,12.2174186706543,47.3961753845215,3.3524968624115,13.7620372772217,-25.3224086761475,-26.7493190765381,-3.35773396492004,-12.7623767852783,22.7794513702393,-43.0999336242676,-16.636344909668,-30.1814918518066,-26.8451251983643,3.47012376785278,-8.31789779663086,-21.1728019714355,-42.2554626464844
sub-0100,ses-04,run-04,vicarious,rINS,218,cueL_stimH,-29.0638103485107,-39.2672882080078,12.7374248504639,-12.865104675293,46.3427124023438,-39.7686004638672,-35.2936058044434,-56.9453735351562,7.55936479568481,16.3391857147217,39.4445533752441,16.9240283966064,-45.0522003173828,38.4771003723145,21.1439571380615,35.0511131286621,13.0572957992554,3.48471355438232,10.8999929428101,11.1355752944946,43.0763397216797,13.4530220031738,28.8949966430664,7.68110466003418,-29.8867359161377,-7.22539567947388,23.3734664916992,-16.0821647644043,-13.6150569915771,5.40878057479858,-4.67624235153198,13.677978515625,-13.2765636444092,8.83683681488037,-32.1171493530273,7.71325302124023,-5.04169082641602,-15.2853975296021,-29.2086601257324,22.4023971557617,-0.82386589050293,10.2859392166138
sub-0100,ses-04,run-04,vicarious,rINS,218,cueH_stimM,-19.1376438140869,-38.1042022705078,-24.7417106628418,33.2884216308594,48.3081893920898,17.9749717712402,-8.49224185943604,-0.679919123649597,-6.09167575836182,23.6064987182617,-5.47373151779175,0.838322222232819,7.73307371139526,-4.97857904434204,41.3856163024902,14.2325477600098,27.8293762207031,-3.79230260848999,16.7531356811523,11.3163175582886,23.7391395568848,42.6351356506348,18.3226108551025,47.0152931213379,28.255163192749,9.81309986114502,29.0829162597656,-4.83981275558472,16.2231178283691,23.8767375946045,31.2625637054443,-24.0406150817871,-10.2729635238647,-10.1503038406372,-20.0087261199951,-4.12714099884033,-15.4798450469971,-5.91267490386963,-34.1214065551758,-21.4376068115234,-33.8689765930176,-12.4585704803467
sub-0100,ses-04,run-04,vicarious,rINS,218,cueL_stimM,-18.3120994567871,42.9605865478516,0.267913818359375,-0.0549420826137066,-12.3925933837891,5.55393075942993,8.93355464935303,6.01741552352905,-4.00021696090698,-18.0605697631836,10.654203414917,5.37142038345337,39.0741577148438,20.4540328979492,29.2362785339355,10.7526941299438,20.8347301483154,26.6654033660889,9.2701244354248,55.5768394470215,-6.98955821990967,26.8915824890137,-27.2719345092773,13.7893323898315,54.7142791748047,25.3679847717285,30.6494693756104,-3.96665692329407,6.74910688400269,-27.903169631958,13.1009836196899,12.6149854660034,22.5443172454834,0.297066956758499,-23.5832080841064,45.2076683044434,5.95056962966919,48.9841804504395,17.3900547027588,3.79720592498779,-36.7433395385742,14.7833833694458
sub-0100,ses-04,run-04,vicarious,rINS,218,cueH_stimL,4.69980812072754,27.046049118042,22.29807472229,3.98070621490479,-17.5895881652832,18.730432510376,15.7240781784058,27.7881984710693,3.08190393447876,33.6987190246582,0.406003713607788,21.6913223266602,39.6437530517578,22.0400333404541,108.243576049805,45.5294647216797,71.8798599243164,41.7496337890625,49.3551750183105,42.4420928955078,73.4490509033203,68.0256042480469,41.8699150085449,77.571533203125,62.9524040222168,17.6264686584473,54.9574279785156,38.3697166442871,10.1460151672363,30.970609664917,47.051326751709,42.7910652160645,4.95762014389038,-4.0893497467041,34.861385345459,29.679744720459,32.8355560302734,30.7792854309082,9.92998886108398,9.22262668609619,-7.63753986358643,41.6718673706055
sub-0100,ses-04,run-04,vicarious,rINS,218,cueL_stimL,3.1376166343689,1.10615622997284,-8.30639457702637,38.252326965332,19.6773986816406,27.4364624023438,12.1229915618896,19.188663482666,15.7741670608521,-1.6917849779129,19.3211517333984,18.9255409240723,2.00295662879944,33.368579864502,13.9058713912964,14.2619829177856,36.2564697265625,37.5200309753418,23.485221862793,19.0999755859375,47.5717468261719,19.4027099609375,28.6909637451172,46.5191955566406,10.6130628585815,30.6003341674805,-10.8417654037476,-4.48225975036621,-5.3620662689209,24.423526763916,15.3831624984741,11.0855579376221,-23.9101028442383,-12.0666074752808,-5.06300926208496,-34.1123962402344,40.2638778686523,11.5473871231079,1.92189836502075,-22.451868057251,-59.0749359130859,-63.8929405212402
sub-0100,ses-04,run-04,vicarious,rINS,218,rating,-3.97044539451599,-3.89649510383606,-15.9773216247559,-5.88341283798218,0.601814985275269,4.79856824874878,5.77222776412964,1.99669861793518,2.15915417671204,1.87428116798401,5.05714988708496,9.32868576049805,9.51647853851318,26.2422313690186,13.3055238723755,19.8347320556641,17.6672344207764,30.7928771972656,26.29469871521,17.3551807403564,14.245174407959,11.0142288208008,19.2836093902588,20.5154991149902,13.0184516906738,1.01982295513153,7.88652467727661,2.21170926094055,13.9316358566284,3.29599094390869,-2.27351522445679,-5.76923084259033,-8.96877288818359,-10.9151754379272,-3.39857530593872,-0.425188273191452,-11.3719263076782,-10.7598857879639,-17.050012588501,-10.7286739349365,-16.0310287475586,-8.23845386505127
sub-0100,ses-04,run-04,vicarious,rINS,218,cue,8.86117458343506,22.8153896331787,19.0024089813232,9.81504058837891,5.76490783691406,6.9973349571228,8.91318511962891,36.8143196105957,28.5580253601074,23.1488647460938,10.1466827392578,11.0118474960327,-1.19256997108459,-0.938630640506744,19.0827369689941,5.967689037323,5.76980876922607,-1.01351141929626,18.7252063751221,11.1593732833862,10.1083106994629,13.8931941986084,-3.10829663276672,15.2252397537231,4.31110048294067,16.2649250030518,-7.59292411804199,16.1353130340576,-9.46778392791748,10.8503847122192,-1.73984634876251,-3.81857371330261,-26.5793628692627,-24.6431999206543,-6.61621427536011,3.82746315002441,11.8937225341797,4.5184440612793,8.27799510955811,-7.1122407913208,14.4793558120728,-0.633615374565125
