onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
11.285680055618286	14.203439950942993	19.32773995399475	32.69366002082825	high_cue	high_stim	3.0847008228302	47.7591076586203	1.25726985931396	107.993087817974	1	1	1	47.7591076586203	107.993087817974	19.35025	23.97975	28.97975	33.349	19.35025	23.85025	28.35025	23.97975	5.0
44.29798984527588	47.19906997680664	59.41513991355896	70.69116997718811	low_cue	high_stim	2.86858987808228	16.927513064147	3.00975370407104	88.1373790506933	-1	1	1	16.927513064147	88.1373790506933	59.457	64.05625	69.05675	73.45075	59.457	63.957	68.457	64.05625	5.000499999999988
80.69490003585815	83.6960198879242	90.04418992996216	100.6023199558258	high_cue	high_stim	2.12162184715271	61.3711290944651	2.18432259559631	66.8623624202865	1	1	1	61.3711290944651	66.8623624202865	90.0785	94.62275	99.623	104.05225	90.0785	94.5785	99.0785	94.62275	5.000250000000008
105.58750987052917	107.38819003105164	112.53521990776062	126.0951600074768	low_cue	med_stim	2.48441195487976	16.1035837361874	2.22250533103943	63.0234960789303	-1	0	-2	16.1035837361874	63.0234960789303	112.56925	116.71375	121.71425	125.96325	112.56925	117.06925	121.56925	116.71375	5.000500000000002
133.7980399131775	135.59870982170105	145.92688989639282	159.49094986915588	high_cue	low_stim	2.95226383209229	62.3056084068584	2.81781315803528	44.3489396197705	1	-1	1	62.3056084068584	44.3489396197705	145.97125	149.91025	154.9105	158.91475	145.97125	150.47125	154.97125	149.91025	5.0002500000000225
169.49467992782593	172.3957598209381	184.91756987571716	196.68814992904663	high_cue	med_stim	3.17184472084045	71.7829048021751	1.85086703300476	78.9151087077577	1	0	-2	71.7829048021751	78.9151087077577	184.96275	189.26725	194.26725	198.48425	184.96275	189.46275	193.96275	189.26725	5.0
204.39102983474731	207.29210996627808	216.42923998832703	228.3999798297882	low_cue	high_stim	2.15887928009033	18.9432630612515	2.76787924766541	96.441600099335	-1	1	1	18.9432630612515	96.441600099335	216.46425	220.9885	225.98875	230.39675	216.46425	220.96425	225.46425	220.9885	5.0002500000000225
234.2855098247528	236.202889919281	242.9154498577118	255.69349002838135	high_cue	low_stim	2.96801948547363	68.8801438465753	3.32420134544373	37.6109496698391	1	-1	1	68.8801438465753	37.6109496698391	242.95025	246.88475	251.885	255.907	242.95025	247.45025	251.95025	246.88475	5.000249999999994
266.6975998878479	268.49827003479004	278.8232898712158	288.98923993110657	low_cue	low_stim	1.31949782371521	3.46125387795416	3.41808438301086	24.0342881594426	-1	-1	1	3.46125387795416	24.0342881594426	278.86225	282.86625	287.86775	291.87075	278.86225	283.36225	287.86225	282.86625	5.001500000000021
294.79140996932983	297.2923400402069	305.9437198638916	317.19975996017456	high_cue	med_stim	2.39196610450745	45.9765380357616	2.00128984451294	47.8047553308633	1	0	-2	45.9765380357616	47.8047553308633	305.97825	310.22775	315.22875	319.48225	305.97825	310.47825	314.97825	310.22775	5.000999999999976
327.08677983283997	329.98786997795105	340.9069800376892	361.4996199607849	low_cue	med_stim	1.46735596656799	2.0700306530411	1.7347571849823	79.140496764678	-1	0	-2	2.0700306530411	79.140496764678	340.94975	345.24925	350.2495	354.46875	340.94975	345.44975	349.94975	345.24925	5.000249999999994
366.4848098754883	369.40255999565125	374.2311599254608	394.79536986351013	low_cue	low_stim	1.90088701248169	12.7317135612665	2.87227940559387	16.8316687582415	-1	-1	1	12.7317135612665	16.8316687582415	374.2665	378.26575	383.266	387.27025	374.2665	378.7665	383.2665	378.26575	5.000249999999994
