event01_cue_onset	event02_expect_displayonset	event03_stimulus_displayonset	event04_actual_displayonset	param_cue_type	param_stimulus_type	event02_expect_RT	event02_expect_angle	event04_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad
5.695110082626343	9.013010025024414	17.428690195083618	28.10347008705139	low_cue	med_stim	1.5869414806366	2.9628076463837374	1.9342236518859899	1.2144441857488317	-1	0	-2
35.00604009628296	37.70705008506775	42.72438025474548	58.198020219802856	high_cue	low_stim	1.8175497055053702	8.205516632204429	1.6187639236450202	-22.63576132072577	1	-1	1
62.699700117111206	65.90089011192322	76.43897008895874	91.61048007011414	low_cue	high_stim	2.75119543075562	-5.688441372166466	2.1228487491607697	17.169809771539434	-1	1	1
96.09549021720886	98.39635014533997	104.63818025588989	114.80245995521545	high_cue	med_stim	2.0036187171936004	4.108366801586129	1.9676020145416298	4.4822883976694285	1	0	-2
131.59206008911133	134.30974006652832	141.048810005188	156.21791005134583	low_cue	med_stim	2.7403874397277797	5.583978853351432	2.00098371505737	5.859877297519226	-1	0	-2
163.40392017364502	165.70478010177612	178.82630014419556	188.5966501235962	low_cue	high_stim	3.45157337188721	-11.809343293560563	1.75334358215332	16.875232523872015	-1	1	1
193.39844012260437	194.99904012680054	201.20351004600525	227.91130995750427	high_cue	high_stim	1.9510180950164802	6.8839906177082355	3.30543661117554	-54.39524140553857	1	1	1
234.39706015586853	235.99765992164612	241.95510005950928	252.90395998954773	low_cue	low_stim	3.4856762886047403	-14.242301450320863	1.6674473285675002	1.8502413999243217	-1	-1	1
259.1062800884247	261.0069901943207	274.1427800655365	291.00151014328003	low_cue	low_stim	2.4177258014679	-23.054782738477765	1.98427271842957	1.6574726864311273	-1	-1	1
307.791100025177	311.0089702606201	316.935250043869	327.5984899997711	high_cue	low_stim	2.00107192993164	11.151687702743835	2.7848958969116198	6.259542421166536	1	-1	1
340.7033700942993	342.6040802001953	353.3778700828552	363.7953202724457	high_cue	med_stim	2.21762895584106	6.619524465967437	1.5713963508606001	-3.308890059955772	1	0	-2
371.49819016456604	374.7994201183319	385.3311400413513	395.10700011253357	high_cue	high_stim	1.9176316261291497	9.278996134580538	1.61744737625122	24.970984102349334	1	1	1
