,onset,duration,trial_type,sub,ses,run,runtype,eventtype,trialnum,cuetype,stimtype,expectrating,outcomerating,singletrial_fname
0,3.8939697742462163,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,0,high_cue,med_stim,34.8981235610295,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-000_cuetype-high.nii.gz
1,36.20601987838745,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,1,low_cue,med_stim,0.463923298626087,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-001_cuetype-low.nii.gz
2,63.59956979751587,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,2,high_cue,low_stim,15.376251248826199,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-002_cuetype-high.nii.gz
3,103.4977798461914,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,3,low_cue,med_stim,2.0700306530411003,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-003_cuetype-low.nii.gz
4,138.99435997009277,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,4,high_cue,high_stim,6.3144176677954995,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-004_cuetype-high.nii.gz
5,190.59692978858948,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,5,low_cue,low_stim,,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-005_cuetype-low.nii.gz
6,219.19092988967896,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,6,low_cue,high_stim,0.0,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-006_cuetype-low.nii.gz
7,252.6033899784088,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,7,high_cue,med_stim,,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-007_cuetype-high.nii.gz
8,281.69756984710693,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,8,high_cue,low_stim,8.51942215741111,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-008_cuetype-high.nii.gz
9,312.1922798156738,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,9,low_cue,high_stim,0.0,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-009_cuetype-low.nii.gz
10,348.8059298992157,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,10,high_cue,high_stim,32.5417535599951,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-010_cuetype-high.nii.gz
11,375.59925985336304,1.0,cue,sub-0075,ses-01,run-06,vicarious,cue,11,low_cue,low_stim,2.0700306530411003,,sub-0075_ses-01_run-06_runtype-vicarious_event-cue_trial-011_cuetype-low.nii.gz
12,5.744659900665282,2.70135760307312,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,0,high_cue,med_stim,34.8981235610295,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-000_cuetype-high.nii.gz
13,38.706959962844856,1.50078797340393,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,1,low_cue,med_stim,0.463923298626087,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-001_cuetype-low.nii.gz
14,66.11717987060547,1.8386738300323502,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,2,high_cue,low_stim,15.376251248826199,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-002_cuetype-high.nii.gz
15,105.9987199306488,1.6575212478637702,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,3,low_cue,med_stim,2.0700306530411003,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-003_cuetype-low.nii.gz
16,142.9124798774719,1.8507983684539802,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,4,high_cue,high_stim,6.3144176677954995,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-004_cuetype-high.nii.gz
17,192.99782991409302,4.0,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,5,low_cue,low_stim,,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-005_cuetype-low.nii.gz
18,221.00826978683472,2.10098958015442,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,6,low_cue,high_stim,0.0,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-006_cuetype-low.nii.gz
19,254.20398998260498,4.0,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,7,high_cue,med_stim,,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-007_cuetype-high.nii.gz
20,283.29816985130316,1.7407319545745803,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,8,high_cue,low_stim,8.51942215741111,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-008_cuetype-high.nii.gz
21,316.0937299728394,2.88452696800232,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,9,low_cue,high_stim,0.0,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-009_cuetype-low.nii.gz
22,350.5065698623657,2.71777749061584,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,10,high_cue,high_stim,32.5417535599951,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-010_cuetype-high.nii.gz
23,379.50070977211,2.5881807804107697,expectrating,sub-0075,ses-01,run-06,vicarious,expectrating,11,low_cue,low_stim,2.0700306530411003,,sub-0075_ses-01_run-06_runtype-vicarious_event-expectrating_trial-011_cuetype-low.nii.gz
