event01_cue_onset	event02_expect_displayonset	event03_stimulus_displayonset	event04_actual_displayonset	param_cue_type	param_stimulus_type	event02_expect_RT	event02_expect_angle	event04_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad
7.9949400424957275	11.19613003730774	21.277790069580078	33.404409885406494	low_cue	med_stim	2.45117712020874	26.2443691925773	3.18480682373047	9.6887865603668	-1	0	-2
40.690459966659546	43.59154987335205	53.67761993408203	61.598259925842285	high_cue	low_stim	1.95584583282471	60.454556215124505	3.83489751815796	16.9847325319886	1	-1	1
70.78502011299133	73.68610000610352	90.87744998931885	102.89699006080627	high_cue	high_stim	2.934611320495609	16.1035837361874	2.76786065101624	48.9679181379869	1	1	1
108.78252005577087	111.60023999214172	119.27775979042053	126.78923988342285	low_cue	med_stim	2.68454432487488	33.43256013840089			-1	0	-2
134.0919599533081	135.69255995750427	145.78264999389648	153.39915990829468	high_cue	low_stim	2.38739967346191	56.7550627596995	3.51812386512756	21.715829595531396	1	-1	1
164.58667016029358	166.88752007484436	173.87683010101318	189.69602990150452	low_cue	high_stim	2.2758383750915496	25.7407083562328	3.4514467716217	28.628870905535003	-1	1	1
196.98207998275757	198.98283004760742	208.47708988189697	220.6909203529358	low_cue	low_stim	1.9675235748291	31.5169399725947			-1	-1	1
225.4927098751068	227.89361000061035	237.37723994255066	247.50092005729675	high_cue	med_stim	2.11970925331116	40.2644169649706	2.40111899375916	37.1975660152466	1	0	-2
255.08708000183105	257.0878300666809	264.77705001831055	278.2957398891449	low_cue	high_stim	3.79233765602112	26.9765039210697	2.45103120803833	52.165308732915896	-1	1	1
288.582909822464	291.48398995399475	301.67685985565186	311.89159989356995	high_cue	med_stim	1.5341072082519498	51.2674814048493	2.32172536849976	42.0219793480502	1	0	-2
319.1943199634552	321.9953701496124	332.1767201423645	347.98838996887207	low_cue	low_stim	2.81787633895874	42.3675651310135	2.67483735084534	35.5926641277931	-1	-1	1
362.49379992485046	364.8946998119354	381.57695984840393	394.7891800403595	high_cue	high_stim	3.6686384677887	61.792509120984704	3.10749936103821	29.345216173294894	1	1	1
