onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
4.1	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png	n/a	n/a	n/a
33.49	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png	n/a	n/a	n/a
71.59	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png	n/a	n/a	n/a
105.58	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png	n/a	n/a	n/a
132.79	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h008.png	n/a	n/a	n/a
163.29	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png	n/a	n/a	n/a
196.89	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l021.png	n/a	n/a	n/a
231.4	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l027.png	n/a	n/a	n/a
270.4	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h031.png	n/a	n/a	n/a
297.69	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png	n/a	n/a	n/a
327.18	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png	n/a	n/a	n/a
372.58	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png	n/a	n/a	n/a
7.2	2.69	expectrating	1	high_cue	n/a	65.85	Very Strong	65.85	Very Strong	1.32	1.37	h021.png	n/a	n/a	n/a
36.59	1.92	expectrating	2	low_cue	n/a	85.9	Very Strong	85.9	Very Strong	0.57	1.35	l041.png	n/a	n/a	n/a
73.59	2.13	expectrating	3	high_cue	n/a	94.13	Very Strong	94.13	Very Strong	0.13	2.0	h026.png	n/a	n/a	n/a
108.7	2.1	expectrating	4	high_cue	n/a	98.29	Strongest sensation of any kind	98.29	Strongest sensation of any kind	0.88	1.22	h053.png	n/a	n/a	n/a
135.9	1.86	expectrating	5	high_cue	n/a	131.49	Strongest sensation of any kind	131.49	Strongest sensation of any kind	0.62	1.24	h008.png	n/a	n/a	n/a
165.29		expectrating	6	high_cue	n/a			113.41	Strongest sensation of any kind	3.67	3.85	h024.png	n/a	n/a	n/a
199.3	1.85	expectrating	7	low_cue	n/a	124.2	Strongest sensation of any kind	124.2	Strongest sensation of any kind	0.43	1.42	l021.png	n/a	n/a	n/a
234.3	1.82	expectrating	8	low_cue	n/a	149.83	Strongest sensation of any kind	149.83	Strongest sensation of any kind	0.5	1.32	l027.png	n/a	n/a	n/a
272.2	3.3	expectrating	9	high_cue	n/a	139.04	Strongest sensation of any kind	139.04	Strongest sensation of any kind	1.45	1.85	h031.png	n/a	n/a	n/a
300.19	2.55	expectrating	10	low_cue	n/a	99.08	Strongest sensation of any kind	99.08	Strongest sensation of any kind	1.75	0.8	l053.png	n/a	n/a	n/a
329.1	1.35	expectrating	11	low_cue	n/a	72.88	Very Strong	72.88	Very Strong	0.1	1.25	l003.png	n/a	n/a	n/a
374.6	2.53	expectrating	12	low_cue	n/a	110.18	Strongest sensation of any kind	110.18	Strongest sensation of any kind	0.6	1.93	l028.png	n/a	n/a	n/a
14.5	6.99	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_100_R.jpg	diff	diff	True
49.5	7.0	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	34_50_R.jpg	diff	diff	True
86.49	7.0	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_50_R.jpg	diff	diff	True
119.89	7.0	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	34_150.jpg	same	same	True
143.2	7.0	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_50_R.jpg	diff	diff	True
176.49	7.0	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_100.jpg	same	same	True
207.89	7.0	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	31_150_R.jpg	diff	diff	True
242.89	7.0	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_100_R.jpg	diff	diff	True
280.8	6.99	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	41_150_R.jpg	diff	diff	True
308.29	7.0	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	8_100.jpg	same	same	True
346.59	7.0	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	41_50.jpg	same	diff	False
386.39	7.0	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	8_150.jpg	same	same	True
23.69	2.37	outcomerating	1	high_cue	med_stim	77.74	Very Strong	77.74	Very Strong	1.37	1.0	task-cognitive_scale.png	n/a	n/a	n/a
62.4	2.75	outcomerating	2	low_cue	low_stim	137.12	Strongest sensation of any kind	137.12	Strongest sensation of any kind	1.9	0.85	task-cognitive_scale.png	n/a	n/a	n/a
97.1	2.44	outcomerating	3	high_cue	low_stim	105.21	Strongest sensation of any kind	105.21	Strongest sensation of any kind	1.22	1.22	task-cognitive_scale.png	n/a	n/a	n/a
127.51	2.33	outcomerating	4	high_cue	high_stim	150.45	Strongest sensation of any kind	150.45	Strongest sensation of any kind	0.92	1.41	task-cognitive_scale.png	n/a	n/a	n/a
152.4	2.27	outcomerating	5	high_cue	low_stim	104.43	Strongest sensation of any kind	104.43	Strongest sensation of any kind	1.35	0.92	task-cognitive_scale.png	n/a	n/a	n/a
184.5	3.04	outcomerating	6	high_cue	med_stim	148.56	Strongest sensation of any kind	148.56	Strongest sensation of any kind	0.85	2.19	task-cognitive_scale.png	n/a	n/a	n/a
224.4	2.07	outcomerating	7	low_cue	high_stim	168.15	Strongest sensation of any kind	168.15	Strongest sensation of any kind	0.52	1.56	task-cognitive_scale.png	n/a	n/a	n/a
256.99		outcomerating	8	low_cue	med_stim			99.99	Strongest sensation of any kind	1.68	1.73	task-cognitive_scale.png	n/a	n/a	n/a
292.39	1.93	outcomerating	9	high_cue	high_stim	49.22	Strong	49.22	Strong	0.9	1.03	task-cognitive_scale.png	n/a	n/a	n/a
318.0	1.29	outcomerating	10	low_cue	med_stim	47.24	Strong	47.24	Strong	0.73	0.55	task-cognitive_scale.png	n/a	n/a	n/a
367.0	2.19	outcomerating	11	low_cue	low_stim	128.48	Strongest sensation of any kind	128.48	Strongest sensation of any kind	0.58	1.6	task-cognitive_scale.png	n/a	n/a	n/a
394.39	2.04	outcomerating	12	low_cue	high_stim	124.01	Strongest sensation of any kind	124.01	Strongest sensation of any kind	0.95	1.09	task-cognitive_scale.png	n/a	n/a	n/a
