onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
3.8803999423980713	5.697750091552734	19.577719926834106	30.290250062942505	high_cue	med_stim	2.61788892745972	63.6399417926469	3.08506965637207	22.6552327086798	1	0	-2	27.09787044021916	-4.155753940141267
36.19245004653931	38.693390130996704	45.57651996612549	56.29995012283325	low_cue	med_stim	2.68449425697327	32.2245330172405	2.26768684387207	25.0028262602356	-1	0	-2	-4.317538335187237	-1.808160388585467
63.585999965667725	66.08694005012512	77.77606010437012	90.89618992805481	high_cue	low_stim	1.77172207832336	41.7295120768164	1.83424353599548	8.74616226255521	1	-1	1	5.187440724388658	-18.064824386265858
103.48421001434326	105.98515009880066	118.87631011009216	131.7947700023651	low_cue	med_stim	2.10680747032166	20.7722546820458	2.11757230758667	14.3756024581228	-1	0	-2	-15.769816670381939	-12.435384190698267
138.98079013824463	142.88224005699158	157.47618007659912	170.2924599647522	high_cue	high_stim	4.0		2.15099763870239	48.2519456003639	1	1	1	0.0	21.44095895154283
190.58335995674133	192.98426008224487	203.4762499332428	212.09138011932373	low_cue	low_stim	1.90768504142761	34.8981235610295	2.48447728157043	6.66961984231233	-1	-1	1	-1.64394779139824	-20.14136680650874
219.1773600578308	220.9947099685669	231.3765299320221	243.50309991836548	low_cue	high_stim	4.0		2.52227807044983	30.6873489888616	-1	1	1	0.0	3.876362340040533
252.58982014656067	254.19042015075684	263.5763900279999	273.4976201057434	high_cue	med_stim	2.28485631942749	35.1060793302646	2.56774973869324	16.8316687582415	1	0	-2	-1.4359920221631413	-9.97931789057957
281.6840000152588	283.28460001945496	290.17618012428284	307.09348011016846	high_cue	low_stim	3.3573591709137	39.8949095534077	3.06800651550293	10.6337744921121	1	-1	1	3.35283820097996	-16.17721215670897
312.1787099838257	316.09684014320374	330.67621994018555	341.98983001708984	low_cue	high_stim	3.61821603775024	24.3863711018014	3.16888332366943	50.8726282810668	-1	1	1	-12.155700250626339	24.061641632245735
348.79236006736755	350.4930000305176	357.17609000205994	368.29963994026184	high_cue	high_stim	1.5340747833252	36.404088563079	2.71782445907593	65.2892005377698	1	1	1	-0.1379827893487402	38.47821388894873
375.5856900215149	379.48713994026184	387.1774101257324	395.29304003715515	low_cue	low_stim	2.00488567352295	36.3648998459456	2.08423972129822	21.7158295955314	-1	-1	1	-0.1771715064821393	-5.095157053289668
