"subj","rand_intercept","rand_cue","rand_stimlin","rand_stimquad","rand_int_cue_stimlin","rand_int_cue_stimquad","fix_intercept","fix_cue","fix_stimulus_linear","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_stimquad","task"
"82",-16.6967396574338,-5.04534452671359,-21.2214856440355,4.87528487943201,-4.82112299473377,2.93543810581108,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"85",-16.0995597415286,-5.15887174483537,-14.929953061641,2.90675632748412,-2.41775266838697,2.15855724710789,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"66",-15.6923805876515,-5.27199859080551,-17.4199244105303,3.70023654387512,-4.74890664654193,2.53817292143652,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"68",-14.7607392550031,-4.49625515909232,-14.876951265067,3.07756669993643,-2.16391775540844,2.08639427199995,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"75",-14.588845679599,-3.64044244543483,-15.9019961374769,3.54790721861144,-0.31279966074289,2.04702955120532,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"16",-14.5115441007109,-3.92662220007709,-11.8742096109795,2.23500324116062,0.979637989118764,1.57808857170991,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"29",-13.8782239560827,-5.79147243702855,-12.3269248649744,2.12048883023033,-5.9714496472198,2.08035889599261,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"73",-12.8688659133553,-5.89595740459334,-10.1152513082125,1.46732727954032,-6.4295915919471,1.86828866337148,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"81",-11.1674460218499,-4.71419201071841,-10.2512419063425,1.80261663641535,-5.16244130033919,1.72988165662495,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"30",-10.5603550809601,-2.21178287230838,-11.9733081188038,2.78155378661961,0.832022119892056,1.45134965488147,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"98",-10.2963053027435,1.09970924518211,-18.5901835751033,5.41403085618493,7.03892576663934,1.62791464820327,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"69",-9.58048254322393,-2.60906180647527,-20.3622005949335,5.42820534131164,-6.53219210240781,2.71075953110628,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"44",-9.3167765192471,-2.8709335543923,-5.66148501517603,0.75959715466663,0.653258304328095,0.828226833753204,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"19",-9.06968729195358,-6.98617655675977,-0.902625743824774,-1.38238491108065,-9.82407527348282,1.10327657702849,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"80",-8.9346242365485,-1.62841305869855,-14.0113281483168,3.61783500393071,-0.746799360494417,1.69132337085381,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
"97",-8.87435520351108,-0.014950188311619,-17.9915896644689,5.1351393753782,1.94119996769851,1.87390381350186,26.8596194489686,8.19025345772726,25.9737007332367,-5.71375216887327,7.00720215229093,-0.905933246870115,"vicarious"
