"sub","task","cue_raw_outcome","cue_raw_outcome_sd","cue_z_outcome","cue_z_outcome_sd","cue_raw_expect","cue_raw_expect_sd","cue_z_expect","cue_z_expect_sd","stim_raw_outcome","stim_raw_outcome_sd","stim_z_outcome","stim_z_outcome_sd","stim_raw_expect","stim_raw_expect_sd","stim_z_expect","stim_z_expect_sd","cuestim_raw_outcome","cuestim_raw_outcome_reg","cuestim_z_outcome","cuestim_z_outcome_reg"
"sub-0015","cognitive",32.9606759936078,38.6648651038692,0.53880751142586,0.632053776757265,55.208082981956,25.4030322487504,0.994728020430854,0.45770667295221,-14.9780538119266,15.5662893913986,-0.24484594618059,0.254461821436576,-12.858750619446,27.6115543864742,-0.231686355656945,0.497499376039794,-2.20059804881741,-2.4295711298973,-2.20059804881741,2.03773985406408
"sub-0016","cognitive",2.32370719894258,6.04306319140357,0.0815828024763133,0.212165298158264,10.0843997823799,15.7011586233766,0.329972137542348,0.51375837775685,3.65193646029015,5.7582886474262,0.128215470103753,0.202167177318358,-3.1006005575405,4.34304452932759,-0.101454902196983,0.142108972046883,0.636294531465632,0.714478202209854,0.636294531465632,0.958666878036027
"sub-0017","cognitive",6.69210944334734,25.3396894042328,0.275496486349625,1.04316814528442,51.4337704390939,23.0909730661776,1.49461371564947,0.671000487768432,4.19424681260188,16.5693815805498,0.1726660733117,0.682117715657739,-9.44269829843502,23.213310726687,-0.274395329548963,0.674555497322986,1.59554497919399,1.48089024662543,1.59554497919399,1.0876894244476
"sub-0018","cognitive",-2.74934551431666,11.1383305334627,-0.124535054496897,0.50452465605582,21.1336739267405,8.88172983882328,1.36305626057421,0.57284395999972,9.02663301066259,17.8361321346573,0.408872667350343,0.807909982880226,0.167030003527677,7.76270053294158,0.0107729159066877,0.500670048997047,-0.304581510189794,-0.174469885599319,-0.304581510189795,0.62139394552212
"sub-0019","cognitive",8.0487430677946,7.4358097757239,0.527415287926532,0.487251204417552,15.4707800140588,8.83997480819978,1.21490387808189,0.694193807091086,0.834856869038143,5.57109595215278,0.0547062158963715,0.365060873595025,1.77499052602789,9.84679777257516,0.139388115639307,0.773258542214331,9.64086583735933,4.93157979812239,9.64086583735933,1.44819027792343
"sub-0020","cognitive",15.2623514129758,22.1884283352631,0.553209879445948,0.804257314768027,19.7964727635981,16.0290850866009,0.858370606816847,0.695017524425077,27.6028822942901,16.8160263790565,1.00051340538539,0.609525470499168,3.49646585750043,17.5108538527173,0.151605973228512,0.759266684875135,0.552926004257642,0.568556386928258,0.552926004257642,0.776405634306025
"sub-0021","cognitive",-5.00784591056254,14.2767862734597,-0.165260014501593,0.471137081436888,43.5393725430149,21.2512264741102,1.5956909027415,0.778844222509983,2.02322435254767,9.43526501609958,0.0667668478250851,0.311365817006903,-12.4700925633207,26.1608386740368,-0.457021130471657,0.958778453662988,-2.47518072044585,-1.32568590458235,-2.47518072044585,0.782495244579702
"sub-0023","cognitive",9.54418642803771,25.4939889872024,0.293858593535257,0.784941472368424,45.6580349541654,10.3519188925185,1.55174832689095,0.351823569229427,16.3558943326064,27.052623695952,0.503586150671951,0.832930707155673,-4.16715993386163,9.7799202745006,-0.14162640730702,0.332383444410559,0.583531920294377,0.607527692089508,0.583531920294378,0.860515104476743
"sub-0024","cognitive",2.64368254591686,14.2966308464857,0.110915757756363,0.599815452937072,44.6227159900869,9.12973185560106,1.43454619208857,0.29350571290084,11.3381383946275,9.20453186949379,0.475691838843866,0.386176331448838,-1.56561832194393,9.30683843839621,-0.050332028254571,0.299199395329293,0.233167249675621,0.295318663916386,0.233167249675621,0.752810125064263
"sub-0025","cognitive",11.8851956199445,29.9381731714762,0.458591552597127,1.15516763506943,37.6041736789244,10.3834273161686,1.525480385113,0.421222251452881,19.1129608032376,19.2974470405318,0.73747565036087,0.744594071689295,-4.94588316436208,8.92250452459612,-0.200638573226343,0.3619573123603,0.621839585310679,0.640641412569669,0.621839585310679,0.839488917323348
"sub-0026","cognitive",1.3767509671952,21.8052278900444,0.0584985367061186,0.92651028000345,30.490462686359,10.3717994392154,1.67542057079928,0.569920053867868,15.7734065356734,17.3002089444306,0.670216490268713,0.735090755026727,2.12911236839646,7.00952006377626,0.116992605072881,0.385166149398418,0.0872830459344032,0.141697571220274,0.0872830459344031,0.633749303083352
"sub-0028","cognitive",9.36248269572955,25.5844420266445,0.221039638945649,0.604025236893081,58.038417358443,13.7302766247545,1.65674483517365,0.391939786074444,11.5874517139014,10.766957754714,0.273569119044586,0.254198008369147,-14.1632192167133,17.1092558896805,-0.404298417405216,0.488394973864135,0.807984613605546,0.823239121885597,0.807984613605545,0.958754119180949
"sub-0029","cognitive",0.370254014305695,8.23104256579409,0.0396776725210832,0.882066362049031,11.2043641092187,6.32650148402548,1.2111302094989,0.683860056050715,5.66178422258062,5.25854767534205,0.606735947724563,0.563523755414193,-1.81696503433613,4.83218653904983,-0.196403938789986,0.522332819455768,0.0653952887905951,0.205688741712935,0.065395288790595,0.647074383313238
"sub-0030","cognitive",5.2027254522691,9.40338642867164,0.202886346690909,0.366696020487491,46.5594064930963,14.1344655131395,1.70386792932125,0.517258794729408,21.3036498382497,11.200733034188,0.830760670828741,0.436785647525467,0.393589891201757,24.7110227195029,0.0144036456526386,0.904313913853969,0.244217563270678,0.278103606237206,0.244217563270678,0.657041832860868
"sub-0031","cognitive",6.46708434037608,22.4301219075368,0.210672677442219,0.730686904470052,19.1460878793702,19.2755662459087,0.64383700057419,0.648191047399661,6.06879505037394,23.4957698128524,0.197697947764203,0.765401605192585,-8.33288936185335,13.9641607593449,-0.280215077182061,0.469581223876017,1.06562905596517,1.05634472171902,1.06562905596517,1.01083305661685
"sub-0032","cognitive",17.8449202547741,34.9038143995404,0.304608776613501,0.595800264254153,58.6200461177204,18.1225528767981,1.29225845752961,0.399505353169461,1.01895008880917,24.5373100714823,0.0173932489218798,0.418846366111428,-7.84506710869497,24.168931362176,-0.172941766383802,0.532795656617257,17.5130464688699,9.33401987460193,17.5130464688698,1.28230532097198
"sub-0033","cognitive",16.8996455990116,19.9783350443157,0.642229370463386,0.75922737333426,40.9583311078276,10.0745667219134,1.45521042776267,0.357939743939354,12.0901707647229,20.7746407793167,0.459457135567206,0.78948900976266,-7.04954905040183,12.711290734473,-0.250463752103626,0.451620032526008,1.39780040562553,1.36741116068936,1.39780040562553,1.12523302702217
"sub-0034","cognitive",11.2584112386896,29.1154986655391,0.303096066553769,0.783840004968903,57.8757285696683,16.0415495896113,1.44197980724348,0.39967687935487,15.8252285973457,25.5930659809506,0.426042754921429,0.689009973558229,10.2337031757448,22.9154717509045,0.254973780848113,0.570941366180579,0.711421713085266,0.728573235588815,0.711421713085266,0.913784710911817
"sub-0035","cognitive",-1.83349035534762,18.2830062416444,-0.0680064001635676,0.678139066854564,38.4790326199398,9.10266121931854,1.58290738686921,0.374455091596056,13.6442690604289,28.8570360443832,0.506082630299406,1.07034276730447,-0.396944631707241,9.98092482757608,-0.0163290640883178,0.410584117158119,-0.134378056254043,-0.0569158045313328,-0.134378056254043,0.618819698923926
"sub-0036","cognitive",10.9788217255383,14.1321427090584,0.420338626443039,0.541067666779277,37.3055460980327,21.6606048303095,1.17817497462694,0.684080122545098,10.4358339951835,16.0444263432638,0.399549627180776,0.614281960285986,-20.6941071469122,26.7478227381309,-0.653556420234958,0.844743440908512,1.05203108161795,1.04748125327662,1.05203108161795,1.01485406366342
"sub-0037","cognitive",4.61923508007394,26.6137589092246,0.139781700171679,0.805353354787699,51.954368518518,9.3272150173643,1.58671047072099,0.284857465362956,19.5474135517413,25.2702964641822,0.591520165753844,0.764699120606179,-3.52631879152914,10.1724624052498,-0.107695408666649,0.310671711959552,0.236309272725366,0.273476516444463,0.236309272725366,0.716159131814586
"sub-0038","cognitive",10.5777058698111,14.7590161218748,0.26629600480505,0.371561383581823,31.9044957602019,12.9581451480313,0.926300295452718,0.37622076115409,12.8137246109336,10.7033654193426,0.32258825425486,0.269459510806984,-9.14174572453115,13.0253607363264,-0.265417194781368,0.378172267291808,0.825498142888562,0.838130641510499,0.825498142888562,0.957437812358673
"sub-0039","cognitive",6.62825560190523,15.2580449526015,0.309963669268385,0.713527039906379,21.1286191101562,16.1071217717041,1.07279140509604,0.817828259737685,8.73542951274311,10.2521747059878,0.408503525969472,0.479432580864125,-3.65551414529705,8.66105767269055,-0.18560626872187,0.439759370068688,0.758778442689742,0.78355614325185,0.758778442689742,0.930039325508069
"sub-0040","cognitive",10.3503943383459,17.5834526023004,0.303413942100063,0.515445546845335,45.0013914188971,19.7623205631543,1.18923652022881,0.522252148148085,10.1713074571828,16.7054021591634,0.298164146312979,0.48970616556129,-2.67719136360052,22.1901943154306,-0.0707492288760198,0.586412745002418,1.01760706594673,1.01603096878763,1.01760706594673,1.0040440153905
"sub-0041","cognitive",13.7902180015176,18.9940566397956,0.350097070862132,0.482208736123682,25.4142819792143,7.01728189577877,0.696742134733926,0.192381432302255,11.2593700616644,13.5893832418012,0.285845552108581,0.344998408818044,-4.33254467269409,6.05018658010506,-0.118778347802699,0.16586814913003,1.22477704578431,1.20644192377937,1.22477704578431,1.04996830190701
"sub-0043","cognitive",5.5640275851603,14.2011354850389,0.10290516419713,0.262646105991854,25.8762631284516,21.0335107051348,0.63650208298303,0.517380477614013,13.7819145290721,23.6790179269293,0.254892729386802,0.43793694235023,-4.82073265142096,13.2506489994766,-0.118579964923913,0.325938318341276,0.403719495823555,0.444058012394174,0.403719495823555,0.878884018027628
"sub-0044","cognitive",8.0834587965756,12.1030017921187,0.21206127648484,0.317509877136043,50.9883244379322,19.2964328532372,1.35071843871069,0.51117678298956,11.6123934983282,14.777159383222,0.304639270177629,0.387663667309531,0.344326534366323,11.4709184166987,0.009121464649659,0.303873115760876,0.696106172921143,0.720201030659219,0.696106172921143,0.929039393640063
"sub-0046","cognitive",24.792545972486,19.249787255852,0.428775631442389,0.332916179521032,49.1976894482683,22.1585768208264,0.95172885991456,0.428657469314477,26.6804742841408,27.6914953254334,0.461426479598368,0.478911621538322,7.19053160411055,21.0599352493315,0.139100769213068,0.407404257994604,0.92923932717429,0.931795666061382,0.92923932717429,0.977658234189822
"sub-0047","cognitive",-4.19021625068307,17.3473782693127,-0.101542691540397,0.42038390747691,2.39535085411966,22.1744608673585,0.0783764027851252,0.725553199646746,24.9983051160762,24.1790854408023,0.605790974396764,0.585938593084318,2.44072779428694,21.594649147278,0.0798611461719199,0.706581633608974,-0.167620013885996,-0.122708624136824,-0.167620013885996,0.559510747528719
"sub-0050","cognitive",5.15458959159109,14.620870087252,0.0743806440109878,0.210978917674628,33.726708404782,17.3894461166169,0.536553818333003,0.276646437019152,5.51134662902569,8.76229365292201,0.0795286422615423,0.126439754967292,-4.49421378309088,7.78640157708902,-0.0714978626666194,0.123872850179144,0.935268626444992,0.94520994538299,0.935268626444992,0.995231253670334
"sub-0051","cognitive",15.1356767305324,21.4908028239216,0.481129546374489,0.683144889916877,39.9124368250207,19.9648458292648,1.3098371500335,0.655201707590774,1.38529142328157,23.4025232807673,0.044035337563429,0.743914237239259,-3.71061596699946,19.052717775253,-0.121774139333846,0.625267699402542,10.9259874681661,6.7646563321532,10.9259874681661,1.41865844295189
"sub-0052","cognitive",13.3010012496171,14.86268545208,0.6865168300979,0.767121475430124,39.8368677133564,14.0307869409332,1.57535922351018,0.554851093704201,3.27380207900917,16.8654605595301,0.168973762461228,0.870492551965069,4.67118786525007,9.47591122319367,0.184723330690061,0.374727356930646,4.06286052993241,3.34620110740658,4.06286052993241,1.44273283477895
"sub-0053","cognitive",11.9414542971005,13.2427045916635,0.688227746727201,0.763223349094716,29.9439905069183,12.98386513619,1.53823326562177,0.666985693313649,8.10699743146911,12.2421557325427,0.467234596069084,0.705558221408352,-0.21988786333369,10.0517549837473,-0.011295716447954,0.516362169240843,1.4729811373502,1.42104512431084,1.4729811373502,1.1506188248629
"sub-0055","cognitive",6.12216413193679,20.320962921889,0.270049778344971,0.896361387011104,38.7039330273441,12.0307423512749,1.61447004721113,0.501842362070162,4.69377302795907,18.9979965780826,0.207043185789426,0.838005099887231,0.803951909714092,11.3858440940587,0.0335355137348596,0.474941506308587,1.3043161856079,1.25086899266333,1.3043161856079,1.05219912037724
"sub-0056","cognitive",15.7066332695727,17.5714075432827,0.514153570420017,0.575196591823768,23.3120782980935,17.7696448704632,0.771110037419435,0.587779062243179,12.9655039316921,17.5029576038861,0.424423237262966,0.572955896435279,0.188464199478384,17.5450606887667,0.00623396310074522,0.580350333043777,1.21141710745083,1.19627858409464,1.21141710745083,1.06299415146405
"sub-0057","cognitive",22.9506332734511,16.8626989709597,0.951624886852374,0.699194824346218,52.1061788035421,20.2434449676812,1.61389327043084,0.627003559920555,-7.08681425929576,28.7398259432807,-0.293847613584042,1.19166792853027,-10.6045517082741,10.1102306674285,-0.328456529166096,0.313145842035096,-3.23849792498044,-3.93483885874681,-3.23849792498044,2.76374465964457
"sub-0058","cognitive",-7.493557553888,16.5761069457806,-0.272417845850416,0.602601276400786,12.5054918057672,19.9502746389042,0.63873120817443,1.0189813580656,4.28346045663966,27.2601646478023,0.155719237757476,0.991005310558926,0.15561391023133,16.7593459756284,0.00794814489782525,0.856001304825902,-1.74941676939551,-1.22903494919274,-1.74941676939552,0.629549228203005
"sub-0059","cognitive",1.19872215196878,8.55871517728289,0.050100674321024,0.357712086157078,10.2994394979323,6.40836355461145,0.472928814004544,0.294258709534706,5.85644240488467,5.02302923484351,0.244770410828782,0.209937850390564,-2.4764413632392,6.07881235000447,-0.113713030413318,0.279126404482587,0.204684357685985,0.320679737702218,0.204684357685985,0.843609926124332
"sub-0060","cognitive",2.54461589033203,18.4367887797815,0.20573082905955,1.49060447797696,33.8178074742073,7.75337310368253,1.52814890621401,0.350357090325807,5.07871281754606,12.1299391597786,0.410611205596449,0.980699071032496,-7.46293121860496,11.1781442789227,-0.337232689835369,0.505114619460956,0.501035593416668,0.583119485444448,0.501035593416668,0.854757727909677
"sub-0061","cognitive",24.6745710514382,29.5972592802728,0.664053150209467,0.796534749141502,64.4367590927744,17.6156123386354,1.75573472142946,0.479979791932949,9.12923103160726,33.6469488907704,0.245689970167707,0.905521816743017,-3.8321414714143,15.4191372137029,-0.104415925529475,0.420131536125302,2.70280935667088,2.53470090388138,2.70280935667088,1.33584855787627
"sub-0062","cognitive",5.17511757287261,22.1120839447893,0.182075480784135,0.777966540603999,43.0403899340536,15.3888471176328,1.3952041023292,0.498847307413692,10.5207436438237,29.5200397908782,0.37014993962592,1.03859967662676,-6.91041494726151,17.6390691168436,-0.224009106283397,0.571790860417296,0.491896556752499,0.535999911445223,0.491896556752499,0.862734396139788
"sub-0064","cognitive",30.5964471393581,18.540940710237,1.22331407673257,0.74130808924937,63.3199824630516,19.3212988893189,1.81916447546854,0.555095235218497,5.21994237320706,17.4497697148154,0.208704917789712,0.697680643463209,2.18440402041327,9.53798606081248,0.0627572851323082,0.27402353466331,5.86145304906117,5.07986171631791,5.86145304906117,1.83941840891838
"sub-0065","cognitive",6.53329986886475,11.7043763519406,0.189704472469671,0.339854680788929,25.4019533769677,19.5957269104614,0.594608521428073,0.458696464465704,8.22014219238763,9.26739030817414,0.238684549849622,0.26909301958739,-5.68828979523789,13.5883462668102,-0.133151397233395,0.318075793717766,0.794791588266563,0.81704812265091,0.794791588266563,0.960457989577817
"sub-0066","cognitive",0.389041445960857,25.6717414694478,0.0237815945658918,1.5692799668656,23.3349084147872,23.8784411425596,1.19379404598727,1.22160071754904,-1.32013943874221,25.1146423827425,-0.0806983966067459,1.53522522860928,-4.7012394212486,17.9000904895483,-0.240511405919671,0.915753388409046,-0.29469723768841,-4.3388638757481,-0.29469723768841,1.11365148367738
"sub-0068","cognitive",3.04948333670017,5.35782723175608,0.055765790347771,0.0979783908079981,17.054899088617,19.7894691249926,0.316958269238998,0.367779126128202,7.31264795246699,6.54901069529436,0.133726125896987,0.119761519278963,-4.04214523814743,6.28971955134288,-0.0751216030091305,0.116891845131051,0.41701492489754,0.487147219496813,0.41701492489754,0.931235301217448
"sub-0069","cognitive",1.78324458654524,5.91931027564323,0.0491440863485731,0.163129106071635,28.5824915094731,9.49102830964541,0.878296364385397,0.291644822351391,6.19431860045806,8.16932020279794,0.170708006332008,0.225136686512105,-7.1558988063922,12.1380756669646,-0.219889854720363,0.372984549838718,0.287883898386075,0.386867018423125,0.287883898386075,0.896162049523936
"sub-0070","cognitive",8.37794768351758,9.37427953790764,0.483099258921426,0.540550940249371,22.6325080160448,13.8564644266467,0.895556399215399,0.548292985425508,2.38348132252603,7.9634430229263,0.137439156230435,0.459197594466647,1.34146561418889,10.3722916556177,0.0530810864736068,0.410426107443845,3.51500454580385,2.77168596175853,3.51500454580385,1.30389326831031
"sub-0071","cognitive",-5.05742466119862,22.0936796378646,-0.343028425072818,1.49854137984211,3.32174245252728,12.0312279189432,0.265812473355348,0.962762916252897,17.0793055210357,25.5134961608722,1.15843293112543,1.7304962490714,1.93892341363203,22.6279261382748,0.155156528716427,1.8107318973934,-0.296114186549895,-0.224423701257646,-0.296114186549895,0.304374328918633
"sub-0073","cognitive",-0.256553893204321,13.4703321842911,-0.0114043244863278,0.598782724555795,1.65914569921899,4.86426301263748,0.0777494648184276,0.227944927408523,4.3479024617974,10.474706574917,0.193272804750428,0.465621282091743,-0.532713236355362,6.00742336384626,-0.0249635514517011,0.281514728752653,-0.059006358918701,0.139016392334465,-0.059006358918701,0.828474152413484
"sub-0074","cognitive",5.898820643129,13.8170328138133,0.0982471942652256,0.230128154279267,0.201742786812146,17.7597205230274,0.00288388815200776,0.253873005368063,7.16406607443795,9.7417242812784,0.119320358072604,0.16225227648782,0.938393188159226,11.7741846110015,0.0134142144064715,0.16831051080323,0.823390038818393,0.845022637032484,0.823390038818393,0.981173250664658
"sub-0075","cognitive",8.52615616312558,18.6749635067465,0.351111788563249,0.769045242985964,40.0913747491467,19.1546830581045,1.54947178767969,0.740299907054467,-1.53772691026955,21.1292720597008,-0.0633244378189592,0.870115015721391,0.977881566522282,18.4255599789319,0.0377936628139834,0.71212038844247,-5.54464912214551,-17.7156024390714,-5.5446491221455,1.44245440269328
"sub-0076","cognitive",0.400018775951932,12.5628956661727,0.0138069698770467,0.433618451080332,37.936969635317,12.6119314669671,1.34662912932023,0.447679254660279,21.8606823366796,15.493180062909,0.75453903831377,0.534759574520445,-3.86378287526056,6.39354795881703,-0.137150716549347,0.22694848860658,0.0182985494135628,0.0612413380901419,0.0182985494135628,0.577819557011045
"sub-0077","cognitive",3.73333501978342,28.6368041505686,0.148865478424771,1.14188293518812,32.2697997742035,9.75915434565401,1.16180586224377,0.351357703135995,19.2992879450558,28.4140789506903,0.76955261662127,1.13300184274358,-5.52033041956755,8.05073187377092,-0.198747816467804,0.289849566831738,0.193444184594378,0.233177391866906,0.193444184594378,0.64924064287977
"sub-0078","cognitive",14.4506612026199,16.2990118565444,0.437919771716599,0.493933076925921,36.9402039746034,8.58013275034454,1.04342270886638,0.242356684412266,0.703346951254555,20.0649065076902,0.0213145635353432,0.608056555624568,-3.77998408694981,13.1892674203699,-0.106770423850085,0.372547513521771,20.5455659924939,9.07076575987064,20.545565992494,1.4079107681958
"sub-0079","cognitive",22.058001877657,20.0777774044475,0.926426597987918,0.84325802124452,29.7944604394738,19.0029166078861,1.02675454604913,0.654864385108634,4.21370508181081,12.1185168371274,0.176973802319807,0.508972498431566,12.4726343654155,15.3076122774872,0.429822653171199,0.527519554415028,5.23482337975531,4.42257502406495,5.23482337975531,1.63676251263278
"sub-0080","cognitive",7.54812383419909,19.4834144510347,0.14760749159741,0.381008313859374,26.5506320298578,12.5526376663895,0.610117368488091,0.288451975530733,11.4657447725574,23.7799751835921,0.224218608802525,0.465029796039524,3.75759847957962,5.21215093902864,0.0863473266330469,0.119772057083491,0.658319540852254,0.685729091214615,0.658319540852254,0.937420394809998
"sub-0081","cognitive",6.83175734303679,14.4434709560698,0.380681894855056,0.80482482262705,40.7702636458868,14.3367968920713,1.67877468610498,0.590338387587691,13.7956834154604,12.6275574402316,0.76872854811958,0.703637768785508,-5.55594052685158,10.0361085989706,-0.228773902346942,0.413251314960583,0.495209779559064,0.529327177604595,0.495209779559064,0.780607005141024
"sub-0082","cognitive",-1.57714225187291,13.4872812731404,-0.0654802461040479,0.559968827156192,-2.47453519611275,1.51712230390137,-0.0975320676658624,0.0597963106097424,3.33659842560283,4.22859510586191,0.138529854107578,0.175564029102254,2.55421990743169,2.13663807199117,0.100672784624951,0.0842140897176413,-0.472679672738253,-0.133086395195258,-0.472679672738253,0.820812691493684
"sub-0083","cognitive",9.88131691068705,11.2865620740012,0.309742439275076,0.353791635207013,6.50727697290142,8.5328915111932,0.220844404936381,0.289589847800183,6.68282284856955,9.47418505992561,0.209481577108452,0.296980373884274,-3.79430055054678,6.79616924688525,-0.128771228076629,0.230648850421699,1.4786142225515,1.41631755998552,1.4786142225515,1.08289573323334
"sub-0084","cognitive",2.01769915025305,7.19830206855445,0.10903467425162,0.388989865566015,15.9035699942231,9.33719576284063,0.86899022304458,0.510195624725086,1.95618643598404,6.18467078543487,0.105710581677257,0.334214129177201,4.59143714114848,8.36101215912897,0.250881656560829,0.456855776638776,1.03144522073023,1.02080813088114,1.03144522073023,1.00300629534477
"sub-0085","cognitive",-3.95483072046843,6.8195181058898,-0.466354069178432,0.80415831758812,-2.67874611998795,7.14735287952237,-0.362253966356228,0.966555550089323,-1.52437920508043,0.676475035526684,-0.179754961844749,0.0797700098471287,2.38144070577352,7.9513674137784,0.322048564017151,1.07528457516155,2.59438773980111,5.63491208621672,2.59438773980111,0.650593305656257
"sub-0086","cognitive",11.3257341823617,14.579162472348,0.497281763354033,0.640130829996432,39.3823385242274,9.85514076203079,1.4646635405857,0.366521285997444,8.8471542197148,10.1065397799221,0.388454150539443,0.443750298412825,-1.78617812611524,11.7341396899832,-0.0664295233941801,0.436402896021147,1.28015561852914,1.25170520409689,1.28015561852914,1.07838041520659
"sub-0087","cognitive",5.59270604553305,34.0216434423911,0.20151832244448,1.22587964707904,30.5185573579665,20.089761537969,1.12775843893826,0.742381032135769,15.1965995334519,31.218103546539,0.547569140932724,1.1248615259551,-2.0262089455752,9.00535235882091,-0.0748749100628156,0.332776611920085,0.368023519552646,0.407042603721647,0.368023519552646,0.776390721851899
"sub-0088","cognitive",15.2734753735668,20.0514908891498,0.308098923980561,0.404481797105906,27.8552601059806,24.3222433924709,0.640830092174625,0.559550527110113,-3.33434094070778,27.3852712793601,-0.067260844757986,0.552419957326076,-5.20470655431173,11.9733071106162,-0.119737980124815,0.275454455285589,-4.58065796064774,-6.9713361445105,-4.58065796064775,1.40242737385797
"sub-0089","cognitive",3.32712997030076,13.3398223036563,0.178304664262337,0.714896189329706,8.87171180903882,10.7016514384934,0.568942631798738,0.686296609387817,4.72228907078939,9.1262595134155,0.253072820969687,0.489086586047437,-0.369258466632179,7.50973585017672,-0.0236805352046754,0.481599151401626,0.704558725742002,0.756188636535244,0.704558725742001,0.940332153522018
