onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingactual	pmod_cue_type	pmod_stim_type	pmod_expect_RT	event02_expect_angle	pmod_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad	pmod_expect_angle_demean	pmod_actual_angle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttl-plateau	onset03_stim_ttl-plateau-dur
4.992059946060181	7.609699964523315	16.82772994041443	28.800939798355103	low_cue	high_stim	1.5507924556732198	43.86397196031192	2.50791096687317	34.460816271371776	-1	1	1	43.86397196031192	34.460816271371776	16.85825	21.22225	26.2225	30.2745	16.85825	21.35825	25.85825	21.22225	5.000250000000001
37.40413999557495	39.705000162124634	50.025400161743164	65.49795007705688	high_cue	med_stim	1.7206742763519298	26.872538991655777	2.55121946334839	10.4914770123316	1	0	-2	26.872538991655777	10.4914770123316	50.05425	54.14875	59.15025	63.017	50.05425	54.55425	59.05425	54.14875	5.0015
70.69988989830017	73.00075006484985	77.92519998550415	88.30645990371704	low_cue	low_stim	1.6249227523803702	57.58155005035693	1.6691370010376	16.324623321803024	-1	-1	1	57.58155005035693	16.324623321803024	77.95675	81.71	86.71025	90.39425	77.95675	82.45675	86.95675	81.71	5.000250000000008
100.19421982765198	102.79519987106323	108.23832988739014	123.70298981666565	high_cue	low_stim	1.75085234642029	12.045632385265792	2.2726209163665803	14.427144280549673	1	-1	1	12.045632385265792	14.427144280549673	108.27225	112.01625	117.01625	120.72075	108.27225	112.77225	117.27225	112.01625	5.0
132.60631012916565	135.207279920578	145.55220007896423	156.39851999282837	low_cue	med_stim	1.4017379283905	52.34717017911637	2.11048698425293	18.43494882292201	-1	0	-2	52.34717017911637	18.43494882292201	145.58375	149.64775	154.648	158.53725	145.58375	150.08375	154.58375	149.64775	5.000249999999994
165.3018400669098	167.6026999950409	177.82663989067078	190.5945999622345	high_cue	high_stim	1.58961486816406	41.36181342213533	1.4840018749237098	39.77509461667506	1	1	1	41.36181342213533	39.77509461667506	177.855	182.22925	187.2295	191.36375	177.855	182.355	186.855	182.22925	5.000249999999994
199.39789009094238	201.79877996444702	212.11291003227234	231.0096800327301	low_cue	low_stim	2.06013631820679	12.030596096537868	2.5510706901550297	8.359153365013864	-1	-1	1	12.030596096537868	8.359153365013864	212.15125	215.952	220.951	224.65525	212.15125	216.65125	221.15125	215.952	4.998999999999995
236.39502000808716	239.09602999687195	245.41079998016357	261.20426988601685	low_cue	high_stim	1.7174968719482402	41.423665625002656	2.2213313579559304	22.35518044573563	-1	1	1	41.423665625002656	22.35518044573563	245.45275	249.85225	254.8525	259.02025	245.45275	249.95275	254.45275	249.85225	5.000249999999994
266.50625014305115	269.7074398994446	278.23549008369446	290.69860005378723	high_cue	high_stim	2.03479647636414	30.121821776539363	3.17705273628235	14.649904105812965	1	1	1	30.121821776539363	14.649904105812965	278.25425	282.669	287.66875	291.83525	278.25425	282.75425	287.25425	282.669	4.999750000000006
304.5037500858307	307.40482997894287	317.6196699142456	329.69648003578186	high_cue	med_stim	2.1041197776794403	55.60968559128741	1.7174866199493402	18.217095197824847	1	0	-2	55.60968559128741	18.217095197824847	317.656	321.76525	326.7655	330.7235	317.656	322.156	326.656	321.76525	5.000249999999994
335.8987898826599	338.29969000816345	344.61776995658875	358.30714988708496	high_cue	low_stim	2.02592515945435	23.55811436005016	3.10181570053101	12.629458953025388	1	-1	1	23.55811436005016	12.629458953025388	344.65725	348.43625	353.437	357.155	344.65725	349.15725	353.65725	348.43625	5.000750000000039
371.19529008865356	373.095999956131	383.2328100204468	394.90412998199463	low_cue	med_stim	1.13395357131958	12.225122675735753	2.6882104873657204	6.009005957494525	-1	0	-2	12.225122675735753	6.009005957494525	383.26375	387.35925	392.35825	396.312	383.26375	387.76375	392.26375	387.35925	4.999000000000024
