onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingactual	pmod_cue_type	pmod_stim_type	pmod_expect_RT	event02_expect_angle	pmod_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad	pmod_expect_angle_demean	pmod_actual_angle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttl-plateau	onset03_stim_ttl-plateau-dur
13.401740074157715	15.202409982681274	23.957289934158325	36.89383006095886	low_cue	low_stim	2.43446969985962	43.86397196031192	2.1020047664642303	34.460816271371776	-1	-1	1	43.86397196031192	34.460816271371776	23.98	27.7345	32.7345	36.45225	23.98	28.48	32.980000000000004	27.7345	4.9999999999999964
42.99610996246338	45.997220039367676	54.740439891815186	70.18958020210266	low_cue	med_stim	2.4677491188049303	26.872538991655777	2.13979291915894	10.4914770123316	-1	0	-2	26.872538991655777	10.4914770123316	54.76625	58.7505	63.75175	67.80425	54.76625	59.26625	63.76625	58.7505	5.001249999999999
78.69274997711182	81.69386982917786	86.53099012374878	100.00069999694824	high_cue	med_stim	1.41860413551331	57.58155005035693	2.15110850334167	16.324623321803024	1	0	-2	57.58155005035693	16.324623321803024	86.55275	90.587	95.587	99.62625	86.55275	91.05275	95.55275	90.587	5.0
113.88920998573303	115.78991985321045	123.21498990058899	137.09785985946655	low_cue	high_stim	1.75604224205017	12.045632385265792	2.93454384803772	14.427144280549673	-1	1	1	12.045632385265792	14.427144280549673	123.25025	127.5535	132.5535	136.86275	123.25025	127.75025	132.25025	127.5535	5.000000000000014
151.70331001281738	153.40393996238708	159.91767001152039	173.11128997802734	high_cue	med_stim	2.59190726280212	52.34717017911637	2.284592628479	18.43494882292201	1	0	-2	52.34717017911637	18.43494882292201	159.95175	163.955	168.9565	172.99425	159.95175	164.45175	168.95175	163.955	5.001499999999993
178.79675006866455	181.8979001045227	188.12297010421753	201.888689994812	low_cue	high_stim	3.03468990325928	41.36181342213533	2.07383131980896	39.77509461667506	-1	1	1	41.36181342213533	39.77509461667506	188.16225	192.44125	197.44275	201.73575	188.16225	192.66225	197.16225	192.44125	5.001499999999993
207.19067001342773	210.19179010391235	219.5196499824524	232.70018005371094	low_cue	low_stim	2.1707518100738503	12.030596096537868	1.5675220489502	8.359153365013864	-1	-1	1	12.030596096537868	8.359153365013864	219.55325	223.2675	228.26775	232.09175	219.55325	224.05325	228.55325	223.2675	5.000249999999994
237.58534002304077	239.302649974823	248.23482012748718	260.3938400745392	high_cue	high_stim	1.50071382522583	41.423665625002656	1.81870913505554	22.35518044573563	1	1	1	41.423665625002656	22.35518044573563	248.26975	252.60875	257.609	261.92825	248.26975	252.76975	257.26975	252.60875	5.000249999999994
268.29679012298584	271.2979099750519	277.53748989105225	292.1890301704407	high_cue	high_stim	1.30063199996948	30.121821776539363	2.52350854873657	14.649904105812965	1	1	1	30.121821776539363	14.649904105812965	277.56575	281.795	286.79525	291.0795	277.56575	282.06575	286.56575	281.795	5.000249999999994
300.09197998046875	302.893030166626	317.52801990509033	328.70265007019043	high_cue	low_stim	2.40286898612976	55.60968559128741	2.4511079788208	18.217095197824847	1	-1	1	55.60968559128741	18.217095197824847	317.55225	321.34675	326.34725	330.165	317.55225	322.05225	326.55225	321.34675	5.000499999999988
333.58781003952026	336.48888993263245	345.4324200153351	359.3974301815033	high_cue	low_stim	1.2403712272644	23.55811436005016	3.53490853309631	12.629458953025388	1	-1	1	23.55811436005016	12.629458953025388	345.46375	349.20275	354.20425	358.02225	345.46375	349.96375	354.46375	349.20275	5.001500000000021
367.0002701282501	368.9009699821472	380.515419960022	394.4938499927521	low_cue	med_stim	1.05057406425476	12.225122675735753	3.71871519088745	6.009005957494525	-1	0	-2	12.225122675735753	6.009005957494525	380.54525	384.6595	389.65975	393.71875	380.54525	385.04525	389.54525	384.6595	5.000249999999994
