,Unnamed: 0,sub,ses,run,runtype,ROI,ROIindex,condition,tr1,tr2,tr3,tr4,tr5,tr6,tr7,tr8,tr9,tr10,tr11,tr12,tr13,tr14,tr15,tr16,tr17,tr18,tr19,tr20,tr21,tr22,tr23,tr24,tr25,tr26,tr27,tr28,tr29,tr30,tr31,tr32,tr33,tr34,tr35,tr36,tr37,tr38,tr39,tr40,tr41,tr42
0,0.0,sub-0062,ses-01,run-01,pain,rINS,216,cueH_stimH,-17.621043530376898,-25.589547595978694,-25.0801841848797,-10.706887964704,-13.221468320494301,-9.17932263820376,2.06785131778952,-3.96248707745463,1.1480367346416598,-9.59186352093366,-9.913453432072858,-22.4437775818719,-18.2998095840812,-21.8746367472399,-14.751082591935804,-22.4302064619096,-11.268744792681401,-3.35639278857479,5.684484481471598,-17.763629146313,8.05317164188943,-10.5471598171897,16.1827336829996,13.819091380651901,42.7455382941848,30.2180082537573,13.9578781723231,14.3319586609972,20.9522975098702,21.0298851587473,8.82202281598643,38.7733112982785,23.0853776380654,8.062180474127901,11.882025410617398,21.7667884141322,27.522113300033002,8.21477729064645,19.315567553420998,14.654998245845697,6.462754087210442,-0.27882180130905
1,1.0,sub-0062,ses-01,run-01,pain,rINS,216,cueL_stimH,-10.2242878679776,-3.25206856444129,-21.1563300080534,4.14475741026399,8.210631402266701,6.733098499405509,1.88796846269952,-2.1785336839157,-13.9315153177668,-9.38005023591904,-22.644957985412894,-20.937297486797,-32.248080309734895,-25.242322436577506,-12.8376312946732,-19.1242325564779,-12.128242191116199,2.37359864457574,4.15043195534349,-13.6343064236374,-8.94279776238557,-1.65646571772515,14.2531090950235,43.85503105140661,17.8121864263805,31.2382853502918,47.1074098867025,34.384138649898404,23.0083287846442,21.2347864837952,11.3052700293301,11.6375749036411,15.878547583963599,10.3000621619362,0.181466249763844,-3.3808238923600094,-1.35985594142221,-26.157949220675203,-9.187006800814741,-8.628753982715809,-8.03941517852718,-6.61062656580611
2,2.0,sub-0062,ses-01,run-01,pain,rINS,216,cueH_stimM,-11.2215461499645,-2.71381212198276,-4.20488711047756,11.2112214523977,15.328294992205901,14.4042825423198,-21.5298667189115,-10.350752432604601,-23.700655110451606,-10.172303447877999,-4.22866980350091,9.91103158775388,4.82536380554063,22.1301481846402,8.96311452118584,11.006743727150305,6.358818629367759,-2.01175391357901,-9.97802180595249,-7.63060559977134,7.559594233321952,2.5899849010720604,18.304102642104002,5.9404663348098,13.1697844121918,11.780035940223598,15.1280841056439,29.354883151487197,20.164820486586002,21.0067115622577,19.9085937282897,7.33792622868305,20.3421569084367,34.7030763511857,21.4140638480617,11.5191118219595,9.93870211792137,4.84331865705053,-10.30081326351,18.2943070802175,-7.87083561934469,2.79269141911436
3,3.0,sub-0062,ses-01,run-01,pain,rINS,216,cueL_stimM,1.58746038773074,-16.9196504319809,-2.2997330023304103,1.57968248014868,20.2770762059492,-3.2513106927817703,-22.7550889829224,-17.1903160064733,-3.29333970092443,-20.473909808517398,-6.9956921847963285,-4.5304653902308,5.26506973068808,1.95624129745283,8.991302247368822,-13.1606368224857,1.94565014332011,-23.554597677718395,-12.751948899574499,8.71370506115636,40.7518265830086,33.622157611795004,23.8275818602015,24.2089865679004,15.340500104620302,24.982135873987303,47.4315729131927,49.13463117446511,37.8314350504479,52.6702954121254,39.2898223843943,30.488288511237396,37.073302542278796,21.407221621557,31.198552586726,22.329380422600998,20.7468734710519,22.658143389355196,32.2234432368018,14.3787159169628,27.7097208622897,17.533308325051998
4,4.0,sub-0062,ses-01,run-01,pain,rINS,216,cueH_stimL,-18.3242611285684,2.26553489788148,-3.5907074298199904,-1.07921206454193,-13.488645779420304,1.03450807769309,11.907604679466699,-12.2411591132288,-13.945869864899096,-17.6450434496257,-15.492889385497598,-15.822320752265599,-29.1201046201263,-16.3289625938612,-24.801071018609,-6.262334338225629,-11.1642003497409,0.8902240310321758,-7.26491288514126,-14.7081563388556,-19.8084725443732,-16.8167038111424,-5.66768856730505,13.182859291475301,1.85473289618494,-0.223736254984942,0.11494267913713,3.70934321493542,4.78989081654163,18.4566335723994,6.37483553851962,19.4750354530465,12.373224259702498,23.025581783850605,10.785555299091802,6.57564267451653,4.79470001495156,-15.264402470641501,-15.0763938461007,-11.4855206297559,-9.35360920922176,-11.323574102866399
5,5.0,sub-0062,ses-01,run-01,pain,rINS,216,cueL_stimL,11.7054953919242,18.5062280591162,13.266931337438901,11.188112359903,3.92985510692654,-12.727462820659301,-2.59319409841282,-12.1723808080196,-13.475724724088199,-17.0866073832408,-15.3676846748053,1.22012435919737,-3.6346116589649,-2.8904804480872595,1.22774954787531,-12.084759453036899,-3.1655567414551298,9.114414285150419,10.812730977921401,14.542287133806,12.28946152276,8.308169833509961,24.373570426977,21.045344525287,31.3813403689408,32.2463606485467,45.07458114278279,23.2414038256584,26.4186490124944,31.988963451926303,5.12893238204697,29.7049957741219,29.423508883368395,23.9134761104797,5.24845591154281,-6.123317629892429,-1.09282466651393,9.66002604001687,-0.459234758943239,12.4254596858409,7.33812027443309,7.894638891146308
6,6.0,sub-0062,ses-01,run-01,pain,rINS,216,rating,1.01596328236053,-7.78976463291929,-10.1579741218252,-11.5886782800881,-4.31825086127083,-4.719340023819309,-0.038801491360573,11.0349631327736,0.8687881077021301,4.30155921751611,5.5172969555746905,5.52775709095613,11.1325835257917,13.0904534777674,9.422327902098,14.280234578954802,16.6012077723096,15.1486148283404,10.8145453791383,14.5442903588203,12.112356094163301,9.11628064794604,11.4349166814534,10.594805838173,7.38565487486267,5.163009406247848,10.954846333247199,3.4204586435186,9.72461301741157,9.02633013601496,8.97679037773423,0.842996988193647,2.93004435341425,-9.48847009506767,-1.36647178640209,3.24375429003987,3.8573453744176,1.20498052546827,-4.509321451821731,-1.1921096352138,2.96612556974509,4.17675050712063
7,7.0,sub-0062,ses-01,run-01,pain,rINS,216,cue,-5.27601685370007,-8.35846041521984,-4.382741312234661,-7.488275808456138,-8.76527271141435,3.4169509513274106,-2.76395113547437,8.296011454922679,14.7542212984681,13.844740011243598,3.8477253169724,0.911275757161548,-0.04034442444663,2.95427116003327,-0.38033006070224895,-5.095119626231621,-4.77307065102445,-8.017868193194321,-8.79304843136458,-4.87586284643112,1.80789943113234,1.28684653449181,-0.856358079629672,-7.29532218557222,-5.558110590187429,-2.31697900424251,-9.14878616454075,-9.31894411604287,-4.50167982138237,3.06031120365742,-1.35993790452312,-0.295948276331274,6.25379210955248,-1.67912681805797,-0.8121097362509321,-6.37889669227093,7.338163822548269,11.643310147884,19.1411241574015,17.5119981381345,16.5343118031631,3.62695774846037
8,8.0,sub-0062,ses-01,run-01,pain,rINS,218,cueH_stimH,-1.94774840266564,-24.9266367927567,-23.5550432577879,-40.7052433298363,10.928840685590801,-3.59011298490623,15.408205923672499,10.3207987411606,-20.8613664065083,-3.39828349703657,-39.397745468733795,-16.7275225656417,-16.038376713278,-57.3910237951422,-31.9162400312962,-24.677354025827302,-20.6747421674258,-20.7876837833239,-16.4829047634062,-29.033088490191894,-25.968882463793893,-11.9286291101365,-17.7973574850595,16.343029420701598,-5.30750654727842,18.8415515865494,7.812545616926969,1.97197462946701,29.1144056722696,13.450012045877,13.3830261122889,23.0624727014099,21.092636580177,5.848482765428799,-7.409493018771171,13.1326021764917,15.139421022114401,2.00052611616024,8.28265254395137,16.697132337892498,-6.9007056030106915,-9.380051740192359
9,9.0,sub-0062,ses-01,run-01,pain,rINS,218,cueL_stimH,-5.7865482174893295,-6.139291571628751,-13.427058391777804,-5.956214062673099,6.761694998489469,0.396181633730976,8.98880527658093,0.104781871953037,-43.50755171048601,-18.444736612608303,-29.5163989090202,-24.029986694927203,-39.42973893274071,-29.032444610850202,-18.6650611005516,-46.6410772476795,-9.644001472122447,-12.525296043102,-12.772324955818998,-10.1830414162245,-5.63107397577767,-6.02240937295926,15.8586913966786,23.5593875813131,9.074623749968849,35.5615402190315,19.5594311346113,17.804103723591698,15.048157136709099,27.9755158250368,5.1921948946965095,14.807429068562698,20.024588313241104,32.177828310227106,6.50532476419016,-15.0964893322239,-9.9283580096062,-10.6459125084314,-8.79032407411205,-11.215975090271499,-30.1515098942435,6.2821126787368895
