"","src_subject_id","param_cue_type","param_stimulus_type","subjectwise_RT","zscore_RT","accuracy","count","zscore_acc","tradeoff","condition","con_num"
"36",105,"low_cue","med_stim",3.27695097923279,-0.260046762181126,7,10,-0.712832435640251,-0.452785673459125,"low_cue_med_stim",6
"37",106,"high_cue","high_stim",2.72676272825761,-1.1246414445502,5,11,0.322748612183952,1.44739005673415,"high_cue_high_stim",1
"38",106,"high_cue","low_stim",2.79856745402018,-0.908827974969674,5,12,0.322748612183952,1.23157658715363,"high_cue_low_stim",2
"39",106,"high_cue","med_stim",3.33742451667786,0.710739693663421,3,11,-0.645497224367903,-1.35623691803132,"high_cue_med_stim",3
"40",106,"low_cue","high_stim",3.35312666495641,0.757933455130709,7,12,1.29099444873581,0.533060993605097,"low_cue_high_stim",4
"41",106,"low_cue","low_stim",3.49894833564758,1.19620935351588,5,12,0.322748612183952,-0.873460741331925,"low_cue_low_stim",5
"42",106,"low_cue","med_stim",2.89086799621582,-0.631413082790138,1,10,-1.61374306091976,-0.982329978129619,"low_cue_med_stim",6
"43",107,"high_cue","high_stim",2.75919799804687,-1.61915461910225,10,10,-0.847579379526013,0.771575239576233,"high_cue_high_stim",1
"44",107,"high_cue","low_stim",2.94727079073588,0.0116932855730244,11,12,0.169515875905202,0.157822590332178,"high_cue_low_stim",2
"45",107,"high_cue","med_stim",3.09839912255605,1.32218227104552,10,12,-0.847579379526013,-2.16976165057153,"high_cue_med_stim",3
"46",107,"low_cue","high_stim",3.01681250333786,0.614714885151252,12,12,1.18661113133642,0.571896246185166,"low_cue_high_stim",4
"47",107,"low_cue","low_stim",2.96320251623789,0.149843098639209,10,12,-0.847579379526013,-0.997422478165222,"low_cue_low_stim",5
"48",107,"low_cue","med_stim",2.89065084854762,-0.479278921306751,12,12,1.18661113133642,1.66589005264317,"low_cue_med_stim",6
"49",109,"high_cue","high_stim",3.57077273455533,1.19547318565265,11,11,0.476731294622796,-0.718741891029854,"high_cue_high_stim",1
"50",109,"high_cue","low_stim",3.28899723833258,-0.0121747815116267,10,11,-0.476731294622796,-0.464556513111169,"high_cue_low_stim",2
"51",109,"high_cue","med_stim",2.99999399185181,-1.25079981383333,9,10,-1.43019388386839,-0.179394070035054,"high_cue_med_stim",3
"52",109,"low_cue","high_stim",3.28877364505421,-0.0131330691260874,11,11,0.476731294622796,0.489864363748884,"low_cue_high_stim",4
"53",109,"low_cue","low_stim",3.06775748729706,-0.960375527053942,12,12,1.43019388386839,2.39056941092233,"low_cue_low_stim",5
"54",109,"low_cue","med_stim",3.53473248084386,1.04101000587234,10,12,-0.476731294622796,-1.51774130049514,"low_cue_med_stim",6
"55",111,"high_cue","high_stim",3.3380971636091,0.667927519673976,6,7,-1.11803398874989,-1.78596150842387,"high_cue_high_stim",1
"56",111,"high_cue","low_stim",3.45526501536369,1.17244780583408,8,8,1.11803398874989,-0.0544138170841821,"high_cue_low_stim",2
"57",111,"high_cue","med_stim",3.15642753243446,-0.11433496047113,7,8,0,0.11433496047113,"high_cue_med_stim",3
"58",111,"low_cue","high_stim",3.32747501134872,0.622188938503578,8,8,1.11803398874989,0.495845050246316,"low_cue_high_stim",4
"59",111,"low_cue","low_stim",2.93464167912801,-1.06933635804555,6,6,-1.11803398874989,-0.0486976307043405,"low_cue_low_stim",5
"60",111,"low_cue","med_stim",2.88597506284714,-1.27889294549495,7,8,0,1.27889294549495,"low_cue_med_stim",6
"61",112,"high_cue","high_stim",2.86015999317169,-1.06843833820818,5,10,-0.723364233255618,0.345074104952557,"high_cue_high_stim",1
"62",112,"high_cue","low_stim",3.6115645495328,1.81141240509833,7,11,0.241121411085206,-1.57029099401313,"high_cue_low_stim",2
"63",112,"high_cue","med_stim",2.98158001899719,-0.603081096672077,4,9,-1.20560705542603,-0.602525958753954,"high_cue_med_stim",3
"64",112,"low_cue","high_stim",3.0379959821701,-0.386859951747605,10,10,1.68784987759644,2.07470982934405,"low_cue_high_stim",4
"65",112,"low_cue","low_stim",3.13745546340942,-0.00566920895647343,6,11,-0.241121411085206,-0.235452202128733,"low_cue_low_stim",5
"66",112,"low_cue","med_stim",3.20485196113586,0.252636190485992,7,10,0.241121411085206,-0.0115147794007855,"low_cue_med_stim",6
"67",114,"high_cue","high_stim",3.86089340845744,0.0962493972001842,3,3,0,-0.0962493972001842,"high_cue_high_stim",1
"68",114,"high_cue","low_stim",3.67313009500504,-1.01806590263788,2,4,-1.11803398874989,-0.0999680861120122,"high_cue_low_stim",2
"69",114,"high_cue","med_stim",3.8082999587059,-0.215875930436076,4,4,1.11803398874989,1.33390991918597,"high_cue_med_stim",3
"70",114,"low_cue","high_stim",3.86524327596029,0.122064471623236,2,3,-1.11803398874989,-1.24009846037313,"low_cue_high_stim",4
"71",114,"low_cue","low_stim",4.14919745922089,1.80724186353435,3,4,0,-1.80724186353435,"low_cue_low_stim",5
"72",114,"low_cue","med_stim",3.71128749847412,-0.791613899283804,4,4,1.11803398874989,1.9096478880337,"low_cue_med_stim",6
"73",115,"high_cue","high_stim",3.93384003639221,0.645537261342174,5,9,-0.0967641249645231,-0.742301386306697,"high_cue_high_stim",1
"74",115,"high_cue","low_stim",3.51407128572464,-1.45682596706746,5,8,-0.0967641249645231,1.36006184210293,"high_cue_low_stim",2
"75",115,"high_cue","med_stim",3.73806282452175,-0.334990256588726,6,7,0.483820624822615,0.81881088141134,"high_cue_med_stim",3
"76",115,"low_cue","high_stim",3.78404442469279,-0.10469673133393,7,9,1.06440537460975,1.16910210594368,"low_cue_high_stim",4
"77",115,"low_cue","low_stim",3.75376376509666,-0.256353912021251,6,8,0.483820624822615,0.740174536843865,"low_cue_low_stim",5
"78",115,"low_cue","med_stim",4.10590996742249,1.50732960566919,2,5,-1.83851837432594,-3.34584797999512,"low_cue_med_stim",6
"79",116,"high_cue","high_stim",2.9032533566157,1.50170236949827,9,12,-0.550481882563181,-2.05218425206145,"high_cue_high_stim",1
"80",116,"high_cue","low_stim",2.54620418945948,0.155531364550467,12,12,0.688102353203975,0.532570988653508,"high_cue_low_stim",2
"81",116,"high_cue","med_stim",2.59176244338353,0.327298185789894,12,12,0.688102353203975,0.360804167414081,"high_cue_med_stim",3
"82",116,"low_cue","high_stim",2.54721200466156,0.159331097831426,6,10,-1.78906611833034,-1.94839721616176,"low_cue_high_stim",4
"83",116,"low_cue","low_stim",2.11962252855301,-1.45279576789602,12,12,0.688102353203975,2.1408981211,"low_cue_low_stim",5
"84",116,"low_cue","med_stim",2.32165817780928,-0.691067249774031,11,11,0.27524094128159,0.966308191055621,"low_cue_med_stim",6
"85",117,"high_cue","high_stim",4.16582655906677,1.57944411041061,3,3,-0.912870929175277,-2.49231503958589,"high_cue_high_stim",1
"86",117,"high_cue","low_stim",2.46864660580953,-1.18976912405711,3,3,-0.912870929175277,0.276898194881835,"high_cue_low_stim",2
"87",117,"high_cue","med_stim",2.63130754232407,-0.924362490386666,4,4,0.912870929175277,1.83723341956194,"high_cue_med_stim",3
"88",117,"low_cue","high_stim",3.13628323872884,-0.100416049772126,3,3,-0.912870929175277,-0.812454879403151,"low_cue_high_stim",4
"89",117,"low_cue","low_stim",3.4590175151825,0.426175151035183,4,4,0.912870929175277,0.486695778140094,"low_cue_low_stim",5
"90",117,"low_cue","med_stim",3.32587254047394,0.208928402770109,4,4,0.912870929175277,0.703942526405168,"low_cue_med_stim",6
"91",118,"high_cue","high_stim",2.98385500907898,-0.0386792781383747,3,4,-0.221403721385024,-0.182724443246649,"high_cue_high_stim",1
"92",118,"high_cue","low_stim",2.71723333994548,-0.690346674270194,3,3,-0.221403721385024,0.46894295288517,"high_cue_low_stim",2
"93",118,"high_cue","med_stim",2.33839756250381,-1.61628388503517,4,4,1.10701860692512,2.72330249196029,"high_cue_med_stim",3
"94",118,"low_cue","high_stim",3.40977501869202,1.00233957275625,2,4,-1.54982604969517,-2.55216562245142,"low_cue_high_stim",4
"95",118,"low_cue","low_stim",3.2583475112915,0.632225734030665,4,4,1.10701860692512,0.474792872894454,"low_cue_low_stim",5
"96",118,"low_cue","med_stim",3.29047250747681,0.710744530656825,3,4,-0.221403721385024,-0.932148252041848,"low_cue_med_stim",6
"97",119,"high_cue","high_stim",3.95787342389425,0.841533518681381,2,3,0.243975018237133,-0.597558500444248,"high_cue_high_stim",1
"98",119,"high_cue","low_stim",3.42993998527527,-0.93418953796881,0,2,-1.21987509118567,-0.285685553216857,"high_cue_low_stim",2
"99",119,"high_cue","med_stim",3.78900337219238,0.273533042770762,3,3,0.975900072948533,0.702367030177771,"high_cue_med_stim",3
"100",119,"low_cue","high_stim",3.91796255111694,0.707291866576373,3,4,0.975900072948533,0.268608206372161,"low_cue_high_stim",4
"101",119,"low_cue","low_stim",3.24661999940872,-1.5507928857309,0,4,-1.21987509118567,0.330917794545234,"low_cue_low_stim",5
"102",119,"low_cue","med_stim",3.9046825170517,0.662623995671196,2,4,0.243975018237133,-0.418648977434063,"low_cue_med_stim",6
"103",120,"high_cue","high_stim",3.43683989842733,0.23557120005708,3,3,-0.408248290463863,-0.643819490520943,"high_cue_high_stim",1
"104",120,"high_cue","low_stim",2.10552334785461,-1.81357567896655,3,3,-0.408248290463863,1.40532738850268,"high_cue_low_stim",2
"105",120,"high_cue","med_stim",3.62323492765427,0.522468251131514,4,4,0.816496580927726,0.294028329796212,"high_cue_med_stim",3
"106",120,"low_cue","high_stim",3.83758246898651,0.852389482230464,4,4,0.816496580927726,-0.0358929013027384,"low_cue_high_stim",4
"107",120,"low_cue","low_stim",2.98361992835999,-0.462019682273014,2,2,-1.63299316185545,-1.17097347958244,"low_cue_low_stim",5
"108",120,"low_cue","med_stim",3.71594494581223,0.665166427820507,4,4,0.816496580927726,0.151330153107219,"low_cue_med_stim",6
"109",122,"high_cue","high_stim",3.11943835020065,0.941084788998069,12,12,0.597614304667197,-0.343470484330872,"high_cue_high_stim",1
"110",122,"high_cue","low_stim",2.32767919699351,-1.39003371704275,12,12,0.597614304667197,1.98764802170994,"high_cue_low_stim",2
"111",122,"high_cue","med_stim",2.86936270106923,0.204805364580823,10,11,-1.79284291400159,-1.99764827858241,"high_cue_med_stim",3
"112",122,"low_cue","high_stim",3.22912170489629,1.26401745974769,12,12,0.597614304667197,-0.666403155080493,"low_cue_high_stim",4
"113",122,"low_cue","low_stim",2.59064998229345,-0.615788087323591,12,12,0.597614304667197,1.21340239199079,"low_cue_low_stim",5
"114",122,"low_cue","med_stim",2.66255418459574,-0.404085808960244,11,12,-0.597614304667197,-0.193528495706953,"low_cue_med_stim",6
"115",123,"high_cue","high_stim",3.54114985466003,1.47233617462726,2,3,-0.847579379526013,-2.31991555415328,"high_cue_high_stim",1
"116",123,"high_cue","low_stim",2.36398249864578,-1.21482654648173,3,4,0.169515875905202,1.38434242238693,"high_cue_low_stim",2
"117",123,"high_cue","med_stim",2.8555149435997,-0.0927875640486006,2,4,-0.847579379526013,-0.754791815477412,"high_cue_med_stim",3
"118",123,"low_cue","high_stim",3.20734000205994,0.71033628798157,4,4,1.18661113133642,0.476274843354848,"low_cue_high_stim",4
"119",123,"low_cue","low_stim",2.49431747198105,-0.917306164342436,2,4,-0.847579379526013,0.069726784816423,"low_cue_low_stim",5
"120",123,"low_cue","med_stim",2.91466999053955,0.042247812263935,4,4,1.18661113133642,1.14436331907248,"low_cue_med_stim",6
"121",124,"high_cue","high_stim",3.23927873373032,0.655673897600384,7,8,0.12539246564388,-0.530281431956504,"high_cue_high_stim",1
"122",124,"high_cue","low_stim",3.01819903850555,-0.392571732100061,6,10,-0.626962328219399,-0.234390596119337,"high_cue_low_stim",2
"123",124,"high_cue","med_stim",3.2013640165329,0.475901908304325,7,10,0.12539246564388,-0.350509442660445,"high_cue_med_stim",3
"124",124,"low_cue","high_stim",3.22708002726237,0.597833937535199,5,9,-1.37931712208268,-1.97715105961788,"low_cue_high_stim",4
"125",124,"low_cue","low_stim",2.70437775717841,-1.88055002121309,7,9,0.12539246564388,2.00594248685697,"low_cue_low_stim",5
"126",124,"low_cue","med_stim",3.21566547047008,0.543712009873235,9,11,1.63010205337044,1.0863900434972,"low_cue_med_stim",6
"127",126,"high_cue","high_stim",3.03363166252772,1.33451904098938,11,12,1.37620470640795,0.0416856654185653,"high_cue_high_stim",1
"128",126,"high_cue","low_stim",2.73440416653951,-0.156347085995223,9,12,-0.275240941281591,-0.118893855286367,"high_cue_low_stim",2
"129",126,"high_cue","med_stim",2.9913541674614,1.12387634881304,8,12,-1.10096376512636,-2.2248401139394,"high_cue_med_stim",3
"130",126,"low_cue","high_stim",2.54587999979655,-1.09564677630895,10,12,0.55048188256318,1.64612865887213,"low_cue_high_stim",4
"131",126,"low_cue","low_stim",2.65295901298523,-0.562138072014509,8,10,-1.10096376512636,-0.538825693111852,"low_cue_low_stim",5
"132",126,"low_cue","med_stim",2.63647586107254,-0.64426345548374,10,12,0.55048188256318,1.19474533804692,"low_cue_med_stim",6
"133",127,"high_cue","high_stim",3.75673003630205,1.13390304765154,10,11,0.790569415042095,-0.343333632609444,"high_cue_high_stim",1
"134",127,"high_cue","low_stim",3.14910918474197,-0.682488991839009,10,12,0.790569415042095,1.4730584068811,"high_cue_low_stim",2
"135",127,"high_cue","med_stim",3.64861779742771,0.810717611275125,8,9,-0.790569415042095,-1.60128702631722,"high_cue_med_stim",3
"136",127,"low_cue","high_stim",3.61267545006492,0.70327331692158,7,11,-1.58113883008419,-2.28441214700577,"low_cue_high_stim",4
"137",127,"low_cue","low_stim",2.95253725485368,-1.27011149972308,10,11,0.790569415042095,2.06068091476518,"low_cue_low_stim",5
"138",127,"low_cue","med_stim",3.14482581615448,-0.695293484286152,9,12,0,0.695293484286152,"low_cue_med_stim",6
"139",128,"high_cue","high_stim",3.0179950594902,0.986106227886107,10,12,-0.275240941281591,-1.2613471691677,"high_cue_high_stim",1
"140",128,"high_cue","low_stim",2.45072750250498,-0.733080767658712,12,12,1.37620470640795,2.10928547406666,"high_cue_low_stim",2
"141",128,"high_cue","med_stim",3.05671006441116,1.1034376919774,11,12,0.55048188256318,-0.552955809414221,"high_cue_med_stim",3
"142",128,"low_cue","high_stim",2.7343249797821,0.126402713990223,9,10,-1.10096376512636,-1.22736647911658,"low_cue_high_stim",4
"143",128,"low_cue","low_stim",2.19698415199916,-1.50208696768534,11,12,0.55048188256318,2.05256885024852,"low_cue_low_stim",5
"144",128,"low_cue","med_stim",2.69895904714411,0.0192211014903225,9,11,-1.10096376512636,-1.12018486661668,"low_cue_med_stim",6
"145",129,"high_cue","high_stim",3.49102635817094,1.38876463230793,11,11,0.335578027607012,-1.05318660470091,"high_cue_high_stim",1
"146",129,"high_cue","low_stim",3.05065832535426,-0.464577369224512,12,12,0.738271660735427,1.20284902995994,"high_cue_low_stim",2
"147",129,"high_cue","med_stim",3.15547748406728,-0.0234332921543012,12,12,0.738271660735427,0.761704952889728,"high_cue_med_stim",3
"148",129,"low_cue","high_stim",3.23841998577118,0.325640234224941,7,10,-1.27519650490665,-1.60083673913159,"low_cue_high_stim",4
"149",129,"low_cue","low_stim",2.77792251110077,-1.61241895219554,12,12,0.738271660735427,2.35069061293097,"low_cue_low_stim",5
"150",129,"low_cue","med_stim",3.25276780128479,0.386024747041481,7,9,-1.27519650490665,-1.66122125194813,"low_cue_med_stim",6
"151",13,"high_cue","high_stim",3.77389498551687,1.27340388637051,9,12,-0.204124145231932,-1.47752803160244,"high_cue_high_stim",1
"152",13,"high_cue","low_stim",3.72850641337308,0.999801986075959,11,11,1.02062072615966,0.0208187400836978,"high_cue_low_stim",2
"153",13,"high_cue","med_stim",3.38297498226166,-1.08305833973676,8,10,-0.816496580927726,0.26656175880903,"high_cue_med_stim",3
"154",13,"low_cue","high_stim",3.58147452094338,0.11349507504931,7,11,-1.42886901662352,-1.54236409167283,"low_cue_high_stim",4
"155",13,"low_cue","low_stim",3.38579362088984,-1.06606761170789,11,11,1.02062072615966,2.08668833786755,"low_cue_low_stim",5
"156",13,"low_cue","med_stim",3.52323454076594,-0.237574996051122,10,11,0.408248290463863,0.645823286514984,"low_cue_med_stim",6
"157",130,"high_cue","high_stim",3.08862818371166,-1.02871611046272,11,11,0.816496580927725,1.84521269139045,"high_cue_high_stim",1
"158",130,"high_cue","low_stim",3.41812666257223,0.372499910103258,11,12,0.816496580927725,0.443996670824467,"high_cue_low_stim",2
"159",130,"high_cue","med_stim",3.56879329681396,1.01322062721958,9,12,-1.63299316185545,-2.64621378907504,"high_cue_med_stim",3
"160",130,"low_cue","high_stim",3.44647362015464,0.493047389521499,10,11,-0.408248290463864,-0.901295679985362,"low_cue_high_stim",4
"161",130,"low_cue","low_stim",2.98553327719371,-1.46713462805727,10,12,-0.408248290463864,1.05888633759341,"low_cue_low_stim",5
"162",130,"low_cue","med_stim",3.47564077377319,0.61708281167566,11,12,0.816496580927725,0.199413769252065,"low_cue_med_stim",6
"163",131,"high_cue","high_stim",3.25464200973511,0.318195180992708,6,10,-0.997965409896352,-1.31616059088906,"high_cue_high_stim",1
"164",131,"high_cue","low_stim",3.0586669921875,-0.887907011735631,7,10,-0.142566487128051,0.74534052460758,"high_cue_low_stim",2
"165",131,"high_cue","med_stim",2.9705090045929,-1.43046362673142,6,10,-0.997965409896352,0.432498216835064,"high_cue_med_stim",3
"166",131,"low_cue","high_stim",3.40494699478149,1.24322723003135,8,10,0.712832435640251,-0.530394794391099,"low_cue_high_stim",4
"167",131,"low_cue","low_stim",3.2090900182724,0.0378515051822553,9,10,1.56823135840855,1.5303798532263,"low_cue_low_stim",5
"168",131,"low_cue","med_stim",3.31978299617767,0.71909672226074,7,10,-0.142566487128051,-0.861663209388791,"low_cue_med_stim",6
"169",132,"high_cue","high_stim",3.3684525291125,0.0481298335780175,10,12,0,-0.0481298335780175,"high_cue_high_stim",1
"170",132,"high_cue","low_stim",3.27127412954966,-0.47570117578434,11,12,0.790569415042095,1.26627059082643,"high_cue_low_stim",2
"171",132,"high_cue","med_stim",3.6389008363088,1.50595595930439,9,12,-0.790569415042095,-2.29652537434649,"high_cue_med_stim",3
"172",132,"low_cue","high_stim",3.28304908492348,-0.412229387954808,9,11,-0.790569415042095,-0.378340027087287,"low_cue_high_stim",4
"173",132,"low_cue","low_stim",3.48835664987564,0.694461702477037,12,12,1.58113883008419,0.886677127607153,"low_cue_low_stim",5
"174",132,"low_cue","med_stim",3.10710916916529,-1.3606169316203,9,12,-0.790569415042095,0.570047516578202,"low_cue_med_stim",6
"175",133,"high_cue","high_stim",2.98180749018987,0.546020873648935,9,12,-1.43019388386839,-1.97621475751732,"high_cue_high_stim",1
"176",133,"high_cue","low_stim",2.59265166521072,-0.717183942596187,11,12,0.476731294622796,1.19391523721898,"high_cue_low_stim",2
"177",133,"high_cue","med_stim",2.81739083925883,0.0123223087151756,12,12,1.43019388386839,1.41787157515321,"high_cue_med_stim",3
"178",133,"low_cue","high_stim",3.2804482199929,1.51541252604,10,11,-0.476731294622796,-1.9921438206628,"low_cue_high_stim",4
"179",133,"low_cue","low_stim",2.39000730081038,-1.37497015743484,11,11,0.476731294622796,1.85170145205763,"low_cue_low_stim",5
"180",133,"low_cue","med_stim",2.81926269964738,0.0183983916269146,10,11,-0.476731294622796,-0.495129686249711,"low_cue_med_stim",6
"181",14,"high_cue","high_stim",2.83370372653008,-0.600916321721406,6,8,-1.70782512765993,-1.10690880593853,"high_cue_high_stim",1
"182",14,"high_cue","low_stim",2.92174447907342,-0.31378378938606,8,9,-0.243975018237134,0.0698087711489261,"high_cue_low_stim",2
"183",14,"high_cue","med_stim",3.09430396556854,0.248994706986277,9,10,0.487950036474266,0.238955329487989,"high_cue_med_stim",3
"184",14,"low_cue","high_stim",3.5524611208174,1.74320983343465,8,9,-0.243975018237134,-1.98718485167178,"low_cue_high_stim",4
"185",14,"low_cue","low_stim",2.65179903507233,-1.19417288976618,10,10,1.21987509118567,2.41404798095184,"low_cue_low_stim",5
"186",14,"low_cue","med_stim",3.05373001098633,0.116668460452718,9,10,0.487950036474266,0.371281576021548,"low_cue_med_stim",6
"187",15,"high_cue","high_stim",4.01320656140645,1.49334080325691,1,3,-1.58113883008419,-3.0744796333411,"high_cue_high_stim",1
"188",15,"high_cue","low_stim",3.41202753782272,0.452725821729363,2,4,0,-0.452725821729363,"high_cue_low_stim",2
"189",15,"high_cue","med_stim",2.32562249898911,-1.42779448098846,2,4,0,1.42779448098846,"high_cue_med_stim",3
"190",15,"low_cue","high_stim",2.91389006376266,-0.409528678231566,2,4,0,0.409528678231566,"low_cue_high_stim",4
"191",15,"low_cue","low_stim",3.36169248819351,0.365598020050842,3,4,1.58113883008419,1.21554081003335,"low_cue_low_stim",5
"192",15,"low_cue","med_stim",2.87644672393799,-0.47434148581709,2,3,0,0.47434148581709,"low_cue_med_stim",6
"193",16,"high_cue","high_stim",3.00590002536774,0.539799546447654,9,12,-1.85336433266465,-2.39316387911231,"high_cue_high_stim",1
"194",16,"high_cue","low_stim",2.70686997969945,-0.705804338420844,12,12,0.712832435640252,1.4186367740611,"high_cue_low_stim",2
"195",16,"high_cue","med_stim",3.02535001436869,0.620818100306003,11,12,-0.14256648712805,-0.763384587434052,"high_cue_med_stim",3
"196",16,"low_cue","high_stim",3.18983995914459,1.30599779111858,11,12,-0.14256648712805,-1.44856427824663,"low_cue_high_stim",4
"197",16,"low_cue","low_stim",2.53688416878382,-1.4138769535851,12,12,0.712832435640252,2.12670938922536,"low_cue_low_stim",5
"198",16,"low_cue","med_stim",2.79302334785461,-0.346934145866287,12,12,0.712832435640252,1.05976658150654,"low_cue_med_stim",6
"199",17,"high_cue","high_stim",2.65002666579352,0.560400715197719,9,9,-0.792593923901217,-1.35299463909894,"high_cue_high_stim",1
"200",17,"high_cue","low_stim",2.77934418121974,1.52299214649971,12,12,1.24550473755906,-0.277487408940655,"high_cue_low_stim",2
"201",17,"high_cue","med_stim",2.43927545980974,-1.00835278542386,10,11,-0.113227703414459,0.895125082009402,"high_cue_med_stim",3
"202",17,"low_cue","high_stim",2.63218907876448,0.427624359476151,11,11,0.566138517072298,0.138514157596147,"low_cue_high_stim",4
"203",17,"low_cue","low_stim",2.49227543310686,-0.61384071962291,11,11,0.566138517072298,1.17997923669521,"low_cue_low_stim",5
"204",17,"low_cue","med_stim",2.4553333653344,-0.888823716126808,8,9,-1.47196014438797,-0.583136428261166,"low_cue_med_stim",6
"205",18,"high_cue","high_stim",2.67714254061381,0.556791369219756,11,12,0.38069349381344,-0.176097875406316,"high_cue_high_stim",1
"206",18,"high_cue","low_stim",2.45063090324402,-1.49877685364728,11,11,0.38069349381344,1.87947034746072,"high_cue_low_stim",2
"207",18,"high_cue","med_stim",2.71720747152964,0.920376215447757,12,12,0.951733734533601,0.0313575190858442,"high_cue_med_stim",3
"208",18,"low_cue","high_stim",2.68811494112015,0.656364698304727,7,12,-1.9034674690672,-2.55983216737193,"low_cue_high_stim",4
"209",18,"low_cue","low_stim",2.50429916381836,-1.01174328533192,10,12,-0.190346746906721,0.821396538425204,"low_cue_low_stim",5
