onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.48	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
33.79	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png
74.19	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
103.78	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png
138.28	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h025.png
178.08	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
206.69	0.98	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
241.98	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png
270.78	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h029.png
306.49	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
333.48	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png
372.08	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
7.5	1.6	expectrating	1	low_cue	n/a	14.71	Moderate	14.71	Moderate	0.58	1.02	l040.png
36.09	3.5	expectrating	2	low_cue	n/a	15.45	Moderate	15.45	Moderate	0.6	2.9	l044.png
76.49	1.54	expectrating	3	low_cue	n/a	6.23	Weak	6.23	Weak	0.38	1.15	l001.png
106.58	2.19	expectrating	4	high_cue	n/a	34.71	Strong	34.71	Strong	0.77	1.43	h047.png
140.0		expectrating	5	high_cue	n/a							h025.png
179.89	1.88	expectrating	6	high_cue	n/a	52.02	Strong	52.02	Strong	0.52	1.37	h033.png
209.69	2.35	expectrating	7	high_cue	n/a	54.57	Strong	54.57	Strong	0.67	1.69	h001.png
244.68	3.09	expectrating	8	low_cue	n/a	9.01	Weak	9.01	Weak	0.88	2.21	l042.png
