onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
14.2	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a
40.6	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png	n/a	n/a	n/a
72.19	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png	n/a	n/a	n/a
108.99	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png	n/a	n/a	n/a
145.1	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png	n/a	n/a	n/a
171.4	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a
199.79	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png	n/a	n/a	n/a
236.79	1.0	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png	n/a	n/a	n/a
264.2	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png	n/a	n/a	n/a
298.39	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h012.png	n/a	n/a	n/a
335.99	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h048.png	n/a	n/a	n/a
367.0	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png	n/a	n/a	n/a
16.0		expectrating	1	low_cue	n/a			32.35	Strong	1.83	3.77	l047.png	n/a	n/a	n/a
43.6	2.54	expectrating	2	low_cue	n/a	15.32	Moderate	15.32	Moderate	1.23	1.31	l031.png	n/a	n/a	n/a
75.19		expectrating	3	high_cue	n/a			70.04	Very Strong	0.53	3.7	h026.png	n/a	n/a	n/a
110.91	2.38	expectrating	4	low_cue	n/a	6.21	Weak	6.21	Weak	0.65	1.73	l040.png	n/a	n/a	n/a
146.8	1.92	expectrating	5	high_cue	n/a	44.17	Strong	44.17	Strong	0.93	0.98	h004.png	n/a	n/a	n/a
174.5	2.06	expectrating	6	low_cue	n/a	8.5	Weak	8.5	Weak	0.82	1.24	l055.png	n/a	n/a	n/a
202.81	2.65	expectrating	7	low_cue	n/a	7.15	Weak	7.15	Weak	0.63	2.02	l054.png	n/a	n/a	n/a
238.5	3.22	expectrating	8	high_cue	n/a	48.08	Strong	48.08	Strong	1.7	1.52	h044.png	n/a	n/a	n/a
267.2	1.67	expectrating	9	high_cue	n/a	43.84	Strong	43.84	Strong	0.07	1.61	h022.png	n/a	n/a	n/a
301.19	1.83	expectrating	10	high_cue	n/a	64.05	Very Strong	64.05	Very Strong	0.17	1.66	h012.png	n/a	n/a	n/a
338.89	2.55	expectrating	11	high_cue	n/a	29.35	Strong	29.35	Strong	0.37	2.18	h048.png	n/a	n/a	n/a
368.9	1.84	expectrating	12	low_cue	n/a	6.24	Weak	6.24	Weak	0.73	1.1	l033.png	n/a	n/a	n/a
22.61	6.99	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_50.jpg	same	same	True
50.2	7.0	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_100.jpg	same	same	True
86.1	7.0	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_100_R.jpg	diff	diff	True
120.29	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_150.jpg	same	diff	False
155.29	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	38_100.jpg	same	same	True
182.7	7.0	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_150.jpg	same	same	True
218.2	7.0	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_50.jpg	same	same	True
245.29	7.0	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_150.jpg	same	diff	False
279.5	6.99	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	38_150.jpg	same	same	True
321.9	7.0	stimulus	10	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_50_R.jpg	diff	diff	True
345.69	7.0	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	38_50.jpg	same	same	True
382.49	7.0	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_100.jpg	same	same	True
35.29	3.71	outcomerating	1	low_cue	low_stim	22.96	Moderate	22.96	Moderate	0.7	3.01	task-cognitive_scale.png	n/a	n/a	n/a
63.71	2.53	outcomerating	2	low_cue	med_stim	16.55	Moderate	16.55	Moderate	0.82	1.72	task-cognitive_scale.png	n/a	n/a	n/a
95.9	3.17	outcomerating	3	high_cue	med_stim	17.27	Moderate	17.27	Moderate	0.98	2.19	task-cognitive_scale.png	n/a	n/a	n/a
130.5	1.86	outcomerating	4	low_cue	high_stim	29.05	Strong	29.05	Strong	0.6	1.26	task-cognitive_scale.png	n/a	n/a	n/a
166.49	2.83	outcomerating	5	high_cue	med_stim	9.27	Weak	9.27	Weak	0.55	2.28	task-cognitive_scale.png	n/a	n/a	n/a
194.5	1.87	outcomerating	6	low_cue	high_stim	11.36	Moderate	11.36	Moderate	0.43	1.43	task-cognitive_scale.png	n/a	n/a	n/a
231.1	2.19	outcomerating	7	low_cue	low_stim	13.2	Moderate	13.2	Moderate	0.42	1.77	task-cognitive_scale.png	n/a	n/a	n/a
255.49	2.11	outcomerating	8	high_cue	high_stim	77.74	Very Strong	77.74	Very Strong	0.53	1.58	task-cognitive_scale.png	n/a	n/a	n/a
290.49	2.17	outcomerating	9	high_cue	high_stim	22.6	Moderate	22.6	Moderate	0.43	1.73	task-cognitive_scale.png	n/a	n/a	n/a
331.1	3.22	outcomerating	10	high_cue	low_stim	3.92	Weak	3.92	Weak	0.37	2.85	task-cognitive_scale.png	n/a	n/a	n/a
359.4	2.79	outcomerating	11	high_cue	low_stim	5.32	Weak	5.32	Weak	0.87	1.92	task-cognitive_scale.png	n/a	n/a	n/a
394.5	1.63	outcomerating	12	low_cue	med_stim	12.35	Moderate	12.35	Moderate	0.62	1.01	task-cognitive_scale.png	n/a	n/a	n/a
