,src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename
0,87,4,vicarious,1,1,2,low_cue,low_stim,1,1635866127.31222,1635866127.31517,1635866130.1044,1635866130.11719,11.3887414932251,1635866141.50865,1635866141.51569,low_cue,l054.png,1635866142.49437,1635866142.49565,0.798773050308228,1635866143.34267,1635866143.34699,1635866146.14589,2.80322217941284,13.4141024961333,FIX,1635866147.36083,1635866147.36349,4.63230609893799,low_stim,1635866153.99776,1635866153.99512,,0,,0,0,1635866160.99925,1635866161.01448,3.99388647079468,1635866165.01742,1635866165.0188,1635866167.43554,2.41811776161194,2.57073711069053,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,121-vw121,vw121t1aeaff_L.mp4,0,
1,87,4,vicarious,1,1,2,low_cue,med_stim,2,1635866127.31222,1635866127.31517,1635866169.11895,1635866169.13035,1.97419095039368,1635866171.10302,1635866171.11428,low_cue,l019.png,1635866172.09436,1635866172.09588,1.998783826828,1635866174.12081,1635866174.12216,1635866177.10551,2.98469185829163,8.63713141507075,FIX,1635866178.13898,1635866178.14791,4.65416049957275,med_stim,1635866184.79758,1635866184.79494,,0,,0,0,1635866191.81074,1635866191.81484,4.78239607810974,1635866196.61253,1635866196.61374,1635866200.26413,3.65159463882446,3.04976046926843,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,120-kz120,kz120t2aeaff_M.mp4,0,
2,87,4,vicarious,1,1,2,high_cue,med_stim,5,1635866127.31222,1635866127.31517,1635866200.84745,1635866200.84948,4.24569153785706,1635866205.09903,1635866205.11461,high_cue,h040.png,1635866206.09424,1635866206.0957,1.9988968372345,1635866208.11682,1635866208.11859,1635866209.96788,1.85105538368225,33.3051072750249,FIX,1635866212.13499,1635866212.13632,0.758150339126587,med_stim,1635866214.89729,1635866214.89488,,0,,0,0,1635866221.9053,1635866221.91443,2.78783798217773,1635866224.72302,1635866224.72405,1635866227.0798,2.35678219795227,12.3039235540599,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,043-jh043,jh043t2aeunaff_M.mp4,0,
3,87,4,vicarious,1,1,2,low_cue,high_stim,3,1635866127.31222,1635866127.31517,1635866228.75786,1635866228.76515,9.03528380393982,1635866237.81123,1635866237.8142,low_cue,l028.png,1635866238.79435,1635866238.79592,0.89878511428833,1635866239.71194,1635866239.71355,1635866242.51328,2.80134201049805,4.39870535499553,FIX,1635866243.73011,1635866243.73214,7.46303343772888,high_stim,1635866253.19738,1635866253.1949,,0,,0,0,1635866260.20292,1635866260.2146,3.19022274017334,1635866263.42078,1635866263.4218,1635866266.24247,2.82169103622437,13.086348669211,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,115-jy115,jy115t2aaaff_H.mp4,0,
4,87,4,vicarious,1,1,2,high_cue,med_stim,5,1635866127.31222,1635866127.31517,1635866267.45562,1635866267.45915,10.5375189781189,1635866278.00956,1635866278.01523,high_cue,h043.png,1635866278.99498,1635866278.99746,0.698158025741577,1635866279.71019,1635866279.71299,1635866281.22918,1.51898884773254,40.5188942518911,FIX,1635866283.72836,1635866283.73237,2.4647843837738,med_stim,1635866288.20165,1635866288.19596,,0,,0,0,1635866295.1993,1635866295.21549,5.89383888244629,1635866301.11817,1635866301.11925,1635866303.50262,2.38444662094116,31.3969122485905,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,097-gf097,gf097t1aiaff_M.mp4,0,
5,87,4,vicarious,1,1,2,low_cue,high_stim,3,1635866127.31222,1635866127.31517,1635866305.16969,1635866305.18079,0.823454856872559,1635866306.00333,1635866306.01419,low_cue,l042.png,1635866306.99413,1635866306.99547,2.09900999069214,1635866309.10449,1635866309.11335,1635866312.47965,3.37515926361084,5.28544674938258,FIX,1635866313.12265,1635866313.12468,2.17048811912537,high_stim,1635866317.29685,1635866317.29455,,0,,0,0,1635866324.31016,1635866324.3141,3.08298301696777,1635866327.41131,1635866327.41318,1635866329.47916,2.06785130500793,32.4711922908485,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,080-bn080,bn080t1afaff_H.mp4,0,
6,87,4,vicarious,1,1,2,low_cue,low_stim,1,1635866127.31222,1635866127.31517,1635866331.44615,1635866331.44806,1.24698877334595,1635866332.71329,1635866332.7154,low_cue,l008.png,1635866333.69419,1635866333.69553,1.99895000457764,1635866335.71441,1635866335.71547,1635866337.34849,1.63408160209656,5.08496060472182,FIX,1635866339.73257,1635866339.73461,5.2605664730072,low_stim,1635866346.99647,1635866346.99456,,0,,0,0,1635866354.00456,1635866354.01453,5.88857507705688,1635866359.90676,1635866359.91323,1635866362.32922,2.42245268821716,4.74396594304046,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,043-jh043,jh043t2aaunaff_L.mp4,0,
7,87,4,vicarious,1,1,2,high_cue,high_stim,6,1635866127.31222,1635866127.31517,1635866363.92493,1635866363.93071,0.868210315704346,1635866364.80859,1635866364.81445,high_cue,h011.png,1635866365.79419,1635866365.79555,0.698947906494141,1635866366.50923,1635866366.51337,1635866368.87917,2.36994409561157,63.537813666646,FIX,1635866370.52739,1635866370.53089,0.765746831893921,high_stim,1635866373.29652,1635866373.29453,,0,,0,0,1635866380.2977,1635866380.31528,4.89543700218201,1635866385.2162,1635866385.21711,1635866388.21746,3.00125622749329,17.7097245238628,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,121-vw121,vw121t1aaaff_H.mp4,0,
8,87,4,vicarious,1,1,2,high_cue,high_stim,6,1635866127.31222,1635866127.31517,1635866389.23437,1635866389.24762,3.85877060890198,1635866393.10248,1635866393.11482,high_cue,h044.png,1635866394.09411,1635866394.09536,1.99902701377869,1635866396.1036,1635866396.11364,1635866397.54592,1.4423291683197,31.440548129466,FIX,1635866400.12176,1635866400.12373,2.17137765884399,high_stim,1635866404.29635,1635866404.29455,,0,,0,0,1635866411.30927,1635866411.31437,3.98387289047241,1635866415.31076,1635866415.31318,1635866418.77915,3.46839427947998,39.7760524037316,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,043-jh043,jh043t2aeaff_H.mp4,0,
9,87,4,vicarious,1,1,2,high_cue,low_stim,4,1635866127.31222,1635866127.31517,1635866419.3456,1635866419.34702,4.64754319190979,1635866424.014,1635866424.01585,high_cue,h052.png,1635866424.99411,1635866424.99542,1.79903101921082,1635866426.81505,1635866426.81607,1635866428.31577,1.50071811676025,39.8654725649655,FIX,1635866430.83321,1635866430.83534,10.5599253177643,low_stim,1635866443.3964,1635866443.39465,,0,,0,0,1635866450.40718,1635866450.41412,3.88595867156982,1635866454.30864,1635866454.31356,1635866456.14587,1.83723378181458,0.0,FIX,1635866525.83531,1635866525.84761,398.523092031479,,0,115-jy115,jy115t1aaunaff_L.mp4,0,
