sub,ses,run,runtype,signature,condition,tr1,tr2,tr3,tr4,tr5,tr6,tr7,tr8,tr9,tr10,tr11,tr12,tr13,tr14,tr15,tr16,tr17,tr18,tr19,tr20,tr21,tr22,tr23,tr24,tr25,tr26,tr27,tr28,tr29,tr30,tr31,tr32,tr33,tr34,tr35,tr36,tr37,tr38,tr39,tr40,tr41,tr42
sub-0088,ses-04,run-02,pain,NPS,cueH_stimH,206.965611584791,342.119254195964,281.283163758899,-32.0956192352182,96.8580930535268,115.222217896941,62.484500013024,172.544671495947,130.113349980306,284.089057865286,174.124222203658,237.999651162085,105.832707272195,30.9118592203774,174.567454691963,208.079488874407,74.7922710446402,-95.6165910405524,-161.836139103055,-78.3978581378126,71.7083320029531,58.9157619898154,162.1943952541,147.484611648386,31.5174269930115,269.304883051188,342.190046796346,317.10126261594,345.884824648656,252.059619078038,396.883216060841,278.259920577643,236.768635017889,132.41633119143,156.111474213286,171.505845424493,200.659782921019,25.8371483456992,22.5852551756227,203.500953326363,142.730066076101,63.9813825744342
sub-0088,ses-04,run-02,pain,NPS,cueL_stimH,-137.89989135104,1.35812468026198,-60.1116767662894,11.6649513140565,-36.7103148563363,-23.6711325170035,89.6339438804908,-15.8647199292429,285.026154945296,86.0097399035841,152.268594853207,91.721382628833,222.338233030177,276.708786952997,263.396234450005,361.253121372903,394.400932998853,384.007411812369,614.363108116647,382.269171202721,396.311907545554,275.230920583842,393.779222132521,217.099237488005,357.447106102678,467.596200321462,281.013830401148,337.628269732116,357.801133919482,384.131496628617,251.8551212472,451.62532859446,493.766494313124,236.875128813239,281.453416761562,222.398536851565,156.245495253215,264.779431676751,114.687605867279,129.030472747101,107.490778729016,55.9385619876873
sub-0088,ses-04,run-02,pain,NPS,cueH_stimM,100.738358507851,264.795981560642,-28.2350812376982,5.88175573608828,164.451372219212,-33.3615591275416,139.986656618065,97.8128790899124,225.471778464438,160.399032625896,177.704234492801,-84.9217929485904,-73.9334223790218,-76.0805477716168,-34.329912483998,52.2092798821711,-44.7169254325276,-52.0003980587949,0.00490621979859895,40.8787616743099,121.680797898076,229.002975416519,304.307117441836,170.585328821608,315.546133354961,306.626085137201,388.528190759407,187.935689929763,237.847753694844,266.215918172497,161.017054685266,222.497024139389,74.0049003592628,90.9145742255125,-62.6227777157559,-40.5340248548665,-12.5721530353101,-249.276302185966,-91.4100652242538,-149.733872294684,-126.078919615032,-212.297484499854
sub-0088,ses-04,run-02,pain,NPS,cueL_stimM,253.260462280482,146.608514204753,169.917830053819,322.227924792216,162.681338785641,302.93271951375,64.6872082294068,198.755352630579,2.26471908129659,229.243928790788,68.0067833651126,268.290451107036,121.328005355846,255.723414831028,346.987235831522,313.986320501024,427.686751309035,328.700772211587,168.791141496418,161.345663073337,313.585330959135,221.719456747718,341.163988209785,450.001377036635,257.563273081315,354.222758885182,420.071628702344,271.760848743779,448.016347664568,392.858602274099,536.919330283519,445.342244724442,219.140444166493,300.377703479365,134.410677208496,237.358103791144,232.772101494941,83.7126731446652,-64.9536441811698,-151.034677013566,-130.116483458023,-57.6885349916661
sub-0088,ses-04,run-02,pain,NPS,cueH_stimL,-393.367333391762,-392.119709145721,-445.311518444862,-443.881816433416,-362.856866486965,-260.731305116882,-376.911330524527,-334.7071606619,-203.765519717464,-267.606811220179,-166.709653298984,-131.050615523461,-86.9119161555371,-56.4935051054022,-43.4361546614708,80.1269747956411,-63.1099747337232,70.4495578129345,35.6413316704628,-103.805922274406,-74.0606146563773,-115.661928989769,-110.841173716845,27.6125440477176,42.6467388634628,71.8856882195647,7.74460401214417,71.3138456333194,26.8498754882041,36.7299658653305,155.185917566821,122.454099809295,0.772349349477111,113.786044102645,-23.8470826569612,51.1573424606872,68.2224000739993,180.286489219232,136.433986453764,-105.794313488918,36.3891101696757,-94.7524933493637
sub-0088,ses-04,run-02,pain,NPS,cueL_stimL,50.654450180844,1.13006633186038,31.8455377768091,123.38980661049,-18.9157725833541,45.6525322759867,88.124382264327,-13.0008792831651,11.7882183815827,163.372059965332,81.24259807859,298.337894866261,73.7615997469429,95.4970900713639,-28.7299895432868,114.909627767549,90.2314626025405,196.112868701494,153.330016525036,103.948286025004,176.749797106647,152.52277618863,137.389806412276,104.878018888128,184.422304936543,276.258279196796,349.563410420248,295.5866652885,238.290002637567,472.646217196491,264.331728493798,361.954013881732,171.303617842983,134.416209336439,181.671326711488,-40.7873664802663,209.790548587766,208.795917584444,-15.2539507805708,-49.2471449893874,32.1390697633631,28.1952423822288
sub-0088,ses-04,run-02,pain,NPS,rating,-18.608162251342,26.9812205270867,-38.9251678570219,-11.6292119852977,-10.1320028019216,-38.2365689318868,-22.9332717847223,-66.4744961488036,-163.406845182762,-61.4990379859084,-108.299144079116,-126.599293530092,-68.3767137158855,1.47031601965455,50.8586302630644,43.476904316673,54.7275397791054,20.2322109523828,85.601335756554,72.3277097339556,54.5387378017984,40.7636088653894,76.211283489226,71.9069720548838,89.1699035180461,50.549160086165,91.7049774034829,108.207183132162,51.685551026689,72.8262849930995,44.7584014313235,83.5776061830415,88.9579222642517,122.039832569275,109.637419964702,55.7500530641296,102.739559899722,42.9300740745378,76.200469344568,-9.52269025652059,23.9547769317085,29.7519129216797
sub-0088,ses-04,run-02,pain,NPS,cueH,-124.467681062214,-31.7609944372387,-75.1769457608647,-25.8575641892222,28.6465986677215,-38.1840228086152,-19.0776524348067,-84.6721234465257,10.170315847629,-118.480522680611,-73.4902744926871,-13.6575253464454,-12.4358859347555,-20.9155249687856,70.0376288860291,1.4664735334913,-35.5331537224209,-142.857340232623,-15.1585284046258,-21.4780667515652,5.60672359360187,-32.9965195598856,-98.8345288188135,-45.444851405504,-126.656349565702,21.5719205862641,57.049206268717,108.894404706835,177.875517638074,296.35850833149,174.880521486719,212.29048516002,247.771821523296,443.258588487113,433.336003200007,353.88299086383,297.757608440872,207.409860309536,156.920073185222,146.362161609302,195.160633211878,70.3396688632329
sub-0088,ses-04,run-02,pain,NPS,cueL,12.1187793745099,38.8901478935561,47.8912559600714,136.97173147966,84.7919338784006,138.053206102163,101.173809733697,65.592762444232,-49.8791443878482,-20.1104903454908,-59.6604080682558,-97.8670765035545,-58.5726677219068,-61.3356830115213,-97.9841589973992,107.628257894668,-50.2183935257377,-60.8553868102498,12.2803226588908,-145.533015962026,-123.562989058423,-87.0899527301096,-63.7270025365039,-209.386295651901,-121.296257523122,-121.796392802578,-66.549746152461,-5.6568738873344,-13.5795947824679,-69.9440134271019,-114.824657754491,-112.285373831782,-124.148610580433,-187.138332004051,-91.8388943247408,-131.355403846327,-165.014081311193,-18.1123387280268,58.2218024154801,-71.3885453668557,-72.2610424141187,-64.0002526162131
sub-0088,ses-04,run-02,pain,NPSpos,cueH_stimH,403.18533282638,449.128635478469,465.737747110199,184.783775510394,377.933492958837,404.935165293419,330.477155250002,499.063178500915,314.208541381739,579.726774142881,351.69496943885,258.886879182069,236.49630138764,26.6883858700345,204.953621210544,198.4777934241,-16.9064986021714,-138.361418695148,-179.583307671204,-163.07517322899,125.968347502902,5.04206175886256,127.242921415621,170.704010206199,0.582449064574017,272.63989557621,409.188898489739,311.830099994869,413.184442867343,213.535519497435,373.016969879931,252.688969824305,331.852121368705,133.866860301341,245.340149296506,142.420741122149,245.074013063968,58.3752880721636,-132.480690206697,155.161428427792,236.958746605344,101.611037636992
