onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
10.998379945755005	14.332949876785278	32.48431992530823	45.31116986274719	low_cue	med_stim	2.23464035987854	28.9423915917175	2.70354080200195	9.7003919439458	-1	0	-2	1.6342818147613372	-9.697248856196111
51.49680995941162	53.69763994216919	62.38435983657837	75.20565986633301	low_cue	high_stim	3.11801075935364	17.8503183022168	2.08430290222168	9.1922430928458	-1	1	1	-9.457791474739363	-10.205397707296111
82.99188995361328	85.80960988998413	92.48410987854004	100.39837980270386	high_cue	low_stim	2.70507645606995	31.9081069356532	2.3849151134491	9.7666793957727	1	-1	1	4.59999715869704	-9.630961404369211
117.18797993659973	119.30543994903564	132.7845799922943	145.59856986999512	high_cue	med_stim	1.63427186012268	19.0180918370199	2.48442959785461	21.2028186438097	1	0	-2	-8.290017939936263	1.8051778436677886
150.50039982795715	152.7012197971344	170.8886799812317	179.61125993728638	high_cue	high_stim	2.98462271690369	25.6768156818382	2.11977052688599	42.3974377975002	1	1	1	-1.631294095117962	22.999796997358292
185.0966398715973	187.09737992286682	195.58371996879578	204.30379986763	low_cue	high_stim	2.6512017250061	32.3958527162382	2.58445000648499	46.6272833223936	-1	1	1	5.087742939282041	27.22964252225169
213.19044995307922	216.4916799068451	224.98346996307373	238.09973978996277	low_cue	low_stim	2.02272939682007	38.8113840367584	2.35105776786804	11.1291892896112	-1	-1	1	11.503274259802236	-8.268451510530712
244.2853798866272	247.30316996574402	253.9836299419403	263.00901985168457	high_cue	high_stim	2.21776509284973	19.4527870602187	2.03867220878601	24.1962525877912	1	1	1	-7.8553227167374615	4.798611787649289
270.3951098918915	272.39585995674133	281.6836597919464	298.6056299209595	high_cue	low_stim	1.51864433288574	40.6012946450045	3.14210319519043	27.9092902838683	1	-1	1	13.293184868048339	8.51164948372639
304.0910098552704	306.29182982444763	313.5835998058319	329.8005998134613	low_cue	med_stim	2.22256565093994	26.7711502144621	2.45112085342407	14.7795601801196	-1	0	-2	-0.5369595624940615	-4.618080620022312
338.0870199203491	340.3045198917389	352.1835198402405	363.8966498374939	low_cue	low_stim	2.00103354454041	31.3969122485905	1.83439874649048	10.0910572388889	-1	-1	1	4.088802471634338	-9.30658356125301
376.1011998653412	378.9022397994995	387.3835699558258	395.00824999809265	high_cue	med_stim	1.95086216926575	14.8722120537559	1.78956174850464	5.77948582515591	1	0	-2	-12.435897723200261	-13.618154974986002
