,onset,duration,trial_type,sub,ses,run,runtype,eventtype,trialnum,cuetype,stimtype,expectrating,outcomerating,singletrial_fname
0,3.8921599388122563,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,0,high_cue,med_stim,62.3056084068584,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-000_cuetype-high.nii.gz
1,36.20421004295349,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,1,low_cue,med_stim,5.77948582515591,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-001_cuetype-low.nii.gz
2,63.59775996208191,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,2,high_cue,low_stim,43.215156675681,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-002_cuetype-high.nii.gz
3,103.49597001075745,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,3,low_cue,med_stim,11.805792300589001,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-003_cuetype-low.nii.gz
4,138.9925398826599,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,4,high_cue,high_stim,27.490755209742304,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-004_cuetype-high.nii.gz
5,190.59511995315552,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,5,low_cue,low_stim,,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-005_cuetype-low.nii.gz
6,219.2057900428772,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,6,low_cue,high_stim,6.00900595749452,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-006_cuetype-low.nii.gz
7,252.60156989097595,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,7,high_cue,med_stim,41.2078439785321,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-007_cuetype-high.nii.gz
8,281.69576001167303,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,8,high_cue,low_stim,,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-008_cuetype-high.nii.gz
9,312.19045996665955,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,9,low_cue,high_stim,15.4992753765008,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-009_cuetype-low.nii.gz
10,348.80411982536316,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,10,high_cue,high_stim,,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-010_cuetype-high.nii.gz
11,375.5974400043488,1.0,cue,sub-0115,ses-01,run-06,vicarious,cue,11,low_cue,low_stim,5.756338261123379,,sub-0115_ses-01_run-06_runtype-vicarious_event-cue_trial-011_cuetype-low.nii.gz
12,5.709499835968018,2.47351455688477,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,0,high_cue,med_stim,62.3056084068584,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-000_cuetype-high.nii.gz
13,38.705139875411994,2.0342538356781,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,1,low_cue,med_stim,5.77948582515591,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-001_cuetype-low.nii.gz
14,66.09869003295897,3.25147676467896,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,2,high_cue,low_stim,43.215156675681,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-002_cuetype-high.nii.gz
15,106.01357984542848,2.7528042793273904,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,3,low_cue,med_stim,11.805792300589001,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-003_cuetype-low.nii.gz
16,142.89400005340573,2.13901209831238,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,4,high_cue,high_stim,27.490755209742304,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-004_cuetype-high.nii.gz
17,192.99600982666016,4.0,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,5,low_cue,low_stim,,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-005_cuetype-low.nii.gz
18,221.00645995140079,3.33475017547607,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,6,low_cue,high_stim,6.00900595749452,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-006_cuetype-low.nii.gz
19,254.2021698951721,3.3180816173553502,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,7,high_cue,med_stim,41.2078439785321,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-007_cuetype-high.nii.gz
20,283.2963500022888,4.0,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,8,high_cue,low_stim,,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-008_cuetype-high.nii.gz
21,316.108589887619,2.63467025756836,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,9,low_cue,high_stim,15.4992753765008,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-009_cuetype-low.nii.gz
22,350.50475001335144,4.0,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,10,high_cue,high_stim,,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-010_cuetype-high.nii.gz
23,379.498899936676,2.76791214942932,expectrating,sub-0115,ses-01,run-06,vicarious,expectrating,11,low_cue,low_stim,5.756338261123379,,sub-0115_ses-01_run-06_runtype-vicarious_event-expectrating_trial-011_cuetype-low.nii.gz
24,19.58945989608765,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,0,high_cue,med_stim,62.3056084068584,26.4612545886105,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz
25,45.588330030441284,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,1,low_cue,med_stim,5.77948582515591,9.91494567847495,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz
26,77.78799986839293,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,2,high_cue,low_stim,43.215156675681,16.324623321803,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz
27,118.88786005973816,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,3,low_cue,med_stim,11.805792300589001,,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz
28,157.48785996437073,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,4,high_cue,high_stim,27.490755209742304,17.7797524591934,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz
29,203.48800992965698,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,5,low_cue,low_stim,,5.298565069899941,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz
30,231.3868999481201,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,6,low_cue,high_stim,6.00900595749452,12.4790718019276,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz
31,263.58793997764593,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,7,high_cue,med_stim,41.2078439785321,8.09749235226275,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz
32,290.1879498958588,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,8,high_cue,low_stim,,13.980290576032699,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz
33,330.6880898475647,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,9,low_cue,high_stim,15.4992753765008,14.649904105813,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz
34,357.18793988227844,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,10,high_cue,high_stim,,48.9004937423819,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz
35,387.1884200572968,5.0,stimulus,sub-0115,ses-01,run-06,vicarious,stimulus,11,low_cue,low_stim,5.756338261123379,8.62260408791931,sub-0115_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz
36,30.30201005935669,3.00134897232056,outcomerating,sub-0115,ses-01,run-06,vicarious,outcomerating,0,high_cue,med_stim,62.3056084068584,26.4612545886105,sub-0115_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-000_cuetype-high_stimintensity-med.nii.gz
37,56.31170988082886,2.4379651546478303,outcomerating,sub-0115,ses-01,run-06,vicarious,outcomerating,1,low_cue,med_stim,5.77948582515591,9.91494567847495,sub-0115_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-001_cuetype-low_stimintensity-med.nii.gz
38,90.90793991088869,3.75157499313354,outcomerating,sub-0115,ses-01,run-06,vicarious,outcomerating,2,high_cue,low_stim,43.215156675681,16.324623321803,sub-0115_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-002_cuetype-high_stimintensity-low.nii.gz
39,131.8065299987793,4.0,outcomerating,sub-0115,ses-01,run-06,vicarious,outcomerating,3,low_cue,med_stim,11.805792300589001,,sub-0115_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-003_cuetype-low_stimintensity-med.nii.gz
40,170.30421996116638,2.6512072086334197,outcomerating,sub-0115,ses-01,run-06,vicarious,outcomerating,4,high_cue,high_stim,27.490755209742304,17.7797524591934,sub-0115_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-004_cuetype-high_stimintensity-high.nii.gz
41,212.1031398773193,2.03437519073486,outcomerating,sub-0115,ses-01,run-06,vicarious,outcomerating,5,low_cue,low_stim,,5.298565069899941,sub-0115_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-005_cuetype-low_stimintensity-low.nii.gz
42,243.5148499011993,2.5015902519226096,outcomerating,sub-0115,ses-01,run-06,vicarious,outcomerating,6,low_cue,high_stim,6.00900595749452,12.4790718019276,sub-0115_ses-01_run-06_runtype-vicarious_event-outcomerating_trial-006_cuetype-low_stimintensity-high.nii.gz
