1345.2,1342.8,1345.2,1342.6
936.34,924.82,936.48,925.25
1290.7,1276.3,1323.6,1314
1104.3,1106.3,1107.2,1109.2
853.34,855.06,855.52,857.32
1043.3,1024.6,1044.7,1025.9
1058.4,1060.4,1058.5,1060.5
1032.6,1028.5,1035.6,1032.7
973.92,929.08,973.9,929.61
1322.9,1324.3,1323.6,1325.2
1170.9,1138.6,1172.1,1140.2
1400.2,1377.4,1399.7,1377.4
1195.2,1197.2,1207.3,1209.3
1214,1215.3,1215.6,1217.7
1216.9,1218.8,1223.9,1225.7
1072.3,1072.5,1072,1072.4
1195.9,1177.8,1195.9,1177.8
1180.8,1168.3,1185.3,1173.7
1329.1,1313.5,1328.7,1314.6
1388.1,1390.1,1389.8,1391.8
1299.2,1295.9,1301.4,1298.6
1094.3,1086.9,1095.9,1088.7
1213,1152.6,1212.1,1166.2
1119.8,1120.3,1123.3,1122.5
1265.1,1241.9,1278.3,1254.7
1038.7,1040.7,1039.6,1041.6
986.14,988.07,987.28,989.12
1065.6,1067.6,1075.2,1077.2
1176.1,1178.1,1171.3,1185.5
1463.4,1465.4,1462.5,1467
1013.2,1015,1019.9,1018.1
949.35,951.35,949.35,951.35
1161.5,1161,1164.2,1163.8
926.1,925.45,926.1,925.45
979.3,968.35,979.76,968.67
1065.2,1023.3,1078.5,1051.4
1035.6,1004.3,1037.6,1010.1
1396.6,1393.8,1396.2,1393.8
875.19,869.45,875.23,869.64
1278.7,1280.7,1283.8,1280.5
1142.2,1136.4,1142.2,1136.4
1012,1013.7,1032.7,1015.5
1240.5,1214.1,1238.8,1214.6
1091.8,1093.6,1091.8,1093.6
1191,1192.4,1192.2,1193.5
1258,1163.5,1257.2,1168.6
971.18,973.05,971.2,973.06
1200.1,1149.4,1200.2,1150.8
1176.5,1155.5,1176.5,1155.5
1336,1331.3,1339.6,1334.9
1103.2,1084.5,1117.8,1105.2
1329.1,1266.4,1334.7,1279.7
1025,991.12,1032.4,1000.3
1115.5,1116.4,1115.6,1116.5
1088.5,1077.8,1088.5,1077.5
1265.6,1242,1265.7,1242
1128.2,1110.4,1130.8,1115.9
1050.4,1052.4,1050.5,1052.5
1484.3,1486,1515.4,1516.8
923.52,902.55,926.47,912.8
1042.8,1030.9,1043,1031.5
1243.3,1230.6,1247.5,1236.4
1137.9,1071.1,1138,1072.5
