subj_num_new_vicarious,alpha_c,alpha_i,weight_exp,pain_err,exp_err
6,0.0554722277657639,3.47937077665432e-08,0.0895122275179909,18.3416363143365,14.2111306388616
7,0.999992215948274,0.00854111151099534,5.69027380320667e-06,15.6199100190047,10.5898573662464
9,0.999986886847843,1.73870860045414e-08,0.0103503806138725,22.3110740106728,8.40753639920933
10,0.99992141045905,0.0176519753116572,0.275848119323142,15.1899514819785,12.8638731633506
11,0.884825453404385,0.0221609005408576,0.0935159952095417,22.282988956516,13.1889113529586
14,0.499858111885104,0.0303356624248403,0.189122142882432,23.5593054387153,16.7459500079533
16,0.974578861360857,0.117466695533473,0.0153996083674404,13.7633490690937,14.9582930122503
17,0.9746175718434,0.0128386782837969,0.188899960622149,21.7744489990126,18.9786537258795
18,0.262510540572187,0.00455919116309772,0.0896462582698526,15.9107319410105,10.4843563247752
19,0.999946263198703,0.259742310458795,6.27762594252775e-06,15.3116008178523,12.8752972349517
20,0.710617767647247,0.212688457760865,8.56757322986006e-06,14.0965635032931,14.6151123708313
23,0.998268514252543,0.0196377196886582,0.113547915560468,20.3300803097442,12.2584506716992
24,0.17941360697691,7.97338788411011e-09,0.171344243764082,17.8606388603702,25.0668868065137
29,0.794649501335094,0.203451835667122,0.0193836788028569,8.91055198291113,7.7908447557598
31,0.371971832465594,7.34257733814889e-07,0.0308565098864797,23.8826359436011,19.8990804291808
33,0.498989224018322,0.0143469213477912,0.227428774624238,20.7291194324543,12.8142869566996
34,0.907215486664102,0.0186802983351373,0.0578997136733697,30.2990926190833,30.0725028888208
35,0.500189556294133,0.0201810319778297,0.183790981435685,19.5637386258621,17.2351070211504
36,0.675176054871829,5.65381564972125e-09,0.308700475803272,22.0526710309361,15.438639714602
37,0.503724118761311,1.59540552635746e-07,0.0716384483414467,24.0681851624723,10.9765211841984
38,0.619832595284472,0.162482340441469,0.0956382555576068,33.1533439772217,22.3249137122132
39,0.999999077901681,0.0689778744430799,3.45210325793998e-06,13.0617158518031,10.3619012395562
40,0.355968549678841,0.0553522367245295,0.135996788258111,32.9843637939387,19.1464834831505
41,4.55079062277844e-08,0.0234758311551644,0.116104507198898,24.6962129444349,10.8246142254648
43,0.745700995127933,0.0562892760114336,0.00441325515965301,28.2208867342979,21.1731368790801
44,0.525036437891451,8.25531142176352e-09,0.0835915355751409,14.6625218234236,17.0044030944282
46,0.423901283773883,0.0838292127021457,0.207192007110359,39.0289342088927,23.4106660345354
50,0.999990658784152,0.0643704790036455,0.0550655208870241,19.7754198733841,19.0858877668662
51,0.999973946161247,0.0623142590357872,0.183776775144914,31.514391701792,18.2396529195007
52,0.324955281381637,5.392342141051e-08,0.0865123399607235,18.014509318151,21.2419703978862
53,0.500099004130026,0.0091081804292995,0.209721884460136,13.5195916174165,11.0381021187881
55,0.400820267961887,0.0289723180992247,0.11809173385266,25.9244971166715,13.6127722467953
56,0.999985758974767,0.135356657103815,0.0273871550076874,16.7592011247498,13.9748768100833
57,0.499771280214931,0.0119771864369109,0.483156162688976,17.4901022144105,18.0610246674429
58,0.266092081407551,4.3032860033836e-08,0.281545249222148,17.7008705665681,10.1190762702375
59,0.999922902152376,0.19902499088163,0.00212985460872885,16.1649120625247,11.9434258584511
60,0.491523277749733,2.03968832050506e-07,2.24725083280549e-06,12.3102641727106,10.8862176849492
61,4.35861524957019e-08,0.0296145070346014,0.148767147378679,35.1865529160583,16.5016977196474
62,0.999893787997102,0.0115429796929675,0.161984089491735,23.8007225478441,15.6968036670587
64,0.481300422654947,1.10463099969418e-08,0.522681333332584,19.8953828695907,20.4223363881237
65,0.170720868275006,5.83449759117134e-08,0.0900828066865023,20.4289475209817,18.8277120155558
66,0.499922789405833,0.0316258820408414,1.13233281551845e-06,10.7656575475493,12.3844571736502
69,0.499887986586087,0.022157232683317,0.0766278423792427,11.5941853117051,11.7335215630097
70,0.999984526174329,0.13612196832695,0.227081719569102,14.5299746353332,16.68153728876
75,0.999883003645309,0.000863876486023858,0.311805739475823,10.4604118137189,9.81109960196037
76,0.999989402719292,2.97978034335794e-08,0.073078071384865,30.5410435884846,13.2973183152593
78,0.00446597959723466,3.052288127048e-09,0.126745433428215,13.8772590283562,9.97068663280866
81,0.128061571283392,5.42000457735038e-09,1.09270446224004e-06,11.0946920519354,13.2517006228125
87,0.353367785165492,1.6517808561039e-07,0.123239659357063,18.8263279588637,15.9813058760217
88,0.601760565560094,0.16174902338635,0.169281011229471,30.4574165464508,26.9170481209501
89,0.999999251321405,0.376512158271309,2.49357171355921e-07,14.6911720959496,12.648888281907
90,0.992352868968557,0.0643513817791751,0.242477528241272,16.2426397021094,14.5084792681341
92,0.499113783495788,0.0197669841339153,0.19903272830832,23.1896915234585,25.1116445556493
93,0.999977001909226,0.0897732342840505,2.20927056465188e-06,21.9914296126439,25.6817291363093
94,0.526385581312135,0.00799617192907729,0.122469019340228,22.1024004310879,12.5347841199727
95,0.100606568808334,0.0778386240678222,0.0571835023361274,20.4632571597443,15.1688462936807
99,0.999930332595522,0.00406689571141825,0.219232612912226,23.5147177801483,15.4219141303874
100,0.533003645886259,0.387273116868493,0.0387741277050111,15.6439701974655,14.1493031806918
