"sub","cue_randomslope"
"2",-6.0046629537019
"6",2.54526809871963
"7",0.589425711228882
"8",1.73114620471979
"9",1.12361914130315
"10",-1.65337739693792
"11",1.86776584944497
"13",20.3322186617809
"14",-8.11832400552813
"15",-3.03787624159171
"16",-3.93728489882506
"17",-1.69081049472363
"18",3.99899028245932
"19",2.06532592431561
"20",-1.77151660467647
"21",0.378329965766128
"23",-7.3354128069509
"24",-0.383491644074749
"26",3.04910713863721
"28",3.82930711401973
"29",3.54450093832066
"30",-1.32190014942813
"31",4.7208339951028
"32",0.446329217868643
"33",0.816124012775862
"34",-1.61495196341884
"35",-0.208905331007597
"36",-3.27926661105278
"37",2.97896603860853
"38",-4.64856974531889
"39",5.38703617310587
"40",3.35239993791883
"41",3.83657438160955
"43",1.85216244927752
"44",1.626125794966
"46",-4.29425603122448
"47",4.68425339380825
"50",-3.53538653329312
"51",-0.394389107255602
"52",-1.14269187779728
"53",-4.59504624177908
"55",1.4185392483482
"56",-0.192360303892115
"57",-7.81763346521027
"58",-3.6794797201854
"59",-2.22375682981759
"60",3.0479604981048
"61",-3.67713384965698
"62",-2.83030841667108
"63",1.81670349901449
"64",-5.08617250525245
"65",-3.14593024889297
"66",2.07622964694855
"68",1.7404045501948
"69",3.16517583714555
"70",-3.79808874188652
"73",3.87214793386653
"74",3.98897452018072
"75",0.740180098986254
"76",-0.0227163830925182
"77",4.76105447453077
"78",2.21721601960123
"79",2.66005010888719
"80",-0.451606383722257
"81",1.10871993588702
"82",-2.77625670503937
"83",3.16385757496102
"84",-0.519742008368588
"85",1.154306588426
"86",-12.7805047297191
"87",-4.15451953312814
"88",0.10638425016614
"89",2.82824995847785
"90",-5.62006521817201
"91",4.68767746872981
"92",-10.5468885720804
"93",2.37011362362449
"94",4.15815511477767
"95",1.70613725711247
"97",1.96099602267113
"98",6.50798039666733
"99",-2.89273458187385
"100",0.381136627851832
"101",0.65188193730721
"103",3.18348009507809
"104",1.545715861934
"105",2.52572309439025
"106",-8.20795696684616
"107",-0.872317691577057
"109",-3.44134743135751
"111",-10.3901677966937
"112",-0.0371972768244952
"114",2.28823292266164
"115",0.0497891061726549
"116",0.835746627535002
"117",-0.253668807645913
"118",-3.19268531623028
"119",0.398481979491567
"120",2.83797125381194
"122",-1.9394128217401
"123",-0.399754055756503
"124",3.25876725880755
"126",-4.82124618657377
"127",3.41637537796792
"128",1.24507854319398
"129",-7.61295107384812
"130",2.71680253766416
"131",11.0690350092345
"132",-1.91758265651039
"133",1.85306363065807
