"sub","cue_randomslope"
"2",0.417520072626445
"6",0.598418479818329
"7",-0.823552607345901
"8",1.52016858042289
"9",1.29374654321837
"10",-0.665495130525427
"11",-0.276720236532494
"13",-0.532744342157914
"14",-0.277316616386581
"15",-0.80403959864517
"16",2.85873879234831
"17",-0.332432942106668
"18",1.20251007107076
"19",2.09083421513887
"20",1.0362443326625
"21",0.774695602083062
"23",0.541989113079241
"24",0.291681761471007
"26",-1.12465594358386
"28",-0.446320426786496
"29",2.71692128838686
"30",1.3123398080491
"31",-1.02743113919995
"32",-0.882147922767428
"33",-0.502175068376797
"34",-1.92253662598696
"35",-0.210838116984922
"36",-0.513560630732713
"37",-1.50976476389222
"38",-2.21021047714776
"39",0.890259250431918
"40",-3.9712350534155
"41",-0.342630987886219
"43",0.0707191440942546
"44",1.88415125655103
"46",-8.4219266899225
"47",-0.643361044821283
"50",0.863483492653321
"51",-2.01936847859537
"52",0.89544312107657
"53",0.927875693684264
"55",-2.6584061038161
"56",0.850978034361296
"57",-2.22184076436875
"58",1.57654099893514
"59",1.25947576662642
"60",1.78787428217326
"61",-2.32088531809878
"62",-1.851495091606
"64",-2.51085496033251
"65",-0.025361125541115
"66",3.05832208714699
"68",1.9711390220445
"69",1.70955559920671
"70",0.813186618976977
"71",0.681190741678933
"73",2.6845543712815
"74",0.351011058608927
"75",2.5564996964837
"76",-1.63177110432228
"77",0.671695455090053
"78",1.77681045338347
"79",-0.923525074634363
"80",1.53324727938279
"81",2.27345719238648
"82",2.20936866464878
"83",-1.70500607941181
"84",1.34417369315823
"85",2.40745474610077
"86",0.805010653872874
"87",1.09314637923115
"88",-1.60413479479038
"89",1.50784601862584
"90",-0.714416231841655
"91",-1.45240504295573
"92",-2.64829862949357
"93",-0.0156447451381479
"94",-1.57926807917839
"95",0.212943958436542
"97",0.683537674100969
"98",1.2258376402008
"99",-0.115123960149113
"100",1.32136130405963
"101",1.02376014666967
"103",-3.67542912068217
"104",-0.938446532695032
"105",0.757056850413956
"106",-4.52345729297223
"107",1.73974857448606
"109",-1.76724291009452
"111",1.47799836301689
"112",-0.259048741393943
"114",-1.5780727149232
"115",0.901919616569705
"116",-0.437217331383613
"117",1.00330311260472
"118",-1.88267987589153
"119",0.946242655935984
"120",1.73872642196335
"122",-0.072110608618156
"123",-0.968050402910844
"124",0.461862943365694
"126",-1.02715121678652
"127",-1.46175863961934
"128",-0.113797947230839
"129",1.29486852041083
"130",2.55639746107444
"131",-6.08728555518337
"132",1.30094810516783
"133",2.47385805911828
